"feature_id","pc1_loading","pc1_loading_abs","rank","comparison_name","group_label","baseMean","dispGeneEst","dispFit"
"248551",24.7916002085852,24.7916002085852,1,"RT8_ZT14","control",24794.1341971003,0.0642635973099078,0.06589894679234
"55601",24.2476148047744,24.2476148047744,2,"RT8_ZT14","control",26069.7055886389,0.235079063413776,0.0658871939830956
"25328",21.905998928452,21.905998928452,3,"RT8_ZT14","control",11013.8010167228,0.226675089456684,0.0661994821237648
"8277",21.7168358794188,21.7168358794188,4,"RT8_ZT14","control",8399.56668546302,0.193888288690229,0.0663677775822173
"415923",21.5245683962673,21.5245683962673,5,"RT8_ZT14","control",10688.4117389522,0.150818859331076,0.0662159438292593
"378009",21.4178155110845,21.4178155110845,6,"RT8_ZT14","control",8066.65687827173,0.0738146332998598,0.0663970391852054
"179269",21.3472779444324,21.3472779444324,7,"RT8_ZT14","control",11346.6665230945,0.193709668968009,0.0661836191258523
"88697",21.2017167061588,21.2017167061588,8,"RT8_ZT14","control",8351.08527196946,0.0378059668743162,0.0663718937916525
"335788",20.7480531950936,20.7480531950936,9,"RT8_ZT14","control",9441.26062370413,0.13244210261548,0.0662895472347427
"278624",20.2166810619329,20.2166810619329,10,"RT8_ZT14","control",5238.94462548372,0.237491857494747,0.0667955313736268
"321367",19.4824819421144,19.4824819421144,11,"RT8_ZT14","control",5213.28724462359,0.0250402724632679,0.0668011260999798
"308159",19.4180744233554,19.4180744233554,12,"RT8_ZT14","control",4976.40349975235,0.0313074223809964,0.0668555049488372
"484755",19.3425101444257,19.3425101444257,13,"RT8_ZT14","control",4845.74797031935,0.0337434619177054,0.0668877730474727
"91106",19.3246554386913,19.3246554386913,14,"RT8_ZT14","control",4934.02453050745,0.030864441129382,0.0668657840582629
"437093",19.2301521587489,19.2301521587489,15,"RT8_ZT14","control",4507.16346696504,0.0863110802916297,0.0669800992421721
"412143",19.1006150418915,19.1006150418915,16,"RT8_ZT14","control",4576.06429233632,0.315322591988291,0.0669602039194388
"175929",19.0236312363493,19.0236312363493,17,"RT8_ZT14","control",4766.24370107746,0.057633318393602,0.0669082740629901
"156760",18.818772767934,18.818772767934,18,"RT8_ZT14","control",3587.03981203877,0.280818244182394,0.0673190438120453
"163095",18.7999048169638,18.7999048169638,19,"RT8_ZT14","control",5836.94252856163,0.186579539755842,0.0666790671792411
"485669",18.7430408855186,18.7430408855186,20,"RT8_ZT14","control",4462.20087557785,0.0332232815480342,0.0669934136206469
"189904",18.7218347607068,18.7218347607068,21,"RT8_ZT14","control",4136.52388112137,0.0303263968894686,0.0670984946744582
"56157",18.6875117587535,18.6875117587535,22,"RT8_ZT14","control",3655.79745758804,0.0547029823430345,0.0672878172146057
