"feature_id","pc1_loading","pc1_loading_abs","baseMean","dispGeneEst","dispFit","rank","split_class"
"248551",-0.439909028259144,0.439909028259144,29449.5036694605,0.0672179759967083,0.103931015679009,1,"high_loading"
"25328",0.318866309444688,0.318866309444688,8210.3582816933,0.995086531259242,0.104649212223375,2,"high_loading"
"8277",-0.278242152125641,0.278242152125641,10207.9508988351,0.259113483053219,0.10445433880429,3,"high_loading"
"415923",0.242927642162007,0.242927642162007,15057.308733647,0.2993552645686,0.104196383378821,4,"high_loading"
"335788",0.234132401967447,0.234132401967447,7107.04106733262,0.366635368595152,0.104803807358215,5,"high_loading"
"175929",0.185872361871441,0.185872361871441,3535.9597698416,0.603732136157634,0.105965657082743,6,"high_loading"
"169957",0.160488632271888,0.160488632271888,2249.15847152987,1.07876701300327,0.10728856763733,7,"high_loading"
"163095",0.159284685123485,0.159284685123485,3432.13620525988,0.540028048375919,0.10603560430427,8,"high_loading"
"55601",0.153927168107784,0.153927168107784,22546.6494532371,0.193795104807238,0.104016014924643,9,"high_loading"
"42310",0.11306243792664,0.11306243792664,3211.01766346265,0.296950119202243,0.106199649801706,10,"high_loading"
"156760",-0.111095109343903,0.111095109343903,4174.29656151024,0.256775100710481,0.105612062483171,11,"high_loading"
"323897",0.110277803509267,0.110277803509267,3703.44337538206,0.222107831411774,0.105861087436218,12,"high_loading"
"88697",0.0996559221014664,0.0996559221014664,6812.72586192997,0.0942341813622387,0.104853506549696,13,"high_loading"
"60635",-0.0966707415930953,0.0966707415930953,3431.1206648048,0.283937971028674,0.106036309391883,14,"high_loading"
"278624",-0.0959943509176181,0.0959943509176181,5662.58024085131,0.186876963485245,0.105097267373955,15,"high_loading"
"21974",-0.0940689919517337,0.0940689919517337,2650.55381514974,0.556253173935233,0.106738061696483,16,"high_loading"
"441714",0.0902925247012707,0.0902925247012707,1808.12354313766,0.577507770475303,0.108175256371446,17,"high_loading"
"155886",0.0893596431208948,0.0893596431208948,1659.8901052204,0.634215052093701,0.108579073844043,18,"high_loading"
"468058",0.0891508285283411,0.0891508285283411,1599.65685090165,0.749528529539489,0.108764545062059,19,"high_loading"
"161605",0.0876116199150499,0.0876116199150499,2630.71189733635,0.358652940584551,0.10676132760915,20,"high_loading"
"100439",0.0835143811255024,0.0835143811255024,3553.76228802627,0.148386588227296,0.105954073787909,21,"high_loading"
"308159",0.0795926672035078,0.0795926672035078,4038.62461873092,0.117433834061579,0.105677861532336,22,"high_loading"
"475643",0.0758283497506963,0.0758283497506963,1997.33075798491,0.354554959410969,0.107746899276944,23,"high_loading"
"359542",-0.0740685231108528,0.0740685231108528,3095.40101033431,0.381677330023336,0.106294755631905,24,"high_loading"
"65320",0.0696895112107103,0.0696895112107103,2002.61003366952,0.430207000923394,0.107736107963032,25,"high_loading"
"206283",0.0689293194862178,0.0689293194862178,2331.57493210563,0.395371777309971,0.107160071258662,26,"high_loading"
"359893",0.0667131359245542,0.0667131359245542,4293.82529497672,0.103067128680822,0.105557538068784,27,"high_loading"
"467791",0.060812209761413,0.060812209761413,1638.85540111959,0.347577127721633,0.10864229505302,28,"high_loading"
"146354",0.0607457214810988,0.0607457214810988,1131.32935265633,0.637429159636137,0.110880371966925,29,"high_loading"
"469606",0.0603817213111257,0.0603817213111257,1772.67604365023,0.361317722834206,0.108265678450939,30,"high_loading"
