"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","first_stable_crossing","crossing_1",0.14,4334,0.14,0.15,0.0156382558607436,-0.00608097923764836
