"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT4_ZT10","first_stable_crossing","crossing_1",0.15,4599,0.15,0.16,0.012640197053628,-0.0264717800159001
