"feature_id","pc1_loading","pc1_loading_abs","rank","comparison_name","group_label","baseMean","dispGeneEst","dispFit"
"248551",24.3251132252997,24.3251132252997,1,"RT2_ZT8","treatment",19735.507968944,0.186550665049719,0.0683120049366094
"55601",24.1155446203567,24.1155446203567,2,"RT2_ZT8","treatment",17433.8303019249,0.317981555628197,0.068355728010703
"415923",22.2251750665995,22.2251750665995,3,"RT2_ZT8","treatment",10054.9666271873,0.301721183872171,0.0686308487611414
"335788",22.1562050375386,22.1562050375386,4,"RT2_ZT8","treatment",8730.40057526432,0.0445886680324168,0.0687294690168398
"179269",21.4684303823289,21.4684303823289,5,"RT2_ZT8","treatment",8501.38873570543,0.337781561006915,0.0687496360121675
"88697",21.0654590155398,21.0654590155398,6,"RT2_ZT8","treatment",6445.73074469242,0.0373487960684683,0.0689948222750077
"163095",20.5113174553064,20.5113174553064,7,"RT2_ZT8","treatment",5265.29076525962,0.0575870477414898,0.0692221522473875
"8277",20.4069542122057,20.4069542122057,8,"RT2_ZT8","treatment",5386.07094579363,0.2604421325012,0.0691943161367503
"378009",20.2859664127008,20.2859664127008,9,"RT2_ZT8","treatment",5341.32070664827,0.0908308852923432,0.0692044828820682
"321367",19.9155215888004,19.9155215888004,10,"RT2_ZT8","treatment",4241.69794753053,0.0353419012408628,0.0695217043967203
"25328",19.6448257018741,19.6448257018741,11,"RT2_ZT8","treatment",5672.76981473083,1.24996531666247,0.0691329871122396
"91106",19.5139785402269,19.5139785402269,12,"RT2_ZT8","treatment",3918.37458318582,0.0156979674231253,0.0696488492274346
"175929",19.3953897743602,19.3953897743602,13,"RT2_ZT8","treatment",3952.24899818385,0.097562204968883,0.0696345527559126
"484755",19.3443957233329,19.3443957233329,14,"RT2_ZT8","treatment",3961.06113378325,0.0250991447713454,0.0696308737317804
"308159",19.2932602407627,19.2932602407627,15,"RT2_ZT8","treatment",3997.45032719799,0.0861715927828403,0.0696158532066337
"161605",19.0734271773389,19.0734271773389,16,"RT2_ZT8","treatment",3621.98046868808,0.0895423898061384,0.069785346768947
"66014",18.894154679676,18.894154679676,17,"RT2_ZT8","treatment",3199.15983432937,0.0434723543843376,0.0700238429555073
"206283",18.8403434479061,18.8403434479061,18,"RT2_ZT8","treatment",3397.74726385617,0.152293318223507,0.0699044353325596
"189904",18.8196093079714,18.8196093079714,19,"RT2_ZT8","treatment",3166.90536936876,0.0381431434856962,0.0700446507536313
"412143",18.8103353386353,18.8103353386353,20,"RT2_ZT8","treatment",3016.6768871985,0.152541943225717,0.0701474276989307
"56157",18.7570524955852,18.7570524955852,21,"RT2_ZT8","treatment",3051.80880793147,0.0366263560029502,0.0701224861693005
"130479",18.7505555517066,18.7505555517066,22,"RT2_ZT8","treatment",3124.12004288543,0.0247335713779337,0.0700729151268621
"323897",18.7401080535234,18.7401080535234,23,"RT2_ZT8","treatment",3210.57948780893,0.0535863325406332,0.0700165761946364
