"feature_id","pc1_loading","pc1_loading_abs","rank","comparison_name","group_label","baseMean","dispGeneEst","dispFit"
"248551",-23.8552509249108,23.8552509249108,1,"RT0_ZT6","treatment",21461.7488065897,0.16930365328622,0.141672480435483
"55601",-23.3499777708493,23.3499777708493,2,"RT0_ZT6","treatment",16938.5738798584,0.182199180959474,0.141769287371292
"415923",-21.7030144011259,21.7030144011259,3,"RT0_ZT6","treatment",10667.4944036378,0.268981839903297,0.142039314922939
"179269",-21.444857191704,21.444857191704,4,"RT0_ZT6","treatment",9919.06109177981,0.137615829565141,0.142094348172901
"335788",-21.3481716433785,21.3481716433785,5,"RT0_ZT6","treatment",6938.96828653582,0.220640482509001,0.142431223621989
"88697",-20.5730747480101,20.5730747480101,6,"RT0_ZT6","treatment",6015.7509782551,0.124282285278292,0.142603301176417
"378009",-19.6071106716233,19.6071106716233,7,"RT0_ZT6","treatment",4586.00014870127,0.0862126376144982,0.143006520635433
"8277",-19.4719644130075,19.4719644130075,8,"RT0_ZT6","treatment",7109.68277428051,0.481049376334612,0.142404300197821
"278624",-19.1926940013342,19.1926940013342,9,"RT0_ZT6","treatment",4463.87888579084,0.184082670141463,0.14305293472755
"412143",-19.1580093003782,19.1580093003782,10,"RT0_ZT6","treatment",4290.80068593015,0.266855041932781,0.143123241419748
"163095",-19.0085794347552,19.0085794347552,11,"RT0_ZT6","treatment",3606.01805403279,0.491595173862503,0.143467584641845
"299527",-18.8448741022904,18.8448741022904,12,"RT0_ZT6","treatment",3224.84494370846,0.0203724286405908,0.143722614225339
"91106",-18.7889278044249,18.7889278044249,13,"RT0_ZT6","treatment",3687.58037641616,0.0780552817428883,0.143419861917136
"66014",-18.7730127556781,18.7730127556781,14,"RT0_ZT6","treatment",3054.34626490337,0.110322653788142,0.143857292935937
"504994",-18.7615141459155,18.7615141459155,15,"RT0_ZT6","treatment",3652.04585866594,0.121058854637928,0.143440391387659
"206283",-18.7332672332217,18.7332672332217,16,"RT0_ZT6","treatment",2821.01345465138,0.374073444617476,0.14406798948567
"161605",-18.6675911528615,18.6675911528615,17,"RT0_ZT6","treatment",2934.61837482518,0.360221274672263,0.143961220432576
"308159",-18.6518143991113,18.6518143991113,18,"RT0_ZT6","treatment",3388.15960877829,0.108085349394558,0.143606320167071
