"comparison_name","dataset_name","display_class","n_features"
"RT8_ZT14","original","strong_and_hbfss",7
"RT8_ZT14","original","strong_deseq2_only",0
"RT8_ZT14","original","weak_deseq2_effect",11215
"RT8_ZT14","original","hbfss_only",3671
"RT8_ZT14","original","background",16687
