"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","gene_symbol"
"42635",0.00448813886401856,0.00473879156087576,18747,19196,89.8,52,2569.7,416.5,89.8,52,2479.9,364.5,27.6158129175947,7.00961538461539,"Kcnc1"
"42654",0.0156044813236838,0.00213888756382674,31606,9709,13.6,9.8,450.3,97.2,13.6,9.8,436.7,87.4,32.1102941176471,8.91836734693878,"Hps5"
"42670",0.00458860056837511,0.000404248260321042,19072,3050,40.8,34.2,353.2,242.2,40.8,34.2,312.4,208,7.65686274509804,6.08187134502924,"Gtf2h1"
"42676",0.00292673435606498,0.00199316685977803,12028,9207,424.6,350,15688.3,22510,424.6,350,15263.7,22160,35.948422044277,63.3142857142857,"Ldha"
"42690",0.00335713782294172,0.00362022317007846,13814,15766,49,27.6,226.5,182.3,49,27.6,177.5,154.7,3.62244897959184,5.60507246376812,"Tmem86a"
"42718",0.00747651607535994,0.000760664099151054,25934,5297,10.2,7,33.2,15.5,10.2,7,23,8.5,2.25490196078431,1.21428571428571,"Zdhhc13"
"42826",0.0053471900990641,0.00829153725876444,21311,27157,2.4,2.2,5.3,9.2,2.4,2.2,2.9,7,1.20833333333333,3.18181818181818,"Nav2"
"42942",0.00453999859401746,0.00328947277676905,18910,14375,11.2,7.8,28.7,76.2,11.2,7.8,17.5,68.4,1.5625,8.76923076923077,"Nav2"
"42947",0.00652654871889973,0.000966976481014858,24087,5955,31.6,25.4,396.3,72.3,31.6,25.4,364.7,46.9,11.5411392405063,1.84645669291339,"Htatip2"
"42965",0.00296350719232695,0.000618875763119643,12184,4577,27.8,27.4,95.7,150.3,27.8,27.4,67.9,122.9,2.44244604316547,4.48540145985401,"Prmt3"
"43171",0.0012160293201856,0.00376289084907118,4790,16248,78.6,82.6,425.3,2130.8,78.6,82.6,346.7,2048.2,4.41094147582697,24.7966101694915,"Nell1"
"43232",0.00159996859332241,0.00119494826724307,6336,6602,33,34.2,122.5,304.7,33,34.2,89.5,270.5,2.71212121212121,7.9093567251462,"Slc17a6"
"43242",0.00971774374592215,0.0102605469664798,29087,29598,7,4.4,42.5,40.8,7,4.4,35.5,36.4,5.07142857142857,8.27272727272727,"Gas2"
"43262",0.00945643494788285,0.00591699466113018,28744,21950,1.6,2.2,12.8,4.2,1.6,2.2,11.2,2,7,0.909090909090909,"Gas2"
"43301",0.00782352953048412,0.0059735901473893,26569,22089,1.6,2.2,5.3,12.2,1.6,2.2,3.7,10,2.3125,4.54545454545454,"-"
"43320",0.00226342949454917,0.00414788057301276,9130,17544,6.8,3.4,6.2,10.8,6.8,3.4,0,7.4,-0.088235294117647,2.17647058823529,"-"
"43329",0.000909719113567295,0.00318033189873126,3712,13985,14.8,9.4,30.7,19.3,14.8,9.4,15.9,9.9,1.07432432432432,1.0531914893617,"-"
"43333",0.0126248431590325,0.00327953847655567,30997,14343,3.8,3.2,28.7,6.2,3.8,3.2,24.9,3,6.55263157894737,0.9375,"-"
"43335",0.0100548240024788,0.00660671763224689,29391,23932,2.8,2.8,16.7,10.7,2.8,2.8,13.9,7.9,4.96428571428571,2.82142857142857,"-"
"43356",0.00541664217116607,0.00188123132887511,21487,8749,3.8,5.6,13.2,108.8,3.8,5.6,9.4,103.2,2.47368421052632,18.4285714285714,"-"
"43370",0.00507891247527667,0.000516056926113569,20644,3777,3.2,1,8.7,5,3.2,1,5.5,4,1.71875,4,"-"
"43373",0.00966897459891993,0.000632837711107413,29023,4622,4.6,1.6,13.3,12.8,4.6,1.6,8.7,11.2,1.89130434782609,7,"-"
"43565",0.00548082752139764,0.000710119052307951,21641,5043,37,38.6,310.5,94.8,37,38.6,273.5,56.2,7.39189189189189,1.4559585492228,"Luzp2"
"43567",0.00861249784324611,0.00632821158736157,27763,23162,83.4,65.8,5754.8,1886.2,83.4,65.8,5671.4,1820.4,68.0023980815348,27.6656534954407,"Luzp2"
"43570",0.00129602873801965,0.00273491805081169,5119,12061,31.8,30.2,253.7,146.2,31.8,30.2,221.9,116,6.97798742138365,3.84105960264901,"Luzp2"
"43600",0.00789283879223568,0.00651882025568925,26723,23741,29.8,37.6,358.7,622.3,29.8,37.6,328.9,584.7,11.0369127516779,15.5505319148936,"LOC100911716"
"43619",0.000112138970876576,0,1288,91,0.6,0,1.8,0,0.6,0,1.2,0,2,NA,"Tubgcp5"
"43620",0.00604015530107341,0.00656386785226581,23102,23841,2.8,6.6,10.7,24.3,2.8,6.6,7.9,17.7,2.82142857142857,2.68181818181818,"Tubgcp5"
"43621",0.00573238968235003,0.00735302262091374,22213,25572,5.6,5,23.3,29,5.6,5,17.7,24,3.16071428571429,4.8,"Tubgcp5"
"43622",0.00253342872644159,0.00817323292741302,10308,26995,6.6,4.2,18.8,6.7,6.6,4.2,12.2,2.5,1.84848484848485,0.595238095238095,"Tubgcp5"
"43652",0.0012767235090827,0.00307426657908911,5023,13556,29.6,32.6,60.8,299.3,29.6,32.6,31.2,266.7,1.05405405405405,8.18098159509202,"Cyfip1"
"43790",0.00365413560038919,0.00985728530498433,15348,29193,8.6,7,25.3,42.5,8.6,7,16.7,35.5,1.94186046511628,5.07142857142857,"Herc2"
"43792",0,0.0057992576111404,85,21700,0,2.4,0,5.3,0,2.4,0,2.9,NA,1.20833333333333,"Herc2"
"43794",0.00269464626760452,0.00109133749925589,11068,6314,66.6,46.6,316.3,257.8,66.6,46.6,249.7,211.2,3.74924924924925,4.53218884120172,"Herc2"
"43796",0.00552354346299612,0.00309405787705499,21747,13623,2.4,2.6,5.3,6.8,2.4,2.6,2.9,4.2,1.20833333333333,1.61538461538461,"Herc2"
"43832",0.00381441073861219,0.000890272324138395,16158,5727,2.2,4.2,9.2,88.2,2.2,4.2,7,84,3.18181818181818,20,"Gabrg3"
"43864",0.00370943977795782,0.00859250747653749,15724,27749,17,11.4,61,132.8,17,11.4,44,121.4,2.58823529411765,10.6491228070175,"Gabra5"
"43888",0.00198211798274443,0.0113870024756852,7893,30433,2,2.6,3.5,33.8,2,2.6,1.5,31.2,0.75,12,"Gabrb3"
"44030",0.00173297299512812,0.00993519233559871,6905,29289,1.8,1.8,7.2,16.2,1.8,1.8,5.4,14.4,3,8,"Gabrb3"
"44032",0.00100741207144756,0.00124891575880579,3959,6764,11.8,10.6,17.7,62.8,11.8,10.6,5.9,52.2,0.5,4.92452830188679,"Gabrb3"
"44033",0.00322194141790196,0,13264,92,1.4,0,3.8,0,1.4,0,2.4,0,1.71428571428571,NA,"Gabrb3"
"44036",0.000598953716303555,0.00336945787501961,2835,14642,296.6,295.2,3641.8,22578.7,296.6,295.2,3345.2,22283.5,11.2784895482131,75.4861111111111,"Gabrb3"
"44053",0,0,86,93,0,0,0,0,0,0,0,0,NA,NA,"-"
"44086",0.00162083402425154,0.00444597177178873,6399,18407,1.2,2.8,7.2,8.7,1.2,2.8,6,5.9,5,2.10714285714286,"Atp10a"
"44088",0.00638094709954907,0.00934723164903921,23856,28617,4.6,2.8,13.8,16.7,4.6,2.8,9.2,13.9,2,4.96428571428571,"Atp10a"
"44097",0.00481694547938458,2.41001711927569e-05,19866,1341,17.8,13.4,111.7,31.3,17.8,13.4,93.9,17.9,5.2752808988764,1.33582089552239,"-"
"44116",0.000144937517292706,0.00943591796196034,1611,28750,1,2.2,5,10.2,1,2.2,4,8,4,3.63636363636364,"Ube3a"
"44121",0.00509327947257578,0.00688876908673415,20687,24486,4.2,2,8.7,3.5,4.2,2,4.5,1.5,1.07142857142857,0.75,"Ube3a"
"44149",0.00149591781444229,0.00380970411052272,5965,16400,31.8,21.6,442.7,151.8,31.8,21.6,410.9,130.2,12.9213836477987,6.02777777777778,"Ube3a"
"44155",0.00497955721012831,0.00248360529290706,20361,11165,6.8,12.8,11.2,15.2,6.8,12.8,4.4,2.4,0.647058823529412,0.1875,"Ube3a"
"44156",0,0.000454908484278181,87,3218,0,0.6,0,1.8,0,0.6,0,1.2,NA,2,"Ube3a"
"44162",0.00228637784649582,0.00299370528029455,9221,13218,33.2,26.6,66.7,89.8,33.2,26.6,33.5,63.2,1.00903614457831,2.37593984962406,"Ube3a"
"44163",0.00181214438104513,0.00323440843468838,7190,14189,3.8,3,1.7,3.5,3.8,3,0,0.5,-0.552631578947368,0.166666666666667,"Ube3a"
"44164",0.003438282903121,0.00167316517037407,14282,8063,13,8.2,21,3.7,13,8.2,8,0,0.615384615384615,-0.548780487804878,"Ube3a"
"44165",0,0.000399276141119725,88,2799,0,0.6,0,1.8,0,0.6,0,1.2,NA,2,"LOC102548730"
"44193",0.0106792633199158,0.00375018766340258,29896,16207,5.6,4.2,37.3,16.7,5.6,4.2,31.7,12.5,5.66071428571429,2.97619047619048,"-"
"44203",0.00292304223650503,0.00375900660651661,12009,16236,2,5.2,7.5,30.7,2,5.2,5.5,25.5,2.75,4.90384615384615,"LOC103690242"
"44219",0.000130189313505039,0.0107457127650523,1496,30020,0.8,2.6,3.2,18.8,0.8,2.6,2.4,16.2,3,6.23076923076923,"-"
"44253",0.010290090778073,0.00716717255226321,29591,25201,2.2,4,10.2,9.5,2.2,4,8,5.5,3.63636363636364,1.375,"-"
"44283",0.00550174245497044,0.00106127322141873,21688,6227,3.2,4.2,9.7,13.7,3.2,4.2,6.5,9.5,2.03125,2.26190476190476,"-"
"44314",0.000107971711529295,0.00730069963320182,1259,25427,39.2,34.2,1176.2,4348.7,39.2,34.2,1137,4314.5,29.0051020408163,126.154970760234,"LOC103691146"
"44385",0.00359924000073819,0.0021629016193862,15116,9785,329.4,262.4,12965.8,12185.3,329.4,262.4,12636.4,11922.9,38.3618700667881,45.437881097561,"Ndn"
"44395",0,0.00396190120297294,89,16840,0,1.8,0,2.7,0,1.8,0,0.9,NA,0.5,"Magel2"
"44603",0.00462199980923013,0.00266025225418824,19165,11780,23.6,20,160.3,37.5,23.6,20,136.7,17.5,5.79237288135593,0.875,"Otud7a"
"44605",0.0116207988187057,0.0029308096786577,30543,12966,6.2,3,76.7,8,6.2,3,70.5,5,11.3709677419355,1.66666666666667,"Otud7a"
"44606",0.00524621870919988,0.00142776118497334,21062,7302,8.4,11,19.3,38,8.4,11,10.9,27,1.29761904761905,2.45454545454545,"Otud7a"
"44610",0.012439608033549,0.0097601927942287,30922,29123,3.4,3.8,57.8,15.2,3.4,3.8,54.4,11.4,16,3,"-"
"44628",0.00894951925699837,0.00839621156997913,28114,27357,1.4,1.2,9.8,7.2,1.4,1.2,8.4,6,6,5,"Trpm1"
"44662",0.0103200832964212,0.000528132395124067,29631,3945,2,0.8,20,3.2,2,0.8,18,2.4,9,3,"Mtmr10"
"44671",0.00340619265511506,0.00440204933824778,14096,18315,38.2,49.6,213.7,574.3,38.2,49.6,175.5,524.7,4.59424083769633,10.5786290322581,"Mcee"
"44722",0.00692671339952,0,24721,94,0.8,0,3.2,0,0.8,0,2.4,0,3,NA,"Apba2"
"44742",0.0081720794212217,0.000887635406370094,27076,5711,6.6,3.2,24.3,3.7,6.6,3.2,17.7,0.5,2.68181818181818,0.15625,"Apba2"
"44746",0.00281639906858204,0.00422867680966413,11608,17808,38.2,29.8,130.7,219.7,38.2,29.8,92.5,189.9,2.42146596858639,6.37248322147651,"Apba2"
"44748",0.00280497151379327,0.00303170189516154,11547,13372,185.6,177.4,2729.3,3448.3,185.6,177.4,2543.7,3270.9,13.7052801724138,18.4379932356257,"Apba2"
"44765",0.00156136723153869,0.00469464855920686,6198,19075,4,5.6,7.5,44.3,4,5.6,3.5,38.7,0.875,6.91071428571429,"Matr3-ps1"
"44774",0.00121138196962095,0.00417697830138519,4777,17631,4.8,6.2,0.7,14.7,4.8,6.2,0,8.5,-0.854166666666667,1.37096774193548,"-"
"44776",0.00597297215140072,0.0117304247715319,22965,30651,2.8,4.2,19.2,34.2,2.8,4.2,16.4,30,5.85714285714286,7.14285714285714,"-"
"44798",0,0.00948058286608405,90,28812,0,1.6,0,12.8,0,1.6,0,11.2,NA,7,"Tjp1"
"44832",0.0108364157221704,0.00440280402586756,30057,18318,11.8,10.4,103.2,32.3,11.8,10.4,91.4,21.9,7.74576271186441,2.10576923076923,"Tars3"
"44833",0.00127118868546404,1.18729704219565e-05,5001,1299,12.6,11.2,27.3,17.2,12.6,11.2,14.7,6,1.16666666666667,0.535714285714286,"Tars3"
"44835",0.00474487343001455,0.00213809967627857,19565,9706,246.8,165.8,14126.2,3404.7,246.8,165.8,13879.4,3238.9,56.2374392220421,19.5349819059107,"Tm2d3"
"44863",0.000686083674492072,0.00551502744379591,3051,21054,2.6,4.4,5.8,17.3,2.6,4.4,3.2,12.9,1.23076923076923,2.93181818181818,"Pcsk6"
"44874",0.00121989579866422,0.0125927954234893,4805,31008,7.8,11,25.2,286.5,7.8,11,17.4,275.5,2.23076923076923,25.0454545454545,"Snrpa1"
"44879",0.00218957515457597,0.00997748287218737,8727,29390,5.4,5.2,17.3,55.7,5.4,5.2,11.9,50.5,2.2037037037037,9.71153846153846,"Selenos"
"44880",0.00540185845723908,0.00189425732426612,21449,8803,21.4,25.4,191.3,60.8,21.4,25.4,169.9,35.4,7.9392523364486,1.39370078740157,"Selenos"
"44881",0.00128896138900034,0.00386688465028189,5089,16595,212.2,221.2,1254.2,7913.7,212.2,221.2,1042,7692.5,4.91046182846371,34.7762206148282,"Selenos"
"44904",0.00217437845017691,0.00777978578150841,8667,26413,10.2,9.4,9.7,51.8,10.2,9.4,0,42.4,-0.0490196078431373,4.51063829787234,"Chsy1"
"44905",0.00262322460163588,0.00320581914660814,10725,14081,2.8,2.6,7.7,18.8,2.8,2.6,4.9,16.2,1.75,6.23076923076923,"Chsy1"
"44926",0.00332268950381901,0.00935088145918596,13662,28624,2.8,4.4,2.7,44.3,2.8,4.4,0,39.9,-0.0357142857142856,9.06818181818182,"Lins1"
"44928",0,0.00583021024575729,91,21766,0,3.4,0,9.8,0,3.4,0,6.4,NA,1.88235294117647,"Adamts17"
"44954",0.000999197742680219,0.00304344747385271,3942,13407,3.8,1.4,1.2,3.8,3.8,1.4,0,2.4,-0.684210526315789,1.71428571428571,"Adamts17"
"44959",0.00466332166847131,0.00245275300411712,19298,11018,43,42,530,274.5,43,42,487,232.5,11.3255813953488,5.53571428571429,"Lysmd4"
"44964",0.00218772869388037,0.00777177889988047,8710,26399,11,15.6,9.5,144.3,11,15.6,0,128.7,-0.136363636363636,8.25,"Lysmd4"
"45075",0.00324958202037577,0.00638085795253192,13394,23277,4.4,1.2,26.3,2.7,4.4,1.2,21.9,1.5,4.97727272727273,1.25,"Igf1r"
"45091",0.00197120439624076,0.00308968526553537,7856,13605,6.6,7.6,30.8,38.3,6.6,7.6,24.2,30.7,3.66666666666667,4.03947368421053,"Igf1r"
"45109",0.00413706941762689,0.00651640530782775,17437,23738,5.2,7,22.7,24,5.2,7,17.5,17,3.36538461538462,2.42857142857143,"Igf1r"
"45112",0.0029037973862954,0.0044919445447598,11952,18540,30.8,29,195.2,278.5,30.8,29,164.4,249.5,5.33766233766234,8.60344827586207,"Pgpep1l"
"45121",0.00223680207706362,0.00386953901866213,8941,16604,3.4,2.8,4.8,16.7,3.4,2.8,1.4,13.9,0.411764705882353,4.96428571428571,"-"
"45174",0.00115470545709523,0.00280832181855921,4398,12335,0.6,0.8,1.8,3.2,0.6,0.8,1.2,2.4,2,3,"-"
"45293",0.00509930550921247,0.00525257725854848,20704,20382,3.6,3.8,5.3,16.2,3.6,3.8,1.7,12.4,0.472222222222222,3.26315789473684,"-"
"45298",0.00712105162842748,0.00273754000200369,25286,12070,1.2,3,2.7,9,1.2,3,1.5,6,1.25,2,"-"
"45310",0.00612375311725466,0.0110188154380405,23363,30178,1.8,6.8,7.2,71.2,1.8,6.8,5.4,64.4,3,9.47058823529412,"-"
"45323",0.00596634617133225,0.00240904567743948,22703,10635,0.6,1.4,1.8,3.8,0.6,1.4,1.2,2.4,2,1.71428571428571,"Mctp2"
"45376",0.00584308513477033,0.00100146806734707,22422,6036,9,9.4,36,21.3,9,9.4,27,11.9,3,1.26595744680851,"Rgma"
"45399",0.00248585213146736,0.00989634115674659,10138,29256,4.2,4.4,38.7,60.8,4.2,4.4,34.5,56.4,8.21428571428571,12.8181818181818,"LOC499179"
"45402",0.00703885237039657,0.00721488052575947,25046,25277,1.4,2.8,3.8,22.7,1.4,2.8,2.4,19.9,1.71428571428571,7.10714285714286,"LOC499179"
"45425",0.00425645996741158,0.00360314044005385,17907,15694,43.6,61.8,1698.8,8188.7,43.6,61.8,1655.2,8126.9,37.9633027522936,131.503236245955,"Fam174b"
"45427",0.00604487063277789,0.00584073374635198,23117,21778,8,5,73,14,8,5,65,9,8.125,1.8,"Fam174b"
"45436",0.00132717571190308,0.00234288969603578,5248,10373,12.8,13.4,15.7,80.8,12.8,13.4,2.9,67.4,0.2265625,5.02985074626866,"Fam174b"
"45437",0.00805941701117974,0.000901954009724347,26896,5766,6.6,8.6,26.3,15.3,6.6,8.6,19.7,6.7,2.98484848484849,0.779069767441861,"Fam174b"
"45451",0.00220530303919219,0.00405886601881647,8792,17184,8,2.4,11.5,5.3,8,2.4,3.5,2.9,0.4375,1.20833333333333,"Fam174b"
"45511",0.00651165718100514,0.00726378166823387,24061,25349,3.2,4.8,13.7,49.7,3.2,4.8,10.5,44.9,3.28125,9.35416666666667,"-"
"45545",0.00353250216158037,0.00643888254241214,14775,23484,4.4,2.6,16.8,6.8,4.4,2.6,12.4,4.2,2.81818181818182,1.61538461538461,"Sv2b"
"45591",0.005871924664587,0.0110096199393345,22472,30170,1.6,3.8,12.8,27.2,1.6,3.8,11.2,23.4,7,6.15789473684211,"Akap13"
"45611",0.00172340217407379,0.00132473083539417,6838,6992,21.2,20.6,52.7,50.3,21.2,20.6,31.5,29.7,1.48584905660377,1.44174757281553,"Akap13"
"45619",0.00169657582717754,8.09687974038407e-05,6750,1645,8.4,6,5.3,37.5,8.4,6,0,31.5,-0.369047619047619,5.25,"Klhl25"
"45633",0.000934071346484559,0.00427091010555946,3773,17941,28.6,36.4,88.3,731.8,28.6,36.4,59.7,695.4,2.08741258741259,19.1043956043956,"Agbl1"
"45685",0.00886609601670278,0.000560454920016314,28008,4146,1.6,1.2,5.3,7.2,1.6,1.2,3.7,6,2.3125,5,"-"
"45695",0.0041237350050591,0.000516056926113569,17388,3778,4,1,14,5,4,1,10,4,2.5,4,"Ntrk3"
"45721",0.00370717782916391,0.00321469875479796,15712,14120,49.6,44.8,369.8,317.2,49.6,44.8,320.2,272.4,6.45564516129032,6.08035714285714,"Mrps11"
"45736",0.00482039345521488,0.00815129863586845,19876,26970,27,29.8,134.5,755.7,27,29.8,107.5,725.9,3.98148148148148,24.3590604026846,"Aen"
"45754",0.00170235448662116,0.0069913096581555,6772,24884,8.2,4.2,8.7,7.7,8.2,4.2,0.5,3.5,0.0609756097560976,0.833333333333333,"Acan"
"45756",0.0088446376491422,0.00339628250511871,27993,14758,2.6,1.8,15.8,6.2,2.6,1.8,13.2,4.4,5.07692307692308,2.44444444444444,"-"
"45789",0.00974913672226507,0.00467382509903926,29115,19027,5.2,6.4,27.7,11.8,5.2,6.4,22.5,5.4,4.32692307692308,0.84375,"Abhd2"
"45798",0.000112347476780439,0.00169326934213875,1445,8125,145.8,128.4,145.2,1469.3,145.8,128.4,0,1340.9,-0.00411522633744872,10.4431464174455,"-"
"45804",0.0035039738146375,0.00982619103339197,14566,29171,6.6,4.6,15.3,33.8,6.6,4.6,8.7,29.2,1.31818181818182,6.34782608695652,"-"
"45806",0.00358647732229204,0.00433953694105979,15020,18156,2.2,4,9.2,18.5,2.2,4,7,14.5,3.18181818181818,3.625,"-"
"45809",0.00377331324622295,0.00519220665096897,15967,20264,296.6,312.4,14190.3,23554.3,296.6,312.4,13893.7,23241.9,46.8432231962239,74.3978873239437,"LOC120099865"
"45810",0.00121064525297188,0.00269412109860522,4773,11888,11,14.8,51.5,14.2,11,14.8,40.5,0,3.68181818181818,-0.0405405405405406,"LOC120099865"
"45835",0.00344647556835581,0.00731941479738789,14319,25466,27.2,28.2,115.2,576.2,27.2,28.2,88,548,3.23529411764706,19.4326241134752,"LOC102555346"
"45836",0.0105634828191611,0.0106224632141102,29827,29908,15.4,13.4,114.8,199.3,15.4,13.4,99.4,185.9,6.45454545454545,13.8731343283582,"LOC102555346"
"45843",0.00712105162842748,0.000310952466959696,25287,2498,1.2,2.4,2.7,5.3,1.2,2.4,1.5,2.9,1.25,1.20833333333333,"LOC120099866"
"45848",0.0110390521722884,0.00916646395967203,30175,28477,2.4,5.4,28.8,16.8,2.4,5.4,26.4,11.4,11,2.11111111111111,"-"
"45864",0.00596634617133225,0,22704,95,0.6,0,1.8,0,0.6,0,1.2,0,2,NA,"-"
"45865",0.00544501900155048,0.000816013195112352,21567,5474,2,3.2,9.5,51.2,2,3.2,7.5,48,3.75,15,"-"
"45919",0.00378141791120632,0.00873813624338734,16013,27872,7.6,6.2,19.3,18.7,7.6,6.2,11.7,12.5,1.53947368421053,2.01612903225806,"Zfp710"
"45923",0.000635210304813999,0.00490710085069333,2933,19635,23,20.2,20,147.2,23,20.2,0,127,-0.130434782608696,6.28712871287129,"Zfp710"
"45929",0.00337441596667929,0.00154490531797262,13892,7689,339.2,284.2,21553.2,4128.2,339.2,284.2,21214,3844,62.5412735849057,13.5256861365236,"LOC685876"
"45932",0.0006231374775962,0.0059815818114122,2910,22155,3.2,0.6,4.2,1.8,3.2,0.6,1,1.2,0.3125,2,"-"
"45941",0.000112138970876576,0.000715694996673431,1289,5054,0.6,2.2,1.8,24.2,0.6,2.2,1.2,22,2,10,"Sema4b"
"45945",0.0148351397997271,0,31528,96,5.2,0,91.2,0,5.2,0,86,0,16.5384615384615,NA,"Sema4b"
"45956",0.00628833218727038,0.000725409284860555,23682,5143,7.4,5.6,45.8,8.3,7.4,5.6,38.4,2.7,5.18918918918919,0.482142857142857,"Gdpgp1"
"45958",0.000130189313505039,0.000582912443053602,1497,4319,0.8,3,3.2,4.5,0.8,3,2.4,1.5,3,0.5,"Gdpgp1"
"45966",0.00283287091106443,0.000590907046367982,11691,4403,34.4,25.6,226.8,509.3,34.4,25.6,192.4,483.7,5.59302325581395,18.89453125,"Ngrn"
"45979",0.00115470545709523,0,4399,97,0.6,0,1.8,0,0.6,0,1.2,0,2,NA,"Vps33b"
"45981",0.000275956824267212,0.0108297614661326,2019,30074,9.4,15.4,31.8,137.3,9.4,15.4,22.4,121.9,2.38297872340426,7.91558441558442,"Vps33b"
"45995",0.00354047279847736,0,14804,98,2.6,0,5.8,0,2.6,0,3.2,0,1.23076923076923,NA,"Unc45a"
"45997",0.00335610777232883,0.00694440142989261,13810,24617,3.2,0.8,10.7,3.2,3.2,0.8,7.5,2.4,2.34375,3,"Hddc3"
"46012",7.24566614546283e-05,0.0183384977863604,1165,31718,36,31.8,273.5,2043.2,36,31.8,237.5,2011.4,6.59722222222222,63.251572327044,"Crtc3"
"46021",4.93899408453313e-05,0.00187275404074957,1103,8727,22,16,281,32,22,16,259,16,11.7727272727273,1,"Iqgap1"
"46025",0.0153964390358086,0.00874910046755092,31587,27877,8.8,7.8,74.7,106.7,8.8,7.8,65.9,98.9,7.48863636363636,12.6794871794872,"-"
"46060",0.00193684181479284,0.00204677430553508,7744,9418,38.8,38.6,102.7,190.3,38.8,38.6,63.9,151.7,1.64690721649485,3.9300518134715,"Zfp592"
"46066",0.000120594326383009,0.000382175542084827,1471,2715,6.8,3.2,10.7,3.7,6.8,3.2,3.9,0.5,0.573529411764706,0.15625,"Zfp592"
"46119",0.00685094321840749,0.00360405169496339,24611,15695,22.2,28,210.2,144,22.2,28,188,116,8.46846846846847,4.14285714285714,"Pde8a"
"46123",0.0037494889325629,0.00251016979054858,15883,11253,10.2,7.8,25.7,28.7,10.2,7.8,15.5,20.9,1.51960784313726,2.67948717948718,"-"
"46126",0.00241898113563663,0,9820,99,2.4,0,6.3,0,2.4,0,3.9,0,1.625,NA,"-"
"46141",0.00364207830716755,0.0034625376677894,15310,15012,40,40,535.5,225.5,40,40,495.5,185.5,12.3875,4.6375,"Fsd2"
"46161",0.00827101359574184,0.00990645831575564,27225,29261,4.4,4.4,26.3,36.3,4.4,4.4,21.9,31.9,4.97727272727273,7.25,"Whamm"
"46179",0.00518908440715706,0.00423779826135509,20894,17837,4.8,3.2,11.7,9.7,4.8,3.2,6.9,6.5,1.4375,2.03125,"Ramac"
"46201",0.00146318331932663,0.00415569248663841,5796,17572,6.8,3.8,2.7,16.2,6.8,3.8,0,12.4,-0.602941176470588,3.26315789473684,"Tm6sf1"
"46272",0.00207494522961468,0.000772970311277149,8267,5327,60.4,48.2,320.8,527.2,60.4,48.2,260.4,479,4.3112582781457,9.93775933609959,"Sh3gl3"
"46337",0.00850671654866224,0.00275276336036572,27615,12124,3.6,3.4,20.3,5.3,3.6,3.4,16.7,1.9,4.63888888888889,0.558823529411765,"-"
"46341",0.0076993363788162,0.000124415441717447,26263,1799,2.2,1.8,4.2,6.2,2.2,1.8,2,4.4,0.909090909090909,2.44444444444444,"Mex3b"
"46342",0.00407300678144938,0.00139358957265893,17167,7198,12.4,16.2,42.3,103.2,12.4,16.2,29.9,87,2.41129032258065,5.37037037037037,"Mex3b"
"46365",0.00354336686006298,0.00328506451368062,14821,14362,4.8,4.4,19.7,10.3,4.8,4.4,14.9,5.9,3.10416666666667,1.34090909090909,"-"
"46392",0.00337260327154326,0.00441428078247441,13883,18342,16,20,48.5,106,16,20,32.5,86,2.03125,4.3,"Mesd"
"46446",0.00312496554076094,0.0035463636300143,12843,15417,40,34,336.5,252,40,34,296.5,218,7.4125,6.41176470588235,"LOC102553298"
"46451",0.00719686935762822,0.00282039728756971,25452,12467,5.8,2.6,13.7,5.8,5.8,2.6,7.9,3.2,1.36206896551724,1.23076923076923,"Fah"
"46459",0.00107082680358882,0.00473813587974031,4143,19194,4.6,8.2,4.3,36.7,4.6,8.2,0,28.5,-0.0652173913043478,3.47560975609756,"Fah"
"46486",0.00795976942687971,0,26792,100,4,0,28.5,0,4,0,24.5,0,6.125,NA,"-"
"46507",0.00826242551331479,0.00112210090640233,27178,6406,4.2,4.8,13.2,29.7,4.2,4.8,9,24.9,2.14285714285714,5.1875,"-"
"46520",0.00747770900352967,0.00224183468156034,25935,10034,25.8,21.6,706.7,181.8,25.8,21.6,680.9,160.2,26.3914728682171,7.41666666666667,"LOC103691193"
"46522",0.00854303410170943,0.00828762837817656,27673,27147,2.6,4.4,12.8,8.3,2.6,4.4,10.2,3.9,3.92307692307692,0.886363636363636,"-"
"46602",0.00509453522582341,0.00257327266576272,20690,11461,3.6,3.2,15.3,13.7,3.6,3.2,11.7,10.5,3.25,3.28125,"Grm5"
"46842",0.00150374212902216,0.000982425815715594,5990,5996,12.2,19.6,88.7,64.3,12.2,19.6,76.5,44.7,6.27049180327869,2.28061224489796,"Grm5"
"46858",0.00119361874957745,0.00309175347536379,4724,13614,24,19.8,38,202.7,24,19.8,14,182.9,0.583333333333333,9.23737373737374,"Grm5"
"46860",0.00608542327611925,0.0081426625392889,23240,26961,3.4,10.2,12.8,122.7,3.4,10.2,9.4,112.5,2.76470588235294,11.0294117647059,"Grm5"
"46861",0.00170639867642915,0.00840484833054301,6788,27486,3.6,2.6,14.3,6.8,3.6,2.6,10.7,4.2,2.97222222222222,1.61538461538461,"Grm5"
"46862",0.0022829158305012,0.00138790470176531,9209,7179,9.4,15.6,7.3,38.3,9.4,15.6,0,22.7,-0.223404255319149,1.4551282051282,"Grm5"
"46863",0.00136388279872478,0.00411844073399073,5452,17430,37.6,33.6,108.3,191.3,37.6,33.6,70.7,157.7,1.88031914893617,4.69345238095238,"Grm5"
