"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",26591,26591,0.000156047879875635,-4.60254616411976e-09,3.36541961562641
"leading_edge_5000_reference",26758,26758,7.82353001760173e-05,-9.32675298409319e-07,3.38714000479693
"terminal_start",27009,27009,-0.000105705235510929,1.41525216991281e-09,3.37670366202325
