"percentile","rank_index","lo_rank","hi_rank","n_bin","iod_emp","cv2_emp","iod_nb","cv2_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,318,1,318,318,37.8743233880287,2.3591690752643,56.5305107962315,3.49791970754241,0.714982263667413,0.429811159208798,1,0.320219639511767
0.02,635,319,635,317,19.4837022141326,2.12801968821686,25.4369756518912,3.33265607480616,0.345820334400828,0.37990307921183,0.406453780632148,0.300468605549004
0.03,953,636,953,318,14.9356818481965,1.8187336227496,20.2859158461486,3.28587519197529,0.25452619285134,0.31312430080166,0.308124913900096,0.294877715464463
0.04,1270,954,1270,317,10.8601071462734,1.85618902522602,15.9994976033013,3.39883942187976,0.172715632696495,0.321211396540869,0.226301237986084,0.308378328421345
0.05,1588,1271,1588,318,16.8854211249004,1.74985372808266,18.6047143577487,3.12318362894334,0.293664050466312,0.298252259230922,0.276032365310714,0.275434075422814
0.06,1905,1589,1905,317,14.6815683246229,2.09092920657443,17.4816245278383,3.82621576221165,0.249425275501777,0.371894774502128,0.254593641168885,0.359455050341454
0.07,2223,1906,2223,318,22.7520070879755,1.96493596876233,19.9290349308981,3.4166238900432,0.411426260445991,0.344691238848744,0.301312394286994,0.310503790804629
0.08,2541,2224,2541,318,19.2182166554969,1.84328813919164,19.5783404748448,3.52015204742504,0.340491141868851,0.31842593186601,0.294617968337117,0.322876677196485
0.09,2858,2542,2858,317,8.44154031617552,1.91627469044763,13.0651345646992,3.72423523268866,0.124166821396611,0.334184652602047,0.170287018961779,0.347267124487472
0.1,3176,2859,3176,318,11.3362556449839,1.32566716619569,13.4653870934612,2.52672670083334,0.1822735424995,0.206665008515223,0.177927461714149,0.204150146530684
0.11,3493,3177,3493,317,11.2880126542095,2.15991114014981,12.8760862614972,4.04350127663122,0.181305142608083,0.386788847565446,0.166678265401832,0.385423338124202
0.12,3811,3494,3811,318,12.5391725198705,2.04047530736001,13.2487201473924,3.65976655152024,0.206420150168783,0.361001138700986,0.173791494346522,0.339562325251187
0.13,4128,3812,4128,317,11.3941120935354,1.41230198810197,14.5762564286138,2.89967897005122,0.183434916983038,0.225370563729759,0.199132908152794,0.248722523488945
0.14,4446,4129,4446,318,11.2497820095227,1.7041427760185,13.2987891703646,3.70878864448698,0.180537724345469,0.288382685785384,0.174747264706974,0.345421067474632
0.15,4764,4447,4764,318,11.924784671864,1.99831501341988,14.0033270248991,3.71385032543109,0.19408730936132,0.351898197310846,0.188196226943633,0.346026000517556
0.16,5081,4765,5081,317,14.1176425458293,1.3254180544394,13.7291133653073,2.60876209385582,0.238105378990717,0.206611222132227,0.182961747165307,0.21395438359669
0.17,5399,5082,5399,318,9.47713833074403,2.94450429748257,12.2341594453148,5.39747055853149,0.144954773983303,0.556192446516807,0.154424488753818,0.547239297440724
0.18,5716,5400,5716,317,12.250845542974,1.06416518760178,13.0574840602004,2.26114992731375,0.200632453165824,0.150203419610591,0.170140978056477,0.172410460148032
0.19,6034,5717,6034,318,12.0981969904056,1.23479194742963,13.6609956680105,2.53730509450931,0.197568280747009,0.18704389791722,0.181661444658214,0.205414394504096
0.2,6351,6035,6351,317,13.8975339414696,1.36583148013269,13.707805327846,2.83275121818361,0.233687055310117,0.2153369925451,0.182554996854715,0.240723835100567
0.21,6669,6352,6669,318,8.83335479397266,2.91933477781519,10.3816953440123,5.42220348054286,0.132031862341693,0.550758028467552,0.119062698634471,0.550195185403229
0.22,6987,6670,6987,318,18.8005060062511,1.02197507968328,16.9845374133563,2.05676156387697,0.332106277230908,0.141094041004948,0.245104717631319,0.147983540317
0.23,7304,6988,7304,317,23.4971400878266,1.44353744422283,17.4443024456007,3.22981229125274,0.426383598383856,0.232114694279849,0.253881197868107,0.288177510235468
0.24,7622,7305,7622,318,41.8317758035893,0.922913690988954,46.4576174415119,1.83830826611048,0.794421710268746,0.119705432647738,0.807717979282982,0.121875688080995
0.25,7939,7623,7939,317,6.25719616619691,2.75208866222234,8.21061680966305,5.17735523387793,0.0803196509849419,0.514647474064579,0.0776188599062044,0.520932812577866
0.26,8257,7940,8257,318,52.0731147616344,1.8021901096672,26.6075892960275,3.24778410233639,1,0.309552346815999,0.428799689503304,0.290325362398757
0.27,8574,8258,8574,317,15.6217247828719,0.940376565285312,14.6235199822147,1.91330942434706,0.26829739345026,0.123475888362512,0.200035124752595,0.130839247692089
0.28,8892,8575,8892,318,15.6723525216569,0.80047956282557,13.8138055821778,1.56564934443181,0.269313663294957,0.0932703538409608,0.184578441597123,0.08928959800684
0.29,9210,8893,9210,318,16.9597047533624,0.820063052778331,13.6139671856661,1.49480674568254,0.295155173976315,0.0974986773319577,0.180763715346685,0.0808230373319919
0.3,9527,9211,9527,317,14.6549358883745,0.733905770065131,12.9772390375667,1.34935848965319,0.248890672485732,0.0788962288768843,0.168609176362452,0.0634401842680934
0.31,9845,9528,9845,318,10.0837375060333,2.37061931567554,11.8395565697912,4.21446608977463,0.157131269802768,0.432283411122282,0.146891892545911,0.405855733170376
0.32,10162,9846,10162,317,2.2558944149079,5,4.14447222040495,9.18587366726151,0,1,0,1
0.33,10480,10163,10480,318,14.2363458072995,1.38724282381276,12.9236958157774,2.8771277345849,0.240488154678402,0.219959972804217,0.167587086827817,0.246027373865142
0.34,10797,10481,10797,317,11.9908026519929,0.798772154954933,12.2196973224466,1.65507528383162,0.195412513370483,0.0929017028586516,0.154148420487133,0.0999770961393321
0.35,11115,10798,11115,318,15.4617461838807,0.806654607890813,14.7970416442326,1.63099500677617,0.265086082223385,0.094603624272856,0.203347489396597,0.0970992072651714
0.36,11433,11116,11433,318,13.3692171895648,0.721246961157722,12.6516914861002,1.3829241231859,0.223081952331111,0.0761630317194651,0.162394781070942,0.0674516897451888
0.37,11750,11434,11750,317,13.0012010610304,0.818940808265103,14.5831778637583,1.72132830176982,0.21569462469675,0.0972563705291678,0.199265031812698,0.107895145535725
0.38,12068,11751,12068,318,18.7646055264524,0.779133903304359,16.1916178399233,1.47497729996019,0.331385633253809,0.0886615556235812,0.229968631853707,0.0784531750129789
0.39,12385,12069,12385,317,12.3897926011648,0.819668748708167,12.7415620635005,1.71395801567398,0.203421590279933,0.0974135420896443,0.164110325514529,0.107014305821723
0.4,12703,12386,12703,318,10.5045122316005,1.16544050862819,10.7349798967551,2.60952197747867,0.165577640809392,0.172070043996089,0.125806567083912,0.214045199022893
0.41,13020,12704,13020,317,10.005968560439,0.835302893409963,10.2220120998836,1.56840173392381,0.155570184197166,0.100789151925466,0.116014496318168,0.0896185423573604
0.42,13338,13021,13338,318,10.3774334680427,1.00897993588874,11.9443902845135,2.23674865874983,0.163026740484698,0.138288224885969,0.14889306914892,0.169494208846031
0.43,13656,13339,13656,318,19.122440014826,0.952733414131848,20.2631210309538,2.0714419527724,0.338568580955088,0.126143888518691,0.307689782406772,0.1497380271019
0.44,13973,13657,13973,317,10.8579560022042,1.13372441980617,11.7259104457186,2.16013298292979,0.172672451963923,0.165222138758966,0.144722495371355,0.1603376945534
0.45,14291,13974,14291,318,9.309339410053,0.596763776171323,9.8739162663797,1.13700887708352,0.141586482466371,0.0492855355948333,0.109369675618469,0.0380617973816293
0.46,14608,14292,14608,317,11.7082690529703,1.09674023122857,11.4433396674229,1.97544782165756,0.189741109043703,0.157236784068083,0.139328486089918,0.138265549385638
0.47,14926,14609,14926,318,10.5239244616288,0.96333739843978,10.5590929945341,2.06826478508615,0.165967309881516,0.128433423022273,0.122449052238304,0.149358316539827
0.48,15243,14927,15243,317,13.5393627410198,0.558435385543288,12.9363734132345,1.0581715017724,0.226497348659345,0.0410099506579525,0.167829090189816,0.028639762711787
0.49,15561,15244,15561,318,9.04471790124906,1.01102464042146,10.7270000571242,1.87768126644499,0.136274634335098,0.138729702489232,0.125654239481981,0.126581245219897
0.5,15878,15562,15878,317,9.65430554450264,0.617040059421316,10.4161553242014,1.259874237707,0.148511118807955,0.0536634419324095,0.119720507110276,0.052745717070084
0.51,16196,15879,16196,318,11.1012505290258,0.507181916213995,10.5603174170416,0.893820498697158,0.177556195479284,0.0299436775430534,0.122472425307555,0.0089977992028897
