"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.26,8166,6910,9422,0.0216945384525319,0.0183060818034866,8107.5,8166,0.356202745610715,0.61767820198492,0.0412133343564687,0.125623361862353,58.5,0.0168067226890756,0.183643418907897
0.27,8480,7224,9736,0.0292618110133904,0.0168103237443549,8480,8480,0.360618514768251,0.631121362750912,0.0649640357591186,0.111543784768571,0,1,1.17650782052769
0.28,8794,7538,10050,0.0396399317224323,0.0444486100092436,8794,8625.5,0.364450142927892,0.637826449431973,0.0975368873511253,0.37170309317464,168.5,0.00589970501474926,0.475139685540514
0.29,9108,7852,10364,0.0152405166920345,0.047760610179172,9277,9108,0.371023985168685,0.648212371791095,0.0209566907048772,0.402878965129624,169,0.00588235294117647,0.429718008775678
0.3,9422,8166,10678,0.010373220510005,0.0189898637305005,9422,9422,0.370247655032901,0.64817781278256,0.00568015648096354,0.132059804105101,0,1,1.13773996058606
0.31,9736,8480,10992,0.00964349922957459,0.0103267942150599,9736,9728,0.371490698088013,0.652272916530764,0.0033898475091011,0.0505142932072745,8,0.111111111111111,0.165015251827487
0.32,10050,8794,11306,0.0358993345675668,0.0333999209764172,9924.5,10050,0.372004596555389,0.650710827596207,0.085796619589086,0.267701735419494,125.5,0.00790513833992095,0.361403493348501
0.33,10364,9108,11620,0.0320143113213078,0.0439391214031367,10364,10560.5,0.373108526642144,0.65083203267825,0.0736030549563643,0.366907274717042,196.5,0.00506329113924051,0.445573620812647
0.34,10678,9422,11934,0.0217654548472643,0.0597505662187988,10678,10697.5,0.376095011325648,0.653415997056533,0.0414359131128563,0.515740473299586,19.5,0.0487804878048781,0.60595687421732
0.35,10992,9736,12248,0.0119947700818317,0.0103976226501752,10992,10992,0.372102031810148,0.64525021354734,0.0107695647691303,0.0511810015740117,0,1,1.06195056634314
0.36,11306,10050,12562,0.02843009116331,0.0380538235109044,11306,11497,0.368186438874908,0.638444812988292,0.0623535932712804,0.311508940148376,191,0.00520833333333333,0.37907086675299
0.37,11620,10364,12876,0.00937362367494411,0.0320740167867059,11620,11404,0.365504729223055,0.634016748537752,0.00254281396268742,0.255220993534776,216,0.00460829493087558,0.262372102428339
0.38,11934,10678,13190,0.0528531890762468,0.106180186238493,12875.5,11934,0.366183541014642,0.636863589849982,0.13900812119964,0.952782687788308,941.5,0.00106100795755968,1.09285181694551
0.39,12248,10992,13504,0.0376688554127163,0.0548497182580431,11742.5,12287,0.367555873137734,0.635532639108114,0.0913504516839275,0.469608770202883,544.5,0.00183318056828598,0.562792402455097
0.4,12562,11306,13818,0.0402701344454369,0.0413178673909655,13113.5,12562,0.369836091054082,0.643297112450155,0.0995148465929582,0.342233399338978,551.5,0.00180995475113122,0.443558200683068
0.41,12876,11620,14132,0.0373703819263096,0.0672932151951832,11994.5,12876,0.372497447622705,0.64341379596008,0.090413660443062,0.586739460806954,881.5,0.00113314447592068,0.678286265725937
0.42,13191,11935,14447,0.0375566831914567,0.0833539473334107,13858.5,13243.5,0.370336549671586,0.642191674659557,0.0909983870646894,0.737919202037311,615,0.00162337662337662,0.830540965725377
0.43,13505,12249,14761,0.024680889735551,0.0603456686210768,14110,13333.5,0.371274094301374,0.642727284769209,0.0505863200704074,0.521342174791625,776.5,0.00128617363344051,0.573214668495473
0.44,13819,12563,15075,0.0392397309022302,0.111196364977439,14219,13379.5,0.375373017313834,0.646127785090726,0.0962808138972787,1,839.5,0.00118976799524093,1.09747058189252
0.45,14133,12877,15389,0.0483675985719532,0.0794965044902246,14104,15104.5,0.377708736022681,0.643113974624062,0.12492961142941,0.701609075834799,1000.5,0.000998502246630055,0.82753718951084
0.46,14447,13191,15703,0.0456200807191888,0.0775702557034529,14286,14447,0.376845072649551,0.63775322363708,0.116306230205244,0.683477287655835,161,0.00617283950617284,0.805956357367252
0.47,14761,13505,16017,0.0366625159135981,0.0778694778031982,14476,14761,0.379326271449716,0.637908417362546,0.0881919465870085,0.686293866577678,285,0.0034965034965035,0.77798231666119
0.48,15075,13819,16331,0.0356168909143475,0.0674398013071244,14529.5,15577,0.382453602803136,0.631448431610122,0.0849101397092169,0.588119276514016,1047.5,0.000953743443013829,0.673983159666247
0.49,15389,14133,16645,0.0309572810876247,0.0492712491569807,14642.5,15749.5,0.383970630170335,0.628868906946576,0.0702854515197395,0.417098616375412,1107,0.000902527075812274,0.488286594970963
0.5,15703,14447,16959,0.0441726497360208,0.0709873356897092,14727.5,15750,0.387056294759653,0.630230479668904,0.111763311894097,0.621512233033628,1022.5,0.000977039570102589,0.734252584497827
