"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.01,299,1,1495,0.289736887776418,0.110051973734749,748,748,0.315605747961349,0.477703576576665,0.985721511276671,0.322710416304861,0,1,2.30843192758153
0.02,598,1,1794,0.287547981380047,0.0296510497815801,897.5,533,0.319086537656825,0.479273966071094,0.978117648288775,0.0581780498454729,364.5,0.0027359781121751,1.03903167624642
0.03,897,1,2093,0.293847203197247,0.0309179170517406,1047,1503.5,0.32218590480578,0.488109910761108,1,0.0623462531507075,456.5,0.00218579234972678,1.06453204550043
0.04,1196,1,2392,0.289816374590138,0.0363776341346335,1196.5,1655.5,0.324770224124782,0.50047970474547,0.985997634020828,0.0803096273151344,459,0.00217391304347826,1.06848117437944
0.05,1496,300,2692,0.117718739360108,0.0534133359783142,1496,1735.5,0.322641351202238,0.513292472639564,0.388161727926713,0.136359910090868,239.5,0.00415800415800416,0.528679642175586
0.06,1795,599,2991,0.0752304388619628,0.0159133215097296,1795,1795,0.32957037299182,0.525704463884366,0.24056509423238,0.0129786467683966,0,1,1.25354374100078
0.07,2094,898,3290,0.0492165798530408,0.0382887566231426,2094,2094,0.332245820837639,0.539471045639974,0.150197676046674,0.0865975370756434,0,1,1.23679521312232
0.08,2393,1197,3589,0.0268216826123581,0.0277814455606142,2393,2536.5,0.330732782889491,0.540821379290432,0.0724018732985839,0.0520267420669374,143.5,0.0069204152249135,0.131349030590435
0.09,2692,1496,3888,0.0349154876441598,0.0317467023809115,2692,2693,0.336030306089189,0.549199377171457,0.100518280932359,0.065073094256913,1,0.5,0.665591375189272
0.1,2991,1795,4187,0.029692966386716,0.0119686428081875,2991,2991,0.34214114283189,0.563977970495786,0.0823761912757147,0,0,1,1.08237619127571
0.11,3290,2094,4486,0.020802300195073,0.0462489579775807,3151.5,3290,0.348635167749711,0.579198537472725,0.051491632801934,0.112787918954952,138.5,0.00716845878136201,0.171448010538248
0.12,3589,2393,4785,0.0112293956768534,0.0230226529068872,3589,3634,0.358690451992092,0.589528133394894,0.0182371023782433,0.0363695254544368,45,0.0217391304347826,0.0763457582674626
0.13,3888,2692,5084,0.0335780011427674,0.0407217178118391,3763,3888,0.364449610008883,0.60637385284665,0.0958720959143032,0.0946023826558333,125,0.00793650793650794,0.198410986506644
0.14,4188,2992,5384,0.01859293596483,0.0285500492632583,4188,4188,0.371482002484099,0.624314372701784,0.0438167030173745,0.0545555756466152,0,1,1.09837227866399
0.15,4487,3291,5683,0.0059795233276848,0.0193180689536731,4487,4487,0.376399846066319,0.634975130646672,0,0.0241808302043422,0,1,1.02418083020434
0.16,4786,3590,5982,0.0189752395996064,0.0583659079781641,4786,4656,0.380411570590529,0.645692412490241,0.0451447563610135,0.152654692871523,130,0.00763358778625954,0.205433037018796
0.17,5085,3889,6281,0.0542752156767801,0.0494845564536321,4978.5,5085,0.388528993860911,0.660199548578456,0.167770457492758,0.12343357424967,106.5,0.00930232558139535,0.300506357323823
0.18,5384,4188,6580,0.027611020206838,0.0296950302016733,4969.5,5384,0.392877419430938,0.666867518725726,0.0751438886399292,0.0583227527174437,414.5,0.00240673886883273,0.135873380226206
0.19,5683,4487,6879,0.0410870918777293,0.0466403371586699,5683,5621.5,0.392964429919316,0.665667111467307,0.12195731235251,0.11407562133281,61.5,0.016,0.252032933685319
0.2,5982,4786,7178,0.0446695584338868,0.0486302044158967,5930.5,5982,0.391800894819134,0.66657111336004,0.134402150056349,0.120622614434541,51.5,0.019047619047619,0.27407238353851
0.21,6281,5085,7477,0.0167549523097125,0.0275003612122173,6037,6281,0.390310677468057,0.664113665431419,0.0374318818524894,0.0511019279702806,244,0.00408163265306122,0.0926154424758313
0.22,6580,5384,7776,0.0536496235288653,0.103772048325635,6580,6600.5,0.390796851619108,0.660524657824936,0.165597264072093,0.302048420795594,20.5,0.0465116279069767,0.514157312774663
