"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.01,314,2.56993269517036,1,0.569932695170359,1,299,2.30843192758153,0.985721511276671,0.322710416304861,1,306,4.87836462275189,306,"combined_fourier_candidate_1",0.0110465202292152,0.990334196727525,TRUE,"combined_fourier_max"
