"preprocessing","group","cutoff_mode","fixed_top_n_requested","empiric_rank_selected","cutoff_quantile","curvature_strength","selected_reason","comparison_name"
"normalized","shared_comparison_cutoff","combined_local_fourier",5000,306,0.990334196727525,NA,"combined_fourier_max","RT4_ZT10"
"raw","shared_comparison_cutoff","combined_fourier_rank_projected_to_raw_selected",5000,306,0.990334196727525,NA,"combined_fourier_max_projected_to_raw","RT4_ZT10"
