"bin","percentile","lo_rank","hi_rank","n_bin","total_mean","total_variance","median_abs_loading","iod_agg","cv2_agg","ratio_iod_cv2","ratio_cv2_iod","gap"
58,0.57999811065277,18102,18419,318,40886.4,18610709.5,0.00296876280032321,455.180928132582,0.0111328199140199,40886.4,2.44580104875949e-05,455.169795312668
59,0.590011650974588,18420,18737,318,37890.8,5155052.3,0.00288586888664195,136.050236469011,0.00359058759564356,37890.8,2.63916306860768e-05,136.046645881415
60,0.599993702175898,18738,19054,317,26397.4,3793368.4,0.00281347173657668,143.702349473812,0.00544380694590421,26397.4,3.78825187329055e-05,143.696905666866
61,0.610007242497717,19055,19372,318,22790.6,1565505.7,0.00274202972701375,68.6908506138496,0.00301399921958393,22790.6,4.38777390678613e-05,68.68783661463
62,0.619989293699027,19373,19689,317,32802.4,5085468.7,0.00267112682951147,155.033433529254,0.00472628324541052,32802.4,3.04855742262761e-05,155.028707246009
63,0.630002834020846,19690,20007,318,21258.6,2617188.3,0.00259740095925653,123.111978211171,0.00579116114001726,21258.6,4.70397862512113e-05,123.106187050031
64,0.639984885222156,20008,20324,317,23560.6,1633833.9,0.00254724600064467,69.3460225970476,0.00294330461011382,23560.6,4.24437408215411e-05,69.3430792924375
65,0.649998425543975,20325,20642,318,26525,2998549.8,0.00247615048308453,113.046175306315,0.00426187277309387,26525,3.77002827521206e-05,113.041913433542
66,0.660011965865793,20643,20960,318,30973.6,4992565.2,0.00239789931003286,161.187759898752,0.00520403698306792,30973.6,3.22855593150296e-05,161.182555861769
67,0.669994017067103,20961,21277,317,34989.8,6534152.2,0.00231857815712316,186.744485535785,0.00533711211655353,34989.8,2.85797575293371e-05,186.739148423668
68,0.680007557388922,21278,21595,318,27621.2,4005987.6,0.00224938019204577,145.033076043039,0.00525078838149825,27621.2,3.62040751306967e-05,145.027825254658
69,0.689989608590232,21596,21912,317,35360.4,3706226.8,0.00217167231625348,104.812920668318,0.00296413277757939,35360.4,2.82802230743996e-05,104.809956535541
70,0.700003148912051,21913,22230,318,30826.4,5083587.8,0.0021001569364842,164.910200347754,0.0053496418766951,30826.4,3.24397269872577e-05,164.904850705877
71,0.709985200113361,22231,22547,317,28260.2,2113910.4,0.00202226034031611,74.8016786859258,0.00264689134138915,28260.2,3.53854537476734e-05,74.7990317945844
72,0.71999874043518,22548,22865,318,21598.2,845532.1,0.00194690778278892,39.1482669852117,0.00181257081540183,21598.2,4.63001546425165e-05,39.1464544143963
73,0.730012280756998,22866,23183,318,26082,3183819.8,0.00189453748777635,122.069618894257,0.00468022463362689,26082,3.8340618050763e-05,122.064938669623
74,0.739994331958308,23184,23500,317,30056.4,2353050.5,0.00181569636226111,78.2878355358592,0.0026046976862119,30056.4,3.32707842589266e-05,78.285230838173
75,0.750007872280127,23501,23818,318,28213.8,1304731.9,0.00174374181638132,46.2444583856127,0.00163907231162101,28213.8,3.54436481438161e-05,46.2428193133011
76,0.759989923481437,23819,24135,317,44456.6,9611881.8,0.00165777864792828,216.208207555234,0.00486335454252538,44456.6,2.24938479325904e-05,216.203344200691
77,0.770003463803256,24136,24453,318,22257.8,1240342.1,0.00160898542624547,55.7261768907978,0.00250366958508019,22257.8,4.49280701596744e-05,55.7236732212128
78,0.779985515004566,24454,24770,317,21820.4,1730081.8,0.00153908171178307,79.2873549522465,0.00363363434915247,21820.4,4.58286740848014e-05,79.2837213178974
79,0.789999055326385,24771,25088,318,38959.8,10213147.9,0.00145972784837171,262.145799003075,0.00672862281128432,38959.8,2.56674828926226e-05,262.139070380264
80,0.800012595648204,25089,25406,318,31013.6,7220460.8,0.00138116879681329,232.815951711507,0.0075068986416123,31013.6,3.22439187969149e-05,232.808444812866
81,0.809994646849513,25407,25723,317,24175.4,2065798.1,0.00130323209162186,85.4504206755628,0.00353460214414499,24175.4,4.13643621201717e-05,85.4468860734186
82,0.820008187171332,25724,26041,318,34636,5863380.5,0.00121979897071776,169.285728721561,0.00488756579055207,34636,2.88716941910151e-05,169.280841155771
83,0.829990238372642,26042,26358,317,21614.6,872797.6,0.00113766962138698,40.3800024057813,0.00186818180330801,21614.6,4.62650245667281e-05,40.378134223978
84,0.840003778694461,26359,26676,318,46025,87551883.8,0.00105212476244116,1902.26798044541,0.0413311891460165,46025,2.17273221075502e-05,1902.22664925626
85,0.849985829895771,26677,26993,317,25124.8,1485224.8,0.000976033458425015,59.1138954339935,0.00235281058690989,25124.8,3.98013118512386e-05,59.1115426234066
86,0.85999937021759,26994,27311,318,38235.8,22011560.3,0.000897748531638217,575.679345011743,0.015056029820528,38235.8,2.61535001229214e-05,575.664288981922
87,0.870012910539409,27312,27629,318,28415.4,2662484.9,0.00081225887555077,93.6986598816135,0.00329746052779878,28415.4,3.51921845196619e-05,93.6953624210857
88,0.879994961740719,27630,27946,317,29524.4,1752501,0.000730576106409511,59.357717684356,0.0020104631316591,29524.4,3.38702903361288e-05,59.3557072212243
89,0.890008502062537,27947,28264,318,32220.4,2209166.8,0.000650474683580886,68.5642263907338,0.0021279756424729,32220.4,3.10362379113853e-05,68.5620984150913
90,0.899990553263847,28265,28581,317,39025,5998502.8,0.000569077934188219,153.709232543242,0.00393873754114648,39025,2.5624599615631e-05,153.7052938057
91,0.910004093585666,28582,28899,318,53102.2,42483086.7,0.000485878589223828,800.024983898972,0.0150657596841369,53102.2,1.88316114963222e-05,800.009918139288
92,0.919986144786976,28900,29216,317,47210,41524291.1,0.000411504655071955,879.565581444609,0.0186309167855244,47210,2.11819529760644e-05,879.546950527824
93,0.929999685108795,29217,29534,318,32748,1735580.5,0.000336372399656932,52.998060950287,0.00161836023422154,32748,3.05362159521192e-05,52.9964425900528
94,0.940013225430614,29535,29852,318,45061.2,13914166.6,0.000263178403937951,308.783756313636,0.00685254179457351,45061.2,2.21920410463991e-05,308.776903771841
95,0.949995276631924,29853,30169,317,27431.6,1425697.4,0.000187733163961856,51.9728123769667,0.00189463291885879,27431.6,3.64543081701395e-05,51.9709177440478
96,0.960008816953743,30170,30487,318,21527.8,1283513.7,0.000116983265208786,59.6212200039019,0.00276949897360167,21527.8,4.64515649532233e-05,59.6184505049283
97,0.969990868155052,30488,30804,317,11250.8,381633.2,7.21424443373517e-05,33.9205389838945,0.00301494462472842,11250.8,8.88825683506951e-05,33.9175240392698
98,0.980004408476871,30805,31122,318,19036.8,1037960.8,1.45659723973227e-05,54.5239115817784,0.00286413218512452,19036.8,5.25298369473861e-05,54.5210474495933
99,0.989986459678181,31123,31439,317,0,0,0,NA,NA,NA,NA,NA
100,1,31440,31757,318,0,0,0,NA,NA,NA,NA,NA
