"bin","percentile","lo_rank","hi_rank","n_bin","total_mean","total_variance","median_abs_loading","iod_agg","cv2_agg","ratio_iod_cv2","ratio_cv2_iod","gap"
1,0.0100135403218188,1,318,318,8364.4,2069456.2,0.0142674999849609,247.412390607814,0.0295792155573399,8364.4,0.00011955430156377,247.382811392257
2,0.0199955915231288,319,635,317,5265.4,1074687.6,0.0126134330276715,204.103695825578,0.0387631890883083,5265.4,0.000189919094465758,204.06493263649
3,0.0300091318449476,636,953,318,8622,8796070.5,0.0118117358212119,1020.18910925539,0.118323951433008,8622,0.000115982370679657,1020.07078530396
4,0.0399911830462575,954,1270,317,7622.4,13762755.9,0.0111952804705323,1805.5672622796,0.236876477524086,7622.4,0.000131192275398825,1805.33038580207
5,0.0500047233680763,1271,1588,318,4408.2,300269.7,0.0107427977412274,68.1161698652511,0.0154521505070666,4408.2,0.000226849961435507,68.1007177147441
6,0.0599867745693863,1589,1905,317,4445.8,947889.8,0.0103667794286947,213.210175896352,0.0479576624896198,4445.8,0.000224931395924243,213.162218233862
7,0.0700003148912051,1906,2223,318,3907.6,381233.2,0.010020467309182,97.5619817790972,0.0249672386577687,3907.6,0.000255911556965913,97.5370145404394
8,0.0800138552130239,2224,2541,318,4318,796783.2,0.00970813508816344,184.525984251968,0.0427341325270886,4318,0.000231588698471515,184.483250119441
9,0.0899959064143338,2542,2858,317,4586.2,1055843.9,0.00944238781485848,230.221948454058,0.0501988462025332,4586.2,0.000218045440669836,230.171749607855
10,0.100009446736153,2859,3176,318,3924.2,194216.2,0.00917383791671728,49.4919219203914,0.012611977452829,3924.2,0.000254829009734468,49.4793099429386
11,0.109991497937463,3177,3493,317,6039.2,1196172.6,0.00892940959728941,198.068055371572,0.0327970683818341,6039.2,0.000165584845674924,198.035258303191
12,0.120005038259281,3494,3811,318,5706,830132.7,0.00871960268952683,145.484174553102,0.0254967007628991,5706,0.000175254118471784,145.458677852339
13,0.129987089460591,3812,4128,317,7267.8,1600094.9,0.00849190931794972,220.162208646358,0.0302928270792204,7267.8,0.000137593219406148,220.131915819279
14,0.14000062978241,4129,4446,318,7858.6,2409946,0.00827584622359813,306.663527854834,0.0390226666142613,7858.6,0.000127249128343471,306.62450518822
