"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","iod_ctrl","iod_trt","cv2_ctrl","cv2_trt","gene_symbol"
"20",0.00344609009844564,0.00607135809635737,16479,8989,1.4,2.2,3.8,24.2,2.71428571428571,11,1.93877551020408,5,"-"
"25",0.00491974724186247,0.00346903366113377,12014,19414,8,20.8,35.5,151.7,4.4375,7.29326923076923,0.5546875,0.350637943786982,"-"
"31",0.00424592428329568,0.00154019095991372,13940,26911,26.6,24.6,186.3,97.3,7.00375939849624,3.95528455284553,0.263299225507377,0.16078392491242,"Pcmt1"
"35",0.00364962387515268,0.00230387404305889,15822,24487,151.6,142.2,2563.3,4092.2,16.9083113456464,28.7777777777778,0.111532396739093,0.202375371151742,"Pcmt1"
"37",0.00246183477260198,0.00670200337891512,20532,7441,156.2,120.2,2298.7,6875.7,14.7163892445583,57.2021630615641,0.0942150399779658,0.475891539613678,"Pcmt1"
"38",0.00085335077549729,0.00553647623387631,27325,10630,58.6,49.6,264.8,776.3,4.51877133105802,15.6512096774194,0.0771121387552563,0.315548582206035,"Pcmt1"
"89",0.00190049897640163,0.00369838201726606,22909,18143,55,57.6,435.5,722.8,7.91818181818182,12.5486111111111,0.14396694214876,0.217857831790123,"Tab2"
"90",0.00372977843036486,0.00536542830643088,15526,11244,28.8,17.2,209.7,132.7,7.28125,7.71511627906977,0.252821180555556,0.44855327203894,"Tab2"
"143",0.00924311322590416,0.00355430008808206,3272,19053,26.8,18,442.2,98.5,16.5,5.47222222222222,0.615671641791045,0.304012345679012,"Ust"
"214",0.00315405358096654,3.85353860451597e-05,17564,30817,4.6,2.8,2.8,10.7,0.608695652173913,3.82142857142857,0.132325141776938,1.36479591836735,"LOC365036"
"224",0.00316117090313224,0.00579023409436586,17537,9828,53.6,55.8,582.3,1285.2,10.8638059701493,23.0322580645161,0.202682947204277,0.412764481442941,"Sash1"
"304",0.00361293030760234,0.00122356754503924,15961,27788,4.4,1.2,26.3,2.7,5.97727272727273,2.25,1.35847107438017,1.875,"Sash1"
"576",0.00991094458885613,0.00642159733351341,2544,8064,3,4.8,27,23.7,9,4.9375,3,1.02864583333333,"-"
