"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31741,31741,0.00250404424434698,9.65948247238703e-09,6.01017433256961
"terminal_anchor",31743,31743,0.00250404556379644,-8.34003301140287e-09,6.01518242837759
