"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31738,31738,0.00242631626339493,8.90356014800569e-09,5.75130789611568
"terminal_anchor",31740,31740,0.00242631688890813,-8.27804693836015e-09,5.75616053499519
