"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","empirical_p","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","standard_flag","strong_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","hc_pass","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT2_ZT8","Raw","Raw","20","20","-",2.56301032916794,-2.15203672814708,-5.36241117637797e-07,"downregulated",-1.10641307413095,0.26854776918016,0.999987726307914,0.553656826667344,1,0.117618190012589,0.881007708972048,0.868168910362559,1,0.929525508096649,4.98449797334588e-07,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.94505721096747,FALSE,0,4.60054366700466,0,0,0,0,0,1.81121430841523,10.2890883372603,8.92925697899917,5.48782043716901,2.89994876668007,3.87776175306629,9,FALSE
"RT2_ZT8","Raw","Raw","25","25","-",14.0753327906037,-0.107523482863765,-3.14144442706789e-07,"downregulated",-0.181023347368951,0.856349250206326,0.999987726307914,1,1,0.797928115995815,0.992311760038264,0.978106732465064,1,0.0980362317476892,3.07975373874515e-08,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.593975773990172,FALSE,27.0707329788948,18.4021746680186,6.80651477504754,7.9664615460231,6.52799860562549,14.760390911649,9.05268938921889,9.65980964488122,13.7187844496804,26.7877709369975,0.245455306643712,0.584655024015846,0.353204236333268,9,FALSE
"RT2_ZT8","Raw","Raw","31","31","Pcmt1",19.6524406018342,-0.154740018129428,-6.13533983032787e-07,"downregulated",-0.303199209727189,0.761738051233874,0.999987726307914,1,1,0.668048241652797,0.98878049412543,0.973961143405103,1,0.175192174759303,1.07486352776252e-07,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.510357590538114,FALSE,20.3030497341711,31.2836969356317,17.0162869376188,20.7128000196601,3.73028491750028,17.2204560635905,16.294840900594,22.3383098037878,19.7207526464156,27.9039280593724,0.1660937824011,0.438374651933517,0.261951261348651,6,FALSE
"RT2_ZT8","Raw","Raw","35","35","Pcmt1",101.475947667629,-0.272625374561567,-4.080649842835e-06,"downregulated",-1.03657462688119,0.299934143347955,0.999987726307914,1,1,0.142628153035825,0.907751069702304,0.88871301281959,1,0.84579474165577,3.45139217960829e-06,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.263006027247486,FALSE,64.6689732273597,115.013591675117,104.366559884062,76.4780308418218,97.9199790843823,123.003257597075,94.1479696478764,78.4859533646599,120.039363934704,140.635797419237,0.0450875189172038,0.140693962730396,0.0731012997875655,8,FALSE
"RT2_ZT8","Raw","Raw","37","37","Pcmt1",88.9519676656777,-0.121476252407761,-1.61823633177146e-06,"downregulated",-0.434952533260859,0.663596881803499,0.999987726307914,1,1,0.538440580229336,0.984026867327516,0.967894578367479,1,0.268862216418664,4.35082606849283e-07,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.279286228078839,FALSE,132.345805674597,68.088046271669,76.0060816546975,54.1719385129571,93.257122937507,86.1022803179524,93.2427007089545,79.6934295702701,99.4611872601831,107.15108374799,0.0523275346175283,0.150760401841114,0.0824757163087742,8,FALSE
"RT2_ZT8","Raw","Raw","38","38","Pcmt1",26.4594293379793,0.0803410800883499,3.41654720021134e-07,"upregulated",0.160508861142513,0.872480241943157,0.999987726307914,1,1,0.820412180024648,0.992311760038264,0.978693951604865,1,0.0859679006217753,2.93713390177373e-08,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.500539842576145,FALSE,51.8855715428816,20.2423921348205,10.2097721625713,12.746338473637,40.100562863128,27.0607166713565,21.7264545341253,29.5831670374488,34.2969611242011,16.7423568356235,0.222515015569873,0.343399445335569,0.263649534668465,9,FALSE
"RT2_ZT8","Raw","Raw","89","89","Tab2",37.9513169226427,0.258417082955815,2.38188973889587e-06,"upregulated",0.767429929373006,0.442825939432417,0.999987726307914,1,1,0.277739878907023,0.95102534864971,0.939579620243272,1,0.55636175818338,1.32519236293106e-06,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.336730524918338,FALSE,40.6060994683422,54.286415270655,32.8981547460631,28.6792615656832,49.4262751568787,46.7412378868884,37.1160264957974,36.8280242711097,31.724689039886,21.206985325123,0.0369964954177456,0.260369218257845,0.110087089858733,9,FALSE
"RT2_ZT8","Raw","Raw","90","90","Tab2",14.0550264235404,-0.346639644980457,-7.0861236287457e-07,"downregulated",-0.489638580209697,0.624389671062129,0.999987726307914,1,1,0.488612231653008,0.982249591267547,0.964735946607339,1,0.311035665334512,2.20403717750953e-07,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.707950024754997,FALSE,2.2558944149079,5.52065240040559,14.7474486792697,22.3060923288647,17.7188533581263,12.3003257597075,27.1580681676567,18.1121430841523,2.57227208431508,17.8585139579983,0.499285081760829,0.585399745829,0.529005142936594,9,FALSE
"RT2_ZT8","Raw","Raw","143","143","Ust",11.2929930133246,0.0581689130779192,7.15792585973012e-08,"upregulated",0.0614232841288803,0.951022109313961,0.999987726307914,1,1,0.930771904014557,0.995717607155737,0.981172604212304,1,0.03115673466292,2.23017596748465e-09,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.947017306268863,FALSE,0,17.4820659346177,6.80651477504754,11.1530461644323,22.3817095050017,0,9.95795832814077,18.7158811869574,8.57424028105027,17.8585139579983,1.22846557820503,0.711652360883928,0.989051765747376,9,FALSE
"RT2_ZT8","Raw","Raw","214","214","LOC365036",0.592074345143977,-2.63494480675777,-3.06211445227101e-07,"downregulated",-0.855362672265202,0.39235040170182,0.999987726307914,0.595598923182065,1,0.226364195044979,0.938777862494225,0.926869434616996,1,0.645192266194547,1.97565256280781e-07,0.0136775581992137,1.86399142858533,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",3.08050011088258,FALSE,0,0,0,0,0,0,0,0,2.57227208431508,3.34847136712469,10,12.3231420567654,10,8,FALSE
