"rank","feature_id","gene_symbol","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","log_alpha_mu","nb_gap","var_fit","d1","d2","nb_support"
1,"5091","Prkn",0,0,0,0,0,NA,0,0,0,NA,0,-0.0957405165821791,0.0056511984827672,-1.76808898095532e-08,0.127657905091879
2,"7312","Lair1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0900893269402606,0.00565118080066604,-1.7683312508416e-08,0.127657905091879
3,"7636","Peli1-ps1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0844381549816545,0.00565116311614218,-1.76857352072787e-08,0.127657905091879
4,"7955","Fkrp",0,0,0,0,0,NA,0,0,0,NA,0,-0.0787870007087837,0.00565114542919563,-1.76881579061415e-08,0.127657905091879
5,"9908","Psenen",0,0,0,0,0,NA,0,0,0,NA,0,-0.0731358641240709,0.00565112773982637,-1.76905806050042e-08,0.127657905091879
6,"12336","Cyfip1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0674847452299386,0.00565111004803442,-1.7693003303867e-08,0.127657905091879
7,"15183","-",0,0,0,0,0,NA,0,0,0,NA,0,-0.0618336440288096,0.00565109235381976,-1.76954260027297e-08,0.127657905091879
8,"17644","-",0,0,0,0,0,NA,0,0,0,NA,0,-0.0561825605231066,0.00565107465718241,-1.76978487015925e-08,0.127657905091879
9,"19727","Dennd2b",0,0,0,0,0,NA,0,0,0,NA,0,-0.0505314947152524,0.00565105695812236,-1.77002714004552e-08,0.127657905091879
10,"24391","Ccnd1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0448804466076695,0.00565103925663961,-1.7702694099318e-08,0.127657905091879
11,"24944","Npas4",0,0,0,0,0,NA,0,0,0,NA,0,-0.0392294162027807,0.00565102155273416,-1.77051167981807e-08,0.127657905091879
12,"30561","Sorcs1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0335784035030087,0.00565100384640601,-1.77075394970435e-08,0.127657905091879
13,"32323","Plagl1",0,0,0,0,0,NA,0,0,0,NA,0,-0.0279274085107762,0.00565098613765517,-1.77099621959062e-08,0.127657905091879
14,"37050","Sft2d1",0,0,0,0,0,NA,0,0,0,NA,0,-0.022276431228506,0.00565096842648162,-1.7712384894769e-08,0.127657905091879
15,"38204","Peg3",0,0,0,0,0,NA,0,0,0,NA,0,-0.0166254716586206,0.00565095071288538,-1.77148075936317e-08,0.127657905091879
16,"38230","Peg3",0,0,0,0,0,NA,0,0,0,NA,0,-0.0109745298035428,0.00565093299686643,-1.77172302924945e-08,0.127657905091879
17,"38281","Zfp583",0,0,0,0,0,NA,0,0,0,NA,0,-0.00532360566569526,0.00565091527842479,-1.77196529913572e-08,0.127657905091879
18,"41100","U2af1l4",0,0,0,0,0,NA,0,0,0,NA,0,0.000327300752499231,0.00565089755756045,-1.772207569022e-08,0.127657905091879
19,"44116","Ube3a",0,0,0,0,0,NA,0,0,0,NA,0,0.0059781894486181,0.00565087983427341,-1.77244983890827e-08,0.127657905091879
20,"45293","-",0,0,0,0,0,NA,0,0,0,NA,0,0.0116290604202385,0.00565086210856367,-1.77269210879455e-08,0.127657905091879
21,"49195","-",0,0,0,0,0,NA,0,0,0,NA,0,0.0172799136649378,0.00565084438043124,-1.77293437868082e-08,0.127657905091879
22,"49779","Pgm2l1",0,0,0,0,0,NA,0,0,0,NA,0,0.0229307491802934,0.0056508266498761,-1.7731766485671e-08,0.127657905091879
23,"50560","-",0,0,0,0,0,NA,0,0,0,NA,0,0.0285815669638825,0.00565080891689826,-1.77341891845337e-08,0.127657905091879
24,"54742","Ppp2r2d",0,0,0,0,0,NA,0,0,0,NA,0,0.0342323670132824,0.00565079118149773,-1.77366118833965e-08,0.127657905091879
25,"55981","Sptbn2",0,0,0,0,0,NA,0,0,0,NA,0,0.0398831493260704,0.0056507734436745,-1.77390345822592e-08,0.127657905091879
26,"56261","LOC120097382",0,0,0,0,0,NA,0,0,0,NA,0,0.0455339138998238,0.00565075570342857,-1.7741457281122e-08,0.127657905091879
27,"57848","LOC102554959",0,0,0,0,0,NA,0,0,0,NA,0,0.05118466073212,0.00565073796075993,-1.77438799799847e-08,0.127657905091879
28,"59667","-",0,0,0,0,0,NA,0,0,0,NA,0,0.0568353898205361,0.00565072021566861,-1.77463026788475e-08,0.127657905091879
29,"59804","Tnks2",0,0,0,0,0,NA,0,0,0,NA,0,0.0624861011626496,0.00565070246815458,-1.77487253777102e-08,0.127657905091879
30,"62174","Vti1a",0,0,0,0,0,NA,0,0,0,NA,0,0.0681367947560377,0.00565068471821785,-1.77511480765729e-08,0.127657905091879
31,"62330","Tcf7l2",0,0,0,0,0,NA,0,0,0,NA,0,0.0737874705982777,0.00565066696585842,-1.77535707754357e-08,0.127657905091879
