"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","pre_evs_remainder_size","pre_evs_leading_edge_size","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","center_nb_support","nb_support_threshold"
"RT4_ZT10","control",26757,26758,26759,26757,26759,26756,5001,5001,5001,2.36085400111802,2.62466859216316,0.263814591045138,4.30271282795416,4.73092139129365,0.428208563339496,1.89085037187229,2.10831746518169,0.217467093309404,2.11158966305531,2.28514416068085,0.173554497625536,0.390662548524135,0.400748206961969
