"feature_id","gene_symbol","lfc_shrunk","empirical_p","padj","HBFSS","hc_pass","weak_cnh_pass","strong_cnh_pass","standard_pass","hbfss_pass","plot_class","overlap_standard_hbfss"
"248551","Mbp",2.35470514320252e-06,0.652999444819398,0.99920126812015,4.35825753435607e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"55601","Bc1",1.48186842067862e-06,0.447262333397173,0.99920126812015,5.17820655267868e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"25328","-",-9.24228032064108e-07,0.252100857840993,0.99920126812015,5.53081785344146e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"8277","Apoe",2.76635973430398e-06,0.0425995027579431,0.99920126812015,3.7915601206798e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"179269","Lcp1",2.43210668678902e-06,0.580870478805911,0.99920126812015,5.73784299429918e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"415923","-",-2.1590595373212e-06,0.846430894801368,0.99920126812015,1.56334247898151e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"565080","-",3.48933034666559e-07,0.648298365790362,0.99920126812015,6.56779459750032e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"470412","-",6.62159050788058e-07,0.848264419632008,0.99920126812015,4.73236790358027e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"335788","Cst3",1.20192037885824e-06,0.711738433836012,0.99920126812015,1.77499098740673e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"56995","Fth1",-9.165649979758e-08,0.961714736151465,0.99920126812015,1.5539194861937e-09,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"206283","Cpe",2.99460636993436e-07,0.893464203571111,0.99920126812015,1.46504656426562e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"249918","Mt3",4.19818709217293e-07,0.818649149922132,0.99920126812015,3.64831630541717e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"161605","Mdh1",-9.54895392456977e-07,0.706367308758772,0.99920126812015,1.44159992540083e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"163095","Atp5me",1.04357192724348e-06,0.726782923656381,0.99920126812015,1.44634149027939e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"189162","-",8.08698788563662e-07,0.661598061915511,0.99920126812015,1.45085233449962e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"339719","Stmn3",1.57154146800385e-06,0.524423248819096,0.99920126812015,4.40531460768761e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"60635","Scd2",5.72497501624988e-06,0.0144002898234241,0.99920126812015,1.05432786809107e-05,TRUE,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE
"111059","-",-1.05594454970185e-06,0.592293188014988,0.99920126812015,2.40188591942235e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"120174","Fis1",2.40922417410563e-06,0.158210631700066,0.99920126812015,1.92922079465022e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"214225","LOC100360522",4.70047058009643e-07,0.841901223860698,0.99920126812015,3.51307808633707e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"65320","Atp6v0c",-3.55332799372601e-06,0.137206004836276,0.99920126812015,3.06519624534429e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"340103","Nsmf",1.13893233942555e-06,0.542892244606822,0.99920126812015,3.02143217276049e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"127268","Ywhag",-8.11169120937264e-07,0.744558506348314,0.99920126812015,1.03911713726261e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"118426","Rpl21",1.43569545301848e-06,0.335004152604322,0.99920126812015,6.81883281989108e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"377785","Eno2",-1.2997137584739e-06,0.65067037528288,0.99920126812015,2.42577232029748e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"278624","Atp1a1",-1.74512937903873e-06,0.540649758363062,0.99920126812015,4.66096111994108e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"214671","Cplx2",7.12237850211724e-08,0.978434823469206,0.99920126812015,6.74353828065643e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"9850","Aplp1",-1.96445002419081e-06,0.367611097970355,0.99920126812015,8.53772347710172e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"100439","App",-5.01445189251632e-07,0.869554504365665,0.99920126812015,3.0439323041847e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"6374","Rps9l1",2.85755090336317e-06,0.175792113713548,0.99920126812015,2.15745268057127e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"66014","Nsg2",1.07519988797817e-06,0.748104130588,0.99920126812015,1.35515986853522e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"261780","Rpl13",1.4861175271165e-05,0.909990206374344,0.99920126812015,6.08762508719969e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"156760","Uchl1",2.58998883547151e-06,0.347407293830678,0.99920126812015,1.18922203918772e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"486721","Uqcr11",2.27936610152306e-06,0.266540198423473,0.99920126812015,1.30889699780572e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"547938","Cox5b",1.40940406928308e-06,0.585404418218173,0.99920126812015,3.27748465725851e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"469966","Atp5f1d",-3.13377385597763e-06,0.310523867811963,0.99920126812015,1.59165945107639e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"65987","Hba-a1",1.16297819846826e-05,0.554942728230389,0.99920126812015,2.97433808404674e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"467791","Klc1",-2.90806419414377e-06,0.265754472893115,0.99920126812015,1.67364741009521e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"21974","Aldoa",1.69769602314505e-06,0.291138813401595,0.99920126812015,9.09795116111808e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"225736","Tubb2a",7.352250025108e-06,0.627037452500784,0.99920126812015,1.49034900421837e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"65983","Hba-a2",-5.33394159007093e-06,0.0182803063843453,0.99920126812015,9.27047865153554e-06,TRUE,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE
"310948","Zwint",3.82145027624069e-07,0.833957483994633,0.99920126812015,3.01344625288546e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"549238","Tmeff2",1.28254280638626e-07,0.856518999354828,0.99920126812015,8.62676755622574e-09,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"371305","Tmsb10",2.29494932960041e-06,0.086592748279577,0.99920126812015,2.43842606534314e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"19213","Hbb-bs",1.40342106005435e-06,0.345860295616994,0.99920126812015,6.47116456684521e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"310222","S100b",4.54800583772626e-06,0.249779592819871,0.99920126812015,2.73991449327782e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"3195","Mrpl36",1.62126732889394e-06,0.39915642831273,0.99920126812015,6.46653615696439e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"336848","LOC120101764",1.40439357109941e-06,0.535088545440707,0.99920126812015,3.81397265320289e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"159645","-",-1.1788966944095e-06,0.627190869270047,0.99920126812015,2.38844791885331e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"299527","Fbxw7",-3.87826595750821e-06,0.114598663134124,0.99920126812015,3.64875191816122e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"328510","Nckap1",-1.30945126137548e-06,0.433832449713601,0.99920126812015,4.74909121144262e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"175929","Ndrg2",-1.16925533804868e-06,0.643220166327308,0.99920126812015,2.24076499867786e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"56157","Cfl1",5.85572813463746e-07,0.864485496335942,0.99920126812015,3.70329648556422e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"315271","Tubb5",-7.37715856038608e-08,0.974138127721444,0.99920126812015,8.39480664078386e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"318060","-",-4.03879667907804e-06,0.538714323874633,0.99920126812015,1.08498830454408e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"379654","Ldhb",5.80190685281677e-06,0.0220541331368955,0.99920126812015,9.61091676714529e-06,TRUE,TRUE,FALSE,FALSE,FALSE,"Weak CNH",FALSE
"94707","Cnp",-7.13094768665811e-06,0.00322328246118131,0.99920126812015,1.77681940094398e-05,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"155886","Ociad1",-2.81340685741593e-06,0.161416369638834,0.99920126812015,2.22836572248758e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"500669","Pfdn5",3.63104412752718e-06,0.0257234233050181,0.99920126812015,5.77216640419547e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"341606","-",3.20955928462551e-06,0.132738719086028,0.99920126812015,2.81479112356048e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"359542","Cyp24a1",-5.57601207048103e-07,0.777797540934569,0.99920126812015,6.08529346621199e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"469606","Eef2",-4.15122086068557e-06,0.165597821721167,0.99920126812015,3.24187675349386e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"91106","Aldoc",-1.26658793668067e-06,0.778971246393972,0.99920126812015,1.37397651737096e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"379983","Bcat1",1.20993347306145e-06,0.514223547835977,0.99920126812015,3.49486911731832e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"256369","-",1.63124795983275e-07,0.837267278319109,0.99920126812015,1.2582774908224e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"357752","Nnat",9.04231973077409e-07,0.650421838616781,0.99920126812015,1.68914949981123e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"144905","LOC100362110",1.78168033294826e-07,0.930245377487483,0.99920126812015,5.59491798955671e-09,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"351588","Map1a",-1.18917570573896e-06,0.590386363894213,0.99920126812015,2.72159130481251e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"441714","Vsnl1",-8.80011428672783e-06,0.000320318464061886,0.99920126812015,3.0751278000147e-05,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"300139","LOC100911992",1.58977844406569e-06,0.535051856262862,0.99920126812015,4.31790383084474e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"68552","-",-2.17222330476138e-07,0.754547865422323,0.99920126812015,2.65691594714618e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"118282","Pomp",-1.5680832121934e-06,0.54587493923059,0.99920126812015,4.12259807535058e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"557785","Pcsk1n",1.55765445002382e-05,0.695937460543223,0.99920126812015,2.4522120658678e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"176645","Nedd8",3.20770152212344e-06,0.143213359047511,0.99920126812015,2.70735291176244e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"475643","-",2.59323732150359e-06,0.833666248171893,0.99920126812015,2.04885926383502e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"349519","-",2.89315521928975e-06,0.442659692208883,0.99920126812015,1.02397449125442e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"309590","Mtch1",6.29399612590623e-07,0.835301907012459,0.99920126812015,4.91916878713979e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"77975","Gfap",1.58289934389065e-06,0.556386392514097,0.99920126812015,4.03043371162689e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"477219","-",4.58833213997551e-06,0.758567127363897,0.99920126812015,5.50627301681136e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"568576","-",5.89974827242481e-07,0.712080223017401,0.99920126812015,8.70042225593622e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"241949","-",-1.18173435536809e-06,0.483472790802555,0.99920126812015,3.72988406684916e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"339308","Atp5f1e",4.63475886034284e-06,0.673809557811855,0.99920126812015,7.94688884271041e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"399312","-",7.20202692340906e-07,0.42245799012456,0.99920126812015,2.69511710279377e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"163596","Sparcl1",-5.39152502890069e-06,0.111660202039525,0.99920126812015,5.13327955613403e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"531382","Mobp",-1.42900970211333e-06,0.698386089330745,0.99920126812015,2.22788928250197e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"419308","LOC100362830",6.19293294206915e-07,0.790867327205565,0.99920126812015,6.31037361228848e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"188968","Clu",2.17006420616233e-06,0.273975546792278,0.99920126812015,1.2202014912536e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"414973","LOC120093072",-4.27312282364438e-06,0.104179317416415,0.99920126812015,4.19714025765589e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"321367","Ptgds",3.67804131174196e-06,0.309425305526488,0.99920126812015,1.87375670903821e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"7988","Calm3",-2.19702035840292e-06,0.416811028061229,0.99920126812015,8.35001312646958e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"309114","Syngap1",3.13604032427894e-07,0.698572370168048,0.99920126812015,4.88559317583251e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"413783","Rps27a-ps1",2.54225369521837e-06,0.315634610082826,0.99920126812015,1.27319975406926e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"75917","Nme2",-4.63990879063168e-06,0.764055419226464,0.99920126812015,5.42289987651047e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"265078","Map1b",-5.09530464487305e-07,0.727006225651522,0.99920126812015,7.05505409776016e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"436469","Rps21-ps1",1.13549101866778e-06,0.80681621085999,0.99920126812015,1.05856586653449e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"513701","Tf",1.32086114877889e-06,0.456955012430487,0.99920126812015,4.49259951439151e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"485624","Naca",3.09920300791207e-06,0.11075403677328,0.99920126812015,2.96172371252908e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"203916","Bap1",-3.98083086074948e-07,0.848841884841821,0.99920126812015,2.83328466885967e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"19325","Apbb1",-1.86477522874936e-06,0.520469768040593,0.99920126812015,5.28858631090143e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"578161","Atp6ap1",-1.45770397709613e-06,0.931010479199089,0.99920126812015,4.52550477894379e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"128854","Ubc",2.02824768187457e-06,0.443633631280659,0.99920126812015,7.15921816672085e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"202868","Rps24",1.37989356373305e-06,0.560440636963227,0.99920126812015,3.47002361600697e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"421957","Rab2a",3.43172335787815e-06,0.17815094928828,0.99920126812015,2.57108783701681e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"125979","Mmd2",2.36471216766821e-06,0.246502134113979,0.99920126812015,1.43816902968065e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"77518","LOC103693430",4.96160551158669e-06,0.233250392383957,0.99920126812015,3.13661594876815e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"41059","Clip3",-1.44684911124561e-06,0.689349992532556,0.99920126812015,2.33753267634259e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"69656","Rnf187",-2.40845164686799e-06,0.373980768767626,0.99920126812015,1.02877187906406e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"12284","-",-6.85329021360142e-06,0.74091213403586,0.99920126812015,8.9252655000021e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"436070","Camk2n1",-0.692775292704429,1.15788069421363e-06,0.99920126812015,4.11254703965612,TRUE,FALSE,FALSE,FALSE,TRUE,"HBFSS",FALSE
"484755","Tuba1b",-6.66710573477477e-06,0.0956879865975779,0.99920126812015,6.79473136270552e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"196746","Rab3a",-4.18572375411823e-06,0.174878824010208,0.99920126812015,3.16969278894451e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"226793","Elmo1",2.07520535330383e-07,0.845564861871296,0.99920126812015,1.51185086642985e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"250403","LOC108348898",-7.12769548677532e-06,0.746065676740259,0.99920126812015,9.06806372147011e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"249570","Ndrg4",5.14047521247602e-06,0.138281394827835,0.99920126812015,4.41688263672156e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"574506","Plp1",-4.35317165603596e-06,0.137441893222519,0.99920126812015,3.75191537934452e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"263417","Mblac2",-7.45968990557314e-07,0.45228120579775,0.99920126812015,2.57054542568827e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"415733","Atp5if1",-8.94919563204016e-08,0.977165189619781,0.99920126812015,8.97784438942914e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"416884","Pink1",1.58996792232413e-06,0.41520510400792,0.99920126812015,6.06950087922517e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"160497","Camk2b",-6.55459080218004e-08,0.973423348734849,0.99920126812015,7.66771821381701e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"451119","Rpl32-ps3",5.58142499053913e-06,0.0239245837282922,0.99920126812015,9.04835843474921e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"465587","-",-3.40462612082267e-06,0.37842807666907,0.99920126812015,1.4368089083652e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
