"crossing_rank","crossing_type"
26.4530866796339,"sign_change"
961.694522180091,"sign_change"
2001.1275598819,"sign_change"
2816.39656049328,"sign_change"
4131.36848549947,"sign_change"
4990.80480354992,"sign_change"
6597.37705210086,"sign_change"
7210.16901977292,"sign_change"
8004.50851649411,"sign_change"
8476.82386085782,"sign_change"
9154.08145222216,"sign_change"
9537.09774213036,"sign_change"
9922.44344409828,"sign_change"
10384.4198072838,"sign_change"
10936.0840131836,"sign_change"
10963.2838400381,"sign_change"
11263.6321259871,"sign_change"
11494.7975184096,"sign_change"
11801.4828958726,"sign_change"
12446.1015238856,"sign_change"
12639.03552258,"sign_change"
12644.61407897,"sign_change"
12870.3847618361,"sign_change"
13041.1482792609,"sign_change"
13495.6004863438,"sign_change"
13889.9111100628,"sign_change"
14787.5386893383,"sign_change"
15398.7276954745,"sign_change"
15755.005400258,"sign_change"
16103.8240492274,"sign_change"
16751.6079199775,"sign_change"
17028.6508665553,"sign_change"
17418.8585163482,"sign_change"
18105.2973597968,"sign_change"
18676.7905763512,"sign_change"
19561.9809421471,"sign_change"
20458.208343819,"sign_change"
20562.1899157356,"sign_change"
20754.4694413281,"sign_change"
20861.036488522,"sign_change"
21427.5562078907,"sign_change"
21723.0467215006,"sign_change"
22250.0857775821,"sign_change"
23163.6858549086,"sign_change"
24340.3663952686,"sign_change"
25114.2465970464,"sign_change"
26113.2921721841,"sign_change"
27334.5878273181,"sign_change"
27870.8571694778,"sign_change"
28239.9214617733,"sign_change"
28458.7646596592,"sign_change"
28625.7560824958,"sign_change"
28717.7888746792,"sign_change"
29987.2315244995,"sign_change"
30177.7418555083,"sign_change"
31744.1804499531,"sign_change"
