"feature_id","gene_symbol","lfc_shrunk","empirical_p","padj","HBFSS","hc_pass","weak_cnh_pass","strong_cnh_pass","standard_pass","hbfss_pass","plot_class","overlap_standard_hbfss"
"20","-",-6.43248676746559e-07,0.116892589686358,0.999931476033651,5.99644791382147e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"25","-",-3.68743813711575e-07,0.81744798806043,0.999931476033651,3.22797857875071e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"31","Pcmt1",-1.00480262023864e-06,0.607688451459599,0.999931476033651,2.17357915016068e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"89","Tab2",3.79995340107546e-06,0.208989848984725,0.999931476033651,2.58349258837919e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"90","Tab2",-1.22523449024261e-06,0.381230361067017,0.999931476033651,5.13143543934018e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"143","Ust",3.57453109920457e-08,0.966978518884346,0.999931476033651,5.21280072779266e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"214","LOC365036",-3.07004548092572e-07,0.263343031117617,0.999931476033651,1.77902433694479e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"304","Sash1",-5.74268263973494e-07,0.113065917260594,0.999931476033651,5.4364155525557e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"576","-",3.39441143967969e-07,0.457112619769584,0.999931476033651,1.15402110088715e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"615","-",3.13800770646508e-07,0.216277745822082,0.999931476033651,2.08673798821487e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"672","-",-2.80168403410972e-07,0.430171922507681,0.999931476033651,1.026419190138e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"673","-",-1.15796149557416e-07,0.667301782123803,0.999931476033651,2.03428029951119e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"708","-",-2.17195192210798e-07,0.552961782800213,0.999931476033651,5.58853835914545e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"774","-",3.71476456863524e-08,0.966781021159917,0.999931476033651,5.45025940899676e-10,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"829","-",-2.82396243860709e-07,0.593789966093773,0.999931476033651,6.39252315994725e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"833","Stxbp5",3.7654582864486e-07,0.557499568463039,0.999931476033651,9.55505616340192e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"842","Stxbp5",-5.75340658557423e-07,0.801521583704963,0.999931476033651,5.52814796191754e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"845","Stxbp5",-2.49220431508703e-07,0.66893656145283,0.999931476033651,4.35176422367565e-08,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"964","-",-5.71512548718532e-08,0.810337957678085,0.999931476033651,5.21984228160524e-09,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"969","LOC120098778",-4.53986613931793e-07,0.589635433064845,0.999931476033651,1.04151986524863e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"984","Grm1",-1.28881724673359e-07,0.93322492666538,0.999931476033651,3.86821350334989e-09,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"986","Grm1",-5.76221764108332e-07,0.286434303050895,0.999931476033651,3.12873996595232e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1110","Epm2a",6.14318247005893e-07,0.0212535435821068,0.999931476033651,1.02748944112101e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1132","-",-4.99654027471835e-07,0.436456339166825,0.999931476033651,1.79905026589106e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1137","Utrn",-1.50982170616245e-06,0.667476501079776,0.999931476033651,2.65070367157634e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
