"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_emp_ctrl","alpha_emp_trt","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"20",0.0102210800372854,0.0114226561188593,1904,1498,5.2,10.2,27.7,61.7,0.832100591715976,0.495001922337563,4.32692307692308,5.04901960784314,1.46485668362299,1.61919408737947,"-"
"25",0.00163598604151344,0.0028824400425799,26522,18501,11.6,16.2,36.8,216.2,0.187277051129608,0.762078951379363,2.17241379310345,12.3456790123457,0.775838896405059,2.5133061243097,"-"
"31",0.00374660932297913,0.00337740071602611,18385,16828,24.2,28.6,104.7,122.3,0.13745645789222,0.114553278888943,3.32644628099174,3.27622377622378,1.20190455126188,1.18669147141857,"Pcmt1"
"35",0.00318613938047224,0.000200513698626897,21308,28979,107,88.2,2826.5,1177.7,0.2375316621539,0.140052241607149,25.4158878504673,12.3526077097506,3.23537448440111,2.51386719137193,"Pcmt1"
"37",0.00316462272990966,0.00599267801848494,21445,8644,123.4,77,2314.8,1711.5,0.143910120859809,0.275678866587957,17.7585089141005,21.2272727272727,2.87686477650001,3.05528680431058,"Pcmt1"
"38",0.00429550436317571,0.00248885729145701,15660,20115,53.2,27.8,1407.7,135.7,0.478581321725366,0.139614926763625,25.4605263157895,3.88129496402878,3.23712926517755,1.3561688515675,"Pcmt1"
"89",0.0026851248748728,0.000572046493689407,23447,27617,47.2,40.4,765.7,359.3,0.322509695489802,0.195385256347417,15.2224576271186,7.89356435643565,2.72277181292757,2.06604778904891,"Tab2"
"90",0.0156230566478099,0.00231812130051351,62,20639,22.6,9.4,518.3,13.8,0.970514527370976,0.0497962879130828,21.9336283185841,0.468085106382979,3.08802099874829,-0.759105148351743,"Tab2"
"143",0.00334373250848922,0.00427073280788501,20693,13289,9.2,21.8,51.2,645.7,0.496219281663516,1.31281036949752,4.56521739130435,28.6192660550459,1.51846613422837,3.3540801293217,"Ust"
"214",0.00210721148294752,0.00367631451201577,25207,15486,2.8,0.6,8.7,1.8,0.752551020408163,3.33333333333333,2.10714285714286,2,0.745332933730516,0.693147180559946,"LOC365036"
"224",0.00381876759373675,0.000424110598541999,17963,28115,48.6,37.6,567.8,20.3,0.219817439753425,-0.012236871887732,10.6831275720165,-0.460106382978723,2.36866563448343,NA,"Sash1"
"304",0.00336204617703886,0,20380,30210,0.6,0,1.8,0,3.33333333333333,NA,2,NA,0.693147180559946,NA,"Sash1"
"576",0.00101826045613676,0.00670600568198755,28007,7094,3.2,2.6,13.7,6.8,1.025390625,0.621301775147929,3.28125,1.61538461538461,1.1882244473578,0.479573080261886,"-"
"615",0,0.00218419673896333,30655,21229,0,0.6,0,1.8,NA,3.33333333333333,NA,2,NA,0.693147180559946,"-"
"672",0.000294507581604037,0,29789,30211,1,0,5,0,4,NA,4,NA,1.38629436111989,NA,"-"
"673",0.002822354224712,0.0041580061024171,22951,13867,5.8,2.6,46.7,33.8,1.21581450653983,4.61538461538461,7.05172413793104,12,1.95327214549638,2.484906649788,"-"
"708",0.00310863694417156,0.0110170517442821,21717,1771,6.4,3.4,39.3,12.8,0.80322265625,0.813148788927336,5.140625,2.76470588235294,1.6371746674057,1.01693425765384,"-"
"774",0.00383594391402299,0.00715830542041622,17897,6428,9.8,5.8,19.2,22.7,0.0978758850478967,0.502378121284185,0.959183673469387,2.91379310344828,-0.0416726964005683,1.06945570437665,"-"
"829",0.00368944771540966,0.0132632975702063,18658,639,1.6,4.4,4.8,22.3,1.25,0.924586776859504,2,4.06818181818182,0.693147180559945,1.40319617192249,"-"
"833",0.00340577945591951,0.00463915471110804,19955,12407,0.6,3.6,1.8,64.8,3.33333333333333,4.72222222222222,2,17,0.693147180559946,2.83321334405622,"Stxbp5"
"842",0.00539381334407285,0.00519472096507158,10917,10800,21.4,16.2,240.8,181.7,0.479081142457857,0.630620332266423,10.2523364485981,10.216049382716,2.32750562581332,2.32395995257878,"Stxbp5"
"845",0.00775604562546072,0,5132,30212,5.6,0,25.3,0,0.628188775510204,NA,3.51785714285714,NA,1.25785203800284,NA,"Stxbp5"
"926",0.00311127187431547,0,21696,30213,1.6,0,5.3,0,1.4453125,NA,2.3125,NA,0.838329190404443,NA,"-"
"964",0.00455275369011839,0.00456492300345268,14386,12606,1.8,6.4,7.2,77.3,1.66666666666667,1.73095703125,3,11.078125,1.09861228866811,2.40497244317246,"-"
"969",0.0106138162288367,0.0052696811452683,1565,10623,5.2,1.6,70.7,5.3,2.42233727810651,1.4453125,12.5961538461538,2.3125,2.53339151705382,0.838329190404443,"LOC120098778"
"984",0.00900824231970384,0.00329068887435825,3327,17071,11.6,7.2,85.3,23.7,0.547711058263971,0.318287037037037,6.35344827586207,2.29166666666667,1.84899770108297,0.829279354884525,"Grm1"
"986",0.0075154089851463,0.00215598348464457,5518,21513,3,3.4,9,8.3,0.666666666666667,0.423875432525952,2,1.44117647058824,0.693147180559945,0.365459773494465,"Grm1"
"1106",0.00690218878933385,0.0118478006544705,6742,1239,22.2,13.4,268.7,113.3,0.500162324486649,0.556359991089329,11.1036036036036,7.45522388059701,2.40726970460451,2.00891497869764,"-"
"1110",0.00390321473738759,0,17504,30214,0.8,0,3.2,0,3.75,NA,3,NA,1.09861228866811,NA,"Epm2a"
"1132",0.0103761056714521,0.00493470092810502,1796,11453,3,2.2,18,4.7,1.66666666666667,0.516528925619835,5,1.13636363636364,1.6094379124341,0.127833371509885,"-"
"1137",0.00392441303896822,0.00315883910816581,17405,17490,68.4,45.8,809.3,165.7,0.15836069217879,0.0571594744570088,10.8318713450292,2.617903930131,2.38249283879411,0.962373970913329,"Utrn"
"1138",0.0052230848320897,0.00284035715974377,11556,18627,3.4,3.4,21.8,12.3,1.5916955017301,0.769896193771626,5.41176470588235,2.61764705882353,1.68857523299282,0.962275845115978,"Utrn"
"1272",0.00126662581272454,0.011511749716636,27422,1448,11.4,8.8,73.3,46.7,0.476300400123115,0.489411157024793,5.42982456140351,4.30681818181818,1.6919068242901,1.46019939060422,"-"
"1282",0.0065966602672177,0.00157951517021803,7421,23683,8,10.4,39.5,44.3,0.4921875,0.313424556213018,3.9375,3.25961538461538,1.37054600415175,1.18160920823908,"Ltv1"
"1293",0.00735769248924995,0.0082514688452955,5805,4786,8.4,7.6,30.3,51.3,0.310374149659864,0.756578947368421,2.60714285714286,5.75,0.958254930973187,1.74919985480926,"Phactr2"
"1295",0.00406811527015535,0.000804594126099183,16610,26751,18.4,10.6,198.8,15.3,0.532844990548204,0.0418298326806693,9.80434782608696,0.443396226415094,2.28282594301358,-0.813291492402008,"Phactr2"
"1345",0.0044019545768107,0.00853647449927692,14977,4310,0.8,5.2,3.2,23.7,3.75,0.684171597633136,3,3.55769230769231,1.09861228866811,1.2691121064969,"Pex3"
"1346",0.00509536062798312,0.00321317697324136,12116,17348,19.2,10.2,85.7,34.7,0.180392795138889,0.235486351403306,3.46354166666667,2.40196078431373,1.24229166862807,0.876285397260456,"Pex3"
"1367",0.00472516328336235,0.000609588837340774,13656,27474,282.8,190.2,17375.7,5407.2,0.213725795190147,0.14421147256582,60.4416548797737,27.4290220820189,4.10167851756864,3.3116016529111,"Aig1"
"1369",0.00258158086875597,0.00190587399183797,23794,22373,11.6,3.8,106.3,17.2,0.703775267538645,0.92797783933518,8.16379310344828,3.52631578947368,2.09970890207971,1.26025364022453,"Aig1"
"1473",6.19926869510731e-05,0.00890175292071928,30545,3830,8,4.8,3.5,31.7,-0.0703125,1.16753472222222,-0.5625,5.60416666666667,NA,1.72351036869395,"Adgrg6"
"1501",0.00254366280852049,0.00113012437577536,23928,25530,13.8,12.8,37.7,21.7,0.125498844780508,0.0543212890625,1.73188405797101,0.6953125,0.549209866774306,-0.363393894187477,"Vta1"
"1540",0.00548671459506086,0.00651209031078991,10547,7416,7.8,27.8,49.7,555.7,0.688691650230112,0.683065058744372,5.37179487179487,18.9892086330935,1.68116209323255,2.94387085113298,"-"
"1576",0,0.00973786460758472,30656,2920,0,2.4,0,5.3,NA,0.503472222222222,NA,1.20833333333333,NA,0.189241999638528,"-"
"1579",0.00583011350972861,0.0134837001800637,9467,570,5.4,12.8,23.3,234.7,0.613854595336077,1.3543701171875,3.31481481481481,17.3359375,1.19840175927648,2.85278165901298,"-"
"1634",0.00517562013426724,0.00264196342336885,11708,19370,134.4,108.2,4854.8,703.7,0.2613245819161,0.0508659598675691,35.1220238095238,5.50369685767098,3.55882839266254,1.70542002238297,"Heca"
"1655",0.00116748488609563,0.00664269137394855,27670,7194,83,37.4,2528.5,812.3,0.35498620989984,0.553990677457176,29.4638554216867,20.7192513368984,3.38316427218281,3.03106328434942,"Abracl"
"1656",0.00366299602618397,0.00435408824338762,18796,13105,10.2,7.6,83.7,22.3,0.706459054209919,0.254501385041551,7.20588235294118,1.93421052631579,1.97489768592857,0.659699246492405,"Abracl"
"1683",0.00157257380345437,0.00714359738838269,26717,6452,21.2,35.6,119.2,537.3,0.218049127803489,0.395862264865547,4.62264150943396,14.0926966292135,1.53096629699261,2.64565669363222,"Ccdc28a"
