"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"90347","Ywhae",1,0.033963158208265,260.2,130268.7,1.92024729986571,499.648347425058,6.21390454583722,5.56145056607841,0.652453979758814
"77636","Dusp3",2,0.0301623744386928,97,22202,2.34934637049633,227.886597938144,5.42884812775696,4.57471097850338,0.854137149253578
"49798","Pgm2l1",3,0.025655753164433,40,3200,1.975,79,4.36944785246702,3.68887945411394,0.680568398353085
"386531","LOC120102252",4,0.0233474012011672,37,4279,3.09861212563915,114.648648648649,4.7418722224804,3.61091791264422,1.13095430983618
"178462","Nefm",5,0.0230988827502067,65,14201.5,3.34591715976331,217.484615384615,5.38212811416314,4.17438726989564,1.20774084426751
"73573","Psmd11",6,0.0223404339386574,26.8,801.2,1.07819113388282,28.8955223880597,3.36368664844556,3.28840188751681,0.0752847609287453
"324904","Zeb2",7,0.0220678131717123,26.8,939.2,1.2703274671419,34.044776119403,3.52767660289342,3.28840188751681,0.239274715376611
"140286","LOC100910850",8,0.021887375122198,24.6,798.3,1.27850485821931,31.4512195121951,3.44843775861709,3.20274644293832,0.245691315678774
"433694","Stk40",9,0.0212525035259725,18.6,586.8,1.64238640305238,30.5483870967742,3.41931188870093,2.92316158071916,0.496150307981776
"506428","Rnf214",10,0.0211952586601947,18.2,699.2,2.05591112184519,37.4175824175824,3.62214071206676,2.90142159408275,0.720719117984013
"426214","-",11,0.0210747208861,30,1413.5,1.53722222222222,46.1166666666667,3.83117441756483,3.40119738166216,0.42997703590267
"205134","Ccdc124",12,0.0208090863203582,47,9047.5,4.07446808510638,191.5,5.2548878086207,3.85014760171006,1.40474020691064
"247243","Ldlrad4",13,0.0205429103195364,15.4,447.8,1.82324169337156,28.0779220779221,3.33498357634547,2.73436750941958,0.600616066925886
"523232","-",14,0.0204149704829052,32.6,5073.8,4.7434980616508,154.638036809816,5.04108713959067,3.48431228837266,1.55677485121801
"386526","LOC120102252",15,0.0204070155831595,27.6,1031.3,1.3176065952531,36.3659420289855,3.59363267809665,3.3178157727231,0.275816905373546
"416922","-",16,0.0204046084275767,18.2,921.2,2.72612003381234,49.6153846153846,3.90430095933424,2.90142159408275,1.00287936525149
"546046","Hsp90ab1",17,0.0202446534523514,16.2,628.2,2.33196159122085,37.7777777777778,3.63172104027399,2.78501124223834,0.846709798035649
"546051","Hsp90ab1",18,0.0199479618523293,14.6,504.8,2.29968099080503,33.5753424657534,3.51379194237972,2.68102152871429,0.832770413665431
"415650","Taf12",19,0.0198795168972233,15,431,1.84888888888889,27.7333333333333,3.32263505915905,2.70805020110221,0.614584858056843
"229213","-",20,0.0198577452746885,30.4,3632.3,3.89748528393352,118.483552631579,4.7747741545841,3.41444260841218,1.36033154617192
"174560","-",21,0.0197005455943922,15.2,324.7,1.33959487534626,20.3618421052632,3.01366266427242,2.72129542785223,0.292367236420189
