"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,6197.83106062942,4754.66337008084,6197.83106062942,5476.24721535513,476.247215355128,1443.16769054858,0.80515285153155,FALSE
