"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,5929.02824530387,4219.43283488189,5929.02824530387,5074.23054009288,74.2305400928817,1709.59541042198,0.799538576898416,FALSE
