"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
25,26,25.8627749061742,1.63330903269448e-10,-2.59779211998464e-11,"pos_to_neg",0
347,348,347.379476841772,-3.11457577352491e-10,5.09297586250526e-10,"neg_to_pos",0
1842,1843,1842.78635307351,3.18862540574882e-08,-8.663284224325e-09,"pos_to_neg",0.145456284456529
3243,3244,3243.59237172646,-4.22837409718076e-09,2.90966762269497e-09,"neg_to_pos",0.387204186412908
4246,4247,4246.3818177517,1.79833941203457e-09,-2.91160244901285e-09,"pos_to_neg",0.37834467894713
4754,4755,4754.66337008084,-2.6236448708423e-09,1.33137955160668e-09,"neg_to_pos",0.352249322398473
5031,5032,5031.80527017769,3.33031816309529e-09,-8.05335006924891e-10,"pos_to_neg",0.428512141796418
6197,6198,6197.83106062942,-2.16996522063764e-08,4.41114096358704e-09,"neg_to_pos",0.452903529133077
6868,6869,6868.18497086789,4.97504137489192e-09,-2.19213095562353e-08,"pos_to_neg",0.206228434422766
7552,7553,7552.5783435835,-9.17143704553623e-09,6.68667447703234e-09,"neg_to_pos",0.305557243820432
7558,7559,7558.02247398554,1.25960092311152e-10,-5.478746384515e-09,"pos_to_neg",0.305557243820432
7868,7869,7868.77067663498,-2.22826970554625e-08,6.63046320402891e-09,"neg_to_pos",0.47736800519053
8414,8415,8414.73742382012,1.31567925513197e-08,-4.68476910200616e-09,"pos_to_neg",0.381070896243886
9045,9046,9045.55241859193,-5.21886746344361e-09,4.22843851001894e-09,"neg_to_pos",0.444316567082768
9580,9581,9580.37878762661,2.72278600553355e-09,-4.46537383464075e-09,"pos_to_neg",0.505536138592697
11262,11263,11262.9201499859,-4.82662779964993e-09,4.18851604165165e-10,"neg_to_pos",0.41458235461875
12366,12367,12366.7426104631,1.03196960246627e-08,-3.57681707011351e-09,"pos_to_neg",0.454480569622517
13126,13127,13126.5360815027,-9.19474689771433e-09,7.95702359052031e-09,"neg_to_pos",0.530886776575123
13711,13712,13711.5382023735,9.62649028198047e-09,-8.25988621136925e-09,"pos_to_neg",0.544043959699038
14241,14242,14241.8642000093,-3.00893589488997e-09,4.72822798215076e-10,"neg_to_pos",0.376137527623718
14378,14379,14378.9931475083,7.83389908882304e-09,-5.40521198201302e-11,"pos_to_neg",0.401690863330957
15498,15499,15498.7998873744,-6.39009183215814e-09,1.59864762887659e-09,"neg_to_pos",0.491254008045181
16588,16589,16588.7695632242,9.47900120378346e-09,-2.83837689541814e-09,"pos_to_neg",0.35457654874421
17499,17500,17499.0120097742,-2.57807754315441e-10,2.12086869236815e-08,"neg_to_pos",0.402566400197431
18222,18223,18222.4594373364,7.12788043531865e-09,-8.38648870890276e-09,"pos_to_neg",0.502465227968881
19578,19579,19578.1215695227,-1.88002359040844e-09,1.35845727032165e-08,"neg_to_pos",0.516627952778823
20008,20009,20008.9862232609,1.58855387528929e-08,-2.21908093509912e-10,"pos_to_neg",0.536465866801275
20828,20829,20828.7662388884,-1.46554896081634e-08,4.47103846394468e-09,"neg_to_pos",0.443628405764857
21512,21513,21512.9209326415,1.85759409462354e-08,-1.59485125757461e-09,"pos_to_neg",0.439697261694368
22798,22799,22798.4858102551,-6.79338704644347e-09,7.1902351085289e-09,"neg_to_pos",0.376243372221003
22858,22859,22858.4585955634,2.43686299176493e-09,-2.87688878954473e-09,"pos_to_neg",0.305557243820432
23394,23395,23394.4298043413,-6.00773802485769e-09,7.97010595563411e-09,"neg_to_pos",0.508176847523066
24045,24046,24045.1205881756,2.78967250220496e-09,-2.034420847686e-08,"pos_to_neg",0.470126628696642
25089,25090,25089.3996171118,-5.1885282678037e-09,7.79522071110009e-09,"neg_to_pos",0.456324948250381
26002,26003,26002.3160216984,1.16676786717403e-09,-2.52528199269835e-09,"pos_to_neg",0.327272362824219
26313,26314,26313.4382602953,-1.69914258043605e-09,2.17787434017252e-09,"neg_to_pos",0.396332010436757
26388,26389,26388.6481590441,4.32285625539237e-09,-2.34658127621419e-09,"pos_to_neg",0.381070896243886
27049,27050,27049.0073950324,-6.60323135766199e-11,8.86324747326551e-09,"neg_to_pos",0.485442954826158
28083,28084,28083.0041090201,7.3057125160425e-12,-1.77066380929989e-09,"pos_to_neg",0.33094847748354
28719,28720,28719.9009915695,-3.21767472508517e-09,3.5358480043355e-10,"neg_to_pos",0.397024773848956
29194,29195,29194.9869791047,2.20232951300706e-09,-2.90546190567687e-11,"pos_to_neg",0.453709612605792
29770,29771,29770.5709642432,-1.35103975043163e-09,1.0152025608674e-09,"neg_to_pos",0.484636913947512
31739,31740,31739.7998523612,6.7278035568137e-09,-1.68350318299485e-09,"pos_to_neg",0.980221569691973
