"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu","var_smooth","d1_sm","d2_sm","nb2_smooth","nb_gap_smooth","alpha_mu_smooth","combined_nb_support"
"5091","Prkn",1,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0957405165821791,0.0056511984827672,-1.76808898095532e-08,0,0,NA,0
"7312","Lair1",2,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0900893269402606,0.00565118080066604,-1.7683312508416e-08,0,0,NA,0
"7636","Peli1-ps1",3,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0844381549816545,0.00565116311614218,-1.76857352072787e-08,0,0,NA,0
"7955","Fkrp",4,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0787870007087837,0.00565114542919563,-1.76881579061415e-08,0,0,NA,0
"9908","Psenen",5,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0731358641240709,0.00565112773982637,-1.76905806050042e-08,0,0,NA,0
"12336","Cyfip1",6,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0674847452299386,0.00565111004803442,-1.7693003303867e-08,0,0,NA,0
"15183","-",7,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0618336440288096,0.00565109235381976,-1.76954260027297e-08,0,0,NA,0
"17644","-",8,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0561825605231066,0.00565107465718241,-1.76978487015925e-08,0,0,NA,0
"19727","Dennd2b",9,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0505314947152524,0.00565105695812236,-1.77002714004552e-08,0,0,NA,0
"24391","Ccnd1",10,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0448804466076695,0.00565103925663961,-1.7702694099318e-08,0,0,NA,0
"24944","Npas4",11,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0392294162027807,0.00565102155273416,-1.77051167981807e-08,0,0,NA,0
"30561","Sorcs1",12,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0335784035030087,0.00565100384640601,-1.77075394970435e-08,0,0,NA,0
"32323","Plagl1",13,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0279274085107762,0.00565098613765517,-1.77099621959062e-08,0,0,NA,0
"37050","Sft2d1",14,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.022276431228506,0.00565096842648162,-1.7712384894769e-08,0,0,NA,0
"38204","Peg3",15,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0166254716586206,0.00565095071288538,-1.77148075936317e-08,0,0,NA,0
"38230","Peg3",16,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.0109745298035428,0.00565093299686643,-1.77172302924945e-08,0,0,NA,0
"38281","Zfp583",17,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.00532360566569526,0.00565091527842479,-1.77196529913572e-08,0,0,NA,0
"41100","U2af1l4",18,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.000327300752499231,0.00565089755756045,-1.772207569022e-08,0,0,NA,0
"44116","Ube3a",19,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0059781894486181,0.00565087983427341,-1.77244983890827e-08,0,0,NA,0
"45293","-",20,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0116290604202385,0.00565086210856367,-1.77269210879455e-08,0,0,NA,0
"49195","-",21,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0172799136649378,0.00565084438043124,-1.77293437868082e-08,0,0,NA,0
"49779","Pgm2l1",22,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0229307491802934,0.0056508266498761,-1.7731766485671e-08,0,0,NA,0
"50560","-",23,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0285815669638825,0.00565080891689826,-1.77341891845337e-08,0,0,NA,0
"54742","Ppp2r2d",24,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0342323670132824,0.00565079118149773,-1.77366118833965e-08,0,0,NA,0
"55981","Sptbn2",25,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0398831493260704,0.0056507734436745,-1.77390345822592e-08,0,0,NA,0
"56261","LOC120097382",26,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0455339138998238,0.00565075570342857,-1.7741457281122e-08,0,0,NA,0
"57848","LOC102554959",27,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.05118466073212,0.00565073796075993,-1.77438799799847e-08,0,0,NA,0
"59667","-",28,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0568353898205361,0.00565072021566861,-1.77463026788475e-08,0,0,NA,0
"59804","Tnks2",29,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0624861011626496,0.00565070246815458,-1.77487253777102e-08,0,0,NA,0
"62174","Vti1a",30,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0681367947560377,0.00565068471821785,-1.77511480765729e-08,0,0,NA,0
"62330","Tcf7l2",31,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0737874705982777,0.00565066696585842,-1.77535707754357e-08,0,0,NA,0
"66062","Nsg2",32,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.079438128686947,0.0056506492110763,-1.77559934742984e-08,0,0,NA,0
"70033","Shmt1",33,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0850887690196228,0.00565063145387148,-1.77584161731612e-08,0,0,NA,0
"71027","Myh8",34,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0907393915938824,0.00565061369424395,-1.77608388720239e-08,0,0,NA,0
"71677","-",35,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.0963899964073031,0.00565059593219373,-1.77632615708867e-08,0,0,NA,0
"71688","Pelp1",36,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.102040583457462,0.00565057816772081,-1.77656842697494e-08,0,0,NA,0
"71789","-",37,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.107691152741937,0.00565056040082519,-1.77681069686122e-08,0,0,NA,0
"71934","Pitpnm3",38,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.113341704258305,0.00565054263150687,-1.77705296674749e-08,0,0,NA,0
"76292","Ttll6",39,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.118992238004143,0.00565052485976586,-1.77729523663377e-08,0,0,NA,0
"77109","Krt15",40,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.124642753977029,0.00565050708560214,-1.77753750652076e-08,0,0,NA,0
"78544","Tanc2",41,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.13029325217454,0.00565048930901573,-1.77777977640632e-08,0,0,NA,0
"79891","Fam104a",42,0,0,0,NA,0,0,NA,0,0,0,0,NA,0.135943732594253,0.00565047153000661,-1.77802204629259e-08,0,0,NA,0
