"comparison","group","manual_leading_edge_n","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","pre_cutoff_size","post_cutoff_size","pre_cutoff_median_log_nb2","post_cutoff_median_log_nb2","post_minus_pre_log_nb2","pre_cutoff_median_nb2_nb1_contrast","post_cutoff_median_nb2_nb1_contrast","post_minus_pre_nb2_nb1_contrast","pre_cutoff_median_log_alpha_mu","post_cutoff_median_log_alpha_mu","post_minus_pre_log_alpha_mu","pre_cutoff_mean_combined_nb_support","post_cutoff_mean_combined_nb_support","post_minus_pre_mean_combined_nb_support","post_cutoff_more_nb2","selection_mode"
"RT4_ZT10","control",5000,5000,6197.83106062942,4754.66337008084,6197.83106062942,4999,26758,2.99071973173045,3.10009228887823,0.109372557147787,0.422414666421937,1.01341341846811,0.590998752046168,0.964276796441485,1.19737359011015,0.233096793668666,0.252996243271835,0.442869514125416,0.189873270853581,TRUE,"manual_5000_local_pair"
"RT4_ZT10","treatment",5000,5000,5929.02824530387,4219.43283488189,5929.02824530387,4999,26758,3.17387845893747,5.02650864325255,1.85263018431508,1.09861228866811,2.17692537286529,1.07831308419718,1.32267243052315,2.2553322081435,0.93265977762035,0.332968432163807,0.712420250077368,0.379451817913561,TRUE,"manual_5000_local_pair"
