"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
1591,1592,1591.07888237328,-1.62659102165339e-10,1.89938714975566e-09,"neg_to_pos",0.369179574601116
2348,2349,2348.17288096643,2.67687310023e-10,-1.28070356004832e-09,"pos_to_neg",0.316630680303213
2662,2663,2662.34634834329,-1.28072362041722e-09,2.41706689949638e-09,"neg_to_pos",0.386528327368366
2956,2957,2956.10549982309,2.91078565474866e-10,-2.46796459646864e-09,"pos_to_neg",0.358233794520621
3640,3641,3640.15100051854,-2.14722561523811e-09,1.20727627400873e-08,"neg_to_pos",0.412534001726476
3910,3911,3910.46840065006,6.27397465254123e-09,-7.12048722903823e-09,"pos_to_neg",0.417961609065798
4219,4220,4219.43283488189,-6.86405831136865e-09,8.99431770814831e-09,"neg_to_pos",0.404310197254079
5034,5035,5034.74317450505,9.73990292480107e-09,-3.36590581669452e-09,"pos_to_neg",0.486458965870202
5222,5223,5222.17378303264,-9.04021602101771e-10,4.29799143904642e-09,"neg_to_pos",0.466493185006242
5537,5538,5537.76026857281,8.65278905973685e-09,-2.72843774505506e-09,"pos_to_neg",0.423688711238729
5929,5930,5929.02824530387,-3.98577732736709e-10,1.37127143435873e-08,"neg_to_pos",0.395228379644337
6302,6303,6302.98808254418,7.42885388230221e-09,-8.96008520988047e-11,"pos_to_neg",0.397805787742285
6849,6850,6849.79942225158,-4.55508859859191e-09,1.14288714527527e-09,"neg_to_pos",0.481547127308246
7291,7292,7291.97516208519,3.49974635924275e-09,-8.91404652008686e-11,"pos_to_neg",0.547500337745705
7610,7611,7610.30133471655,-1.78713171643133e-09,4.14358790614153e-09,"neg_to_pos",0.545253179953266
7883,7884,7883.08523013962,5.31562481509397e-10,-5.70522750709755e-09,"pos_to_neg",0.51280700569206
8263,8264,8263.56742366055,-5.3121777303603e-09,4.04974722921913e-09,"neg_to_pos",0.606327031402727
8831,8832,8831.65418976493,3.92874333226179e-09,-2.07676690785364e-09,"pos_to_neg",0.649511780222345
9983,9984,9983.01367051937,-7.54775791070655e-11,5.44571565803458e-09,"neg_to_pos",0.63512541028163
11040,11041,11040.2845498477,2.81633422347516e-09,-7.0811731755584e-09,"pos_to_neg",0.806623282874484
11912,11913,11912.0503123778,-1.18438397022949e-10,2.23562241886883e-09,"neg_to_pos",0.771881816792664
12686,12687,12686.0289394423,3.0216594537313e-10,-1.01391529289679e-08,"pos_to_neg",0.778721076882798
13332,13333,13332.7911063592,-4.59531204569968e-09,1.21340380172828e-09,"neg_to_pos",0.793494678173208
13608,13609,13608.9257705118,4.73164067328638e-09,-3.79389126435694e-10,"pos_to_neg",0.77081594901519
14192,14193,14192.0636680553,-5.97320972419925e-10,8.78447920481086e-09,"neg_to_pos",0.828578187658567
14726,14727,14726.2446436703,3.09433103520861e-09,-9.55398735872127e-09,"pos_to_neg",0.869109715801568
15829,15830,15829.8492069845,-6.84622758328843e-09,1.21567924044229e-09,"neg_to_pos",0.944948501935607
16335,16336,16335.1433809511,1.16802931475635e-09,-6.97830606626829e-09,"pos_to_neg",0.889640765702219
17094,17095,17094.5274144774,-2.73416512881783e-09,2.4499267874055e-09,"neg_to_pos",0.815098556538953
18328,18329,18328.8302502252,3.1028587582453e-09,-6.34398593715018e-10,"pos_to_neg",0.880003464624666
18362,18363,18362.3276891639,-1.14281974646364e-09,2.34469181110209e-09,"neg_to_pos",0.866077104886827
18693,18694,18693.7036477066,3.6316908701786e-09,-1.52954370228095e-09,"pos_to_neg",0.788333251097306
19498,19499,19498.8196285213,-1.81996312106805e-09,4.00510024583763e-10,"neg_to_pos",0.841904784456454
19806,19807,19806.953320518,7.65129743685887e-10,-3.74646925596289e-11,"pos_to_neg",0.80420983375563
19925,19926,19925.0052384931,-8.85528159239332e-12,1.68157009500255e-09,"neg_to_pos",0.728985317558671
20817,20818,20817.4327428855,2.06022613484101e-09,-2.70062887613525e-09,"pos_to_neg",0.649670598480512
21279,21280,21279.4389005411,-1.21385078230638e-09,1.55181175108259e-09,"neg_to_pos",0.749273535096209
22666,22667,22666.2375678273,1.73898177788103e-09,-5.58095627037697e-09,"pos_to_neg",0.750235653547503
23500,23501,23500.0948187398,-3.95298460702589e-10,3.77369241110818e-09,"neg_to_pos",0.726131876370168
23765,23766,23765.7406722906,2.27407232581644e-09,-7.96209031612396e-10,"pos_to_neg",0.798085747371973
24314,24315,24314.9392799044,-7.40703208936953e-09,4.78830319465494e-10,"neg_to_pos",0.79086887839076
24654,24655,24654.412155473,2.22912339824783e-09,-3.17932934469637e-09,"pos_to_neg",0.753519814736033
25230,25231,25230.3542603857,-1.19171898012226e-09,2.17224444362916e-09,"neg_to_pos",0.603849224103666
26380,26381,26380.0046573335,5.53145692562495e-12,-1.18215606737948e-09,"pos_to_neg",0.648710594049759
27552,27553,27552.9119851055,-1.47484087698955e-09,1.42335618591267e-10,"neg_to_pos",0.63082603280873
29051,29052,29051.0292179149,2.90597310593764e-11,-9.6552633486577e-10,"pos_to_neg",0.677308151814662
29509,29510,29509.5053167501,-3.85814282281069e-10,3.776955008298e-10,"neg_to_pos",0.656031701955703
31741,31742,31741.9621168166,3.39666019923935e-09,-1.33742908323893e-10,"pos_to_neg",0.914288456412514
