"feature_id","gene_symbol","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5"
"157795","-",157,331,186,0,0,0,3,0,148,4
"56517","LOC689961",0,0,35,71,88,110,70,98,0,115
"129813","Tctn1",21,64,46,0,0,0,102,16,32,67
"22582","Plpp4",28,38,60,0,0,0,18,0,29,0
"576013","Slc25a5",0,3,0,20,24,42,6,24,0,53
"158772","Tmem128",4,32,25,0,0,0,37,0,11,20
"359327","-",3,87,52,0,0,0,13,0,25,0
"410853","-",70,224,47,0,4,3,54,3,105,10
"534198","-",75,89,53,0,0,0,0,0,55,0
"484764","Tuba1a",3,102,130,11,0,143,36,135,9,15
"96223","Cacng5",46,36,102,14,0,138,29,146,9,28
"359012","Ncoa3",7,21,21,0,0,0,20,3,29,13
"462674","Smoc1",23,23,27,4,0,0,34,0,7,16
"286858","Arsb",0,5,7,18,26,0,15,0,13,24
"435225","Dhdds",0,5,0,7,23,36,3,11,0,40
"330460","Trim44",6,31,52,0,0,30,38,56,0,48
"71209","Vamp2",18,587,9,0,0,22,24,0,147,28
"47837","Dlg2",4,0,4,6,33,0,14,0,10,11
"116600","Abcc5",0,16,57,0,0,44,0,68,0,0
"232872","Garem1",10,35,32,0,0,0,6,0,14,4
"60409","Zfyve27",0,39,24,0,0,0,43,0,33,9
"457865","-",84,59,45,3,0,0,0,0,42,0
"126860","Agfg2",11,44,25,10,0,0,46,6,28,24
"188598","Xkr6",12,25,21,0,0,0,8,0,20,0
"189200","Nefl",15,24,47,0,0,0,8,3,18,23
"38383","Isoc2b",19,40,30,11,0,0,28,3,15,17
"278072","Otud7b",7,32,31,0,0,0,9,0,17,0
"424073","LOC688867",48,109,22,0,0,0,8,0,6,15
"60297","Lcor",8,6,21,0,0,12,0,12,0,0
"24788","Pc",7,35,25,0,0,0,10,3,23,6
"451294","-",4,0,4,14,29,17,0,9,0,27
"63946","Rbfox1",3,164,30,11,0,0,18,5,24,10
"381918","-",15,32,28,10,0,0,21,0,9,5
