"Comparison","Analysis","Human_TWAS","Rat_Ortholog","Ortholog_mapping_source","TWAS_Disorders","TWAS_n","TWAS_PAS_n","TWAS_APA","WTTS_PAS_n","WTTS_APA","WTTS_DE_PAS","Apeglm_LFC","Std","Strong","Weak","HBFSS","Ovlp","Support","Std_BH","Strong_BH","Weak_BH","EmpP","HBFSS_score"
"RT4_ZT10","RawEVS Rem","SF3B1","Sf3b1","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"549537",-1.30446356425322,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0314892383577189,1,0.931301293189031,0.0017772233561506,3.58761133754401
"RT4_ZT10","RawEVS Rem","SNX19","Snx19","babelgene","ADHD(1), BIP(1), SCZ(3)",5,1,FALSE,3,TRUE,"519450",-1.18097420358296,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0219794164297553,1,0.889091045968472,0.00109311222560438,3.49726053655275
"RT4_ZT10","RawEVS Rem","SPG7","Spg7","babelgene","SCZ(2)",2,2,TRUE,3,TRUE,"261774",2.16507167110129,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0188567094732572,1,0.999999988332186,0.000860826991835317,6.63612680610183
"RT4_ZT10","RawEVS Rem","TMA7","Tma7","babelgene","DEP(20)",20,2,TRUE,1,FALSE,"515030",0.815839893863639,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.168327050324291,1,0.726192341871385,0.0180784384156476,1.42187765482079
"RT4_ZT10","RawEVS Rem","WAC","Wac","babelgene","BIP(1)",1,1,FALSE,4,TRUE,"218787",-1.51056969586488,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0130276248661809,1,0.971695820070807,0.00055176990332928,4.92180161506591
"RT4_ZT10","RawEVS Rem","XRN2","Xrn2","babelgene","ASD(12)",12,2,TRUE,4,TRUE,"355829",-1.61580954446423,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.107554747113184,1,NA,0.00917470356882233,3.29206322569702
"RT4_ZT10","RawEVS Rem","ZDHHC24","Zdhhc24","babelgene","BIP(1)",1,1,FALSE,1,FALSE,"56025",1.11145985118159,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0283765781129594,1,0.85339666162325,0.00153020043838237,3.12903921101565
"RT4_ZT10","RawEVS Rem","ZMAT2","Zmat2","babelgene","BIP(3), DEP(3), MDD(1), PTSD(3), SCZ(7)",17,2,TRUE,6,TRUE,"243239",0.874588785034548,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.160940134499321,1,0.778731633373915,0.0168081807529348,1.551939686513
"RT8_ZT14","Original (No EVS)","MTRF1L","Mtrf1l","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"35839",2.0144153404568,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.290045885750701,1,0.984754350346001,4.93106064445303e-05,8.6762070438783
"RT8_ZT14","NormEVS Rem","MTRF1L","Mtrf1l","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"35839",2.22080852969291,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0134290820386184,1,0.996109729543909,1.91388966852557e-06,12.698767726296
"RT8_ZT14","NormEVS Rem","TUBA1C","Tuba1c","babelgene","ADHD(2)",2,2,TRUE,1,FALSE,"499915",-1.07069348540561,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.151211972346276,1,0.845164581256002,0.000502911763158087,3.53169124779339
"RT8_ZT14","NormEVS Rem","ZDHHC24","Zdhhc24","babelgene","BIP(1)",1,1,FALSE,1,FALSE,"56025",-0.93927165170148,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.150034532426812,1,0.77037641912001,0.000492106705005879,3.10705494156706
"RT8_ZT14","RawEVS Rem","MTRF1L","Mtrf1l","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"35839",2.19571570523876,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0637646317551175,1,0.995183678399726,2.32532181687617e-06,12.3696016070304
