"rank","feature_id","mu","empirical_variance","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","combined_nb_support","abs_pc1_loading"
221,"85944",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
222,"86225",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
223,"86259",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
224,"86562",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
225,"87637",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
226,"87977",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
227,"88122",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
228,"88327",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
229,"88336",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
230,"88480",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
231,"88624",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
232,"88722",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
233,"88837",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
234,"88968",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
235,"88976",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
236,"89083",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
237,"89508",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
238,"89941",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
239,"90388",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
240,"90491",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
241,"91651",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
242,"92046",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
243,"92424",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
244,"92585",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
245,"92782",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
246,"92978",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
247,"93917",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
248,"93955",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
249,"93993",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
250,"94265",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
251,"94375",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
252,"94464",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
253,"94939",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
254,"95599",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
255,"95976",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
256,"95980",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
257,"96153",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
258,"96247",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
259,"96871",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
260,"97129",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
261,"97235",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
262,"98043",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
263,"98062",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
264,"98747",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
265,"99255",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
266,"99665",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
267,"99942",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
268,"100675",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
269,"101373",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
270,"101706",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
271,"102694",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
272,"102882",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
273,"103239",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
274,"103397",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
275,"103403",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
276,"104046",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
277,"104291",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
278,"104828",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
279,"106953",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
280,"107036",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
