"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT2_ZT8","first_crossing_fallback","crossing_1",0.118928702737045,3646,0.11,0.12,0.145530805632742,-0.0174612996245312
