"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.005,155,77,233,0.0576945545417124,0.0674908347011961,1.56495705992097,0.514393130372624,113,202,77,233,157.5,155,0.170426507971417,0.18755051588017,157,0.0862861827459374,0.0298239010135625,2.5,0.285714285714286
0.01,310,232,388,0.0791872827364027,0.0916262464011437,1.47041541706783,0.452131463655824,337,388,331,388,362.5,359.5,0.216982622422077,0.225531973862899,157,0.1337403070439,0.047897616712936,3,0.25
0.015,465,387,543,0.0492814198922268,0.0488139496510521,1.36434442470769,0.403567197010301,543,484,476,543,513.5,509.5,0.178823163991066,0.216731501905669,157,0.0677106936886285,0.0158377832401119,4,0.2
0.02,620,542,698,0.0409998925450701,0.0502400094189511,1.32440287399203,0.464211743873636,574,657,542,698,615.5,620,0.21133166339901,0.254495710403045,157,0.0494257824131007,0.0169056829360337,4.5,0.181818181818182
0.025,775,697,853,0.0358554630286713,0.0276643739205961,1.28167375550806,0.404371947405531,697,763,729,838,730,783.5,0.23920196631703,0.255220430849076,157,0.0380673175638776,0,53.5,0.018348623853211
0.03,930,852,1008,0.0767318692917017,0.0862861474442931,1.30137882652905,0.405519858802425,1008,927,987,897,967.5,942,0.242379160496003,0.257683629668739,157,0.128318962031194,0.0438987029362612,25.5,0.0377358490566038
0.035,1086,1008,1164,0.0446155439468492,0.0709701727503221,1.23444370991826,0.359715910544135,1034,1117,1049,1119,1075.5,1084,0.23765919104164,0.271743902352284,157,0.0574088346102859,0.03242939071905,8.5,0.105263157894737
0.04,1241,1163,1319,0.077200926288803,0.0312467300174228,1.19708126457464,0.371533810462675,1163,1229,1290,1174,1196,1232,0.2750880217054,0.283864901676938,157,0.129354600170831,0.00268263439765992,36,0.027027027027027
0.045,1396,1318,1474,0.128664950283391,0.0654692238043081,1.17328669197927,0.362704133791308,1318,1474,1318,1378,1396,1348,0.218740470895417,0.272753091483208,157,0.242982808250799,0.0283100250101468,48,0.0204081632653061
0.05,1551,1473,1629,0.0724171819463887,0.108421372970744,1.14386130491435,0.407088187926184,1509,1607,1473,1567,1558,1520,0.233878278470149,0.277960784259084,157,0.118792497650468,0.0604745864587895,38,0.0256410256410256
0.055,1706,1628,1784,0.120978262224856,0.051688984571777,1.19182069588331,0.333736694636758,1784,1628,1784,1729,1706,1756.5,0.28065269461141,0.306242287494904,157,0.226011251765966,0.0179907427350215,50.5,0.0194174757281553
0.06,1861,1783,1939,0.0875243648117059,0.0605956860226771,1.04785045886407,0.311052452576993,1859,1939,1845,1783,1899,1814,0.230317796006657,0.261933837103277,157,0.15214787845596,0.0246604938809328,85,0.0116279069767442
0.065,2016,1938,2094,0.0442080140564152,0.0284331787058712,1.08828423209045,0.237764823986072,2059,1972,1966,2048,2015.5,2007,0.287412149582698,0.283693624916935,157,0.0565090431133382,0.000575716680955172,8.5,0.105263157894737
0.07,2171,2093,2249,0.0735825898028362,0.0863898658552655,1.11943874584055,0.294172551106285,2249,2187,2249,2093,2218,2171,0.284304312645378,0.319251918089208,157,0.121365619535076,0.0439763720929348,47,0.0208333333333333
0.075,2326,2248,2404,0.0697297759359726,0.086879828723337,1.09126012215351,0.337459276293576,2248,2304,2248,2307,2276,2277.5,0.247419622406584,0.292890585770046,157,0.112858932692955,0.0443432790133912,1.5,0.4
0.08,2481,2403,2559,0.0430016976990181,0.0826807927433776,1.08685899865174,0.286005389045387,2559,2495,2559,2403,2527,2481,0.294945041454327,0.340371876202857,157,0.0538455987219124,0.0411988461171671,46,0.0212765957446809
0.085,2636,2558,2714,0.139187430722851,0.106928116575279,1.07192547815898,0.264716435882874,2714,2649,2701,2617,2681.5,2659,0.325598699977892,0.306787512473348,157,0.266215554236969,0.0593563668115162,22.5,0.0425531914893617
0.09,2791,2713,2869,0.072431818192028,0.108081136202393,1.0441982146665,0.230446096903664,2713,2782,2869,2713,2747.5,2791,0.319390242539815,0.310778891372835,157,0.118824813241748,0.060219801386212,43.5,0.0224719101123595
0.095,2947,2869,3025,0.101598930527819,0.109532860341699,0.983595964487716,0.216051645412019,2976,2901,2905,2976,2938.5,2940.5,0.272751636329607,0.311297576794686,157,0.18322332801649,0.0613069197537764,2,0.333333333333333
0.1,3102,3024,3180,0.0230759417573707,0.118150067893559,1.01703121320924,0.289189713159841,3024,3180,3132,3047,3102,3089.5,0.308180456462092,0.360586195703976,157,0.00985121650014327,0.0677598844411429,12.5,0.0740740740740741
0.105,3257,3179,3335,0.0288538890547875,0.158647219011722,1.00340822357569,0.138315779305745,3208,3290,3179,3335,3249,3257,0.334765974009683,0.293381583568538,157,0.0226084349767829,0.0980860294865915,8,0.111111111111111
0.11,3412,3334,3490,0.150364916620728,0.119838549623338,1.03447457536512,0.174768046178811,3490,3334,3392,3334,3412,3363,0.386490248964312,0.36720882994927,157,0.290894496823123,0.0690242978734473,49,0.02
0.115,3567,3489,3645,0.0730878656980545,0.0717357211559992,1.00798850247671,0.219093631293867,3601,3534,3489,3576,3567.5,3532.5,0.322940002800758,0.362785985933894,157,0.120273310594636,0.0330026688719288,35,0.0277777777777778
0.12,3722,3644,3800,0.0649931997566067,0.21285303457412,0.909460370164393,0.179315330097771,3752,3676,3728,3800,3714,3764,0.326224765821552,0.340479625280328,157,0.102400973483387,0.138677858285998,50,0.0196078431372549
0.125,3877,3799,3955,0.150927522922362,0.196810739462665,0.946817727560726,0.134676054302305,3864,3955,3860,3799,3909.5,3829.5,0.382368480625856,0.349323748218543,157,0.292136683907364,0.12666464365289,80,0.0123456790123457
0.13,4032,3954,4110,0.178970643408315,0.185805064793688,0.963482547068029,0.156671537157496,4015,3954,4027,4110,3984.5,4068.5,0.303608276277647,0.391117649253862,157,0.354053519833849,0.118423084009335,84,0.0117647058823529
0.135,4187,4109,4265,0.193989539027188,0.241624053529431,0.917027733191748,0.195264078747965,4186,4265,4265,4209,4225.5,4237,0.393133148888378,0.364367148373166,157,0.387213969873514,0.160222931701121,11.5,0.08
0.14,4342,4264,4420,0.103096784254323,0.253372566746699,0.949971284269861,0.127277971722352,4420,4364,4338,4420,4392,4379,0.354428716332326,0.375569338762638,157,0.1865304622376,0.169020763303044,13,0.0714285714285714
0.145,4497,4419,4575,0.0650997568770916,0.196886092087576,1.04646760667881,0.145288172852817,4419,4470,4506,4575,4444.5,4540.5,0.385462699374908,0.43994148243755,157,0.102636242584384,0.126721071193335,96,0.0103092783505155
0.15,4652,4574,4730,0.118561177424011,0.118251375808344,0.899109893777367,0.0838809160662186,4574,4641,4730,4574,4607.5,4652,0.378338322323934,0.342470714127999,157,0.220674533154024,0.0678357485064705,44.5,0.021978021978022
0.155,4807,4729,4885,0.0465827661990896,0.210255474811176,0.960646641184564,0.127502199466958,4885,4812,4809,4729,4848.5,4769,0.336838276832221,0.396795520220521,157,0.0617522947998861,0.13673268505874,79.5,0.0124223602484472
0.16,4963,4885,5041,0.0965973060211252,0.356662531635221,0.989778383688724,0.177515559375987,4885,5041,4885,5041,4963,4963,0.399840630735718,0.427973204761001,157,0.172180164538945,0.246369079677423,0,1
0.165,5118,5040,5196,0.0831895308322326,0.321586069604861,0.916697131320376,0.0785826807506153,5118,5040,5196,5040,5079,5118,0.34715410638629,0.373739246152397,157,0.142576932012605,0.220102198036536,39,0.025
0.17,5273,5195,5351,0.123530646228388,0.325902785464024,0.960366430372267,0.210131584346302,5266,5195,5351,5277,5230.5,5314,0.320495917127745,0.358191717493899,157,0.231646699563126,0.223334755084388,83.5,0.0118343195266272
0.175,5428,5350,5506,0.152784051493422,0.0936825802151046,0.998993029035295,0.0178746056816693,5506,5409,5448,5506,5457.5,5477,0.424267466514116,0.380924147869878,157,0.29623574182015,0.0494374948471308,19.5,0.0487804878048781
0.18,5583,5505,5661,0.201249814028039,0.388325988405746,1.04367573439871,0.312705052322859,5505,5661,5648,5570,5583,5609,0.329931377707809,0.449017910936794,157,0.403244042426744,0.270080144682007,26,0.037037037037037
0.185,5738,5660,5816,0.0550781400933078,0.313808863265932,0.928600605362505,0.12313456607463,5816,5764,5660,5723,5790,5691.5,0.396543511819611,0.388288387740757,157,0.0805093611472607,0.214278265217297,98.5,0.0100502512562814
0.19,5893,5815,5971,0.0631417891843251,0.198117539496769,0.852915604468276,-0.00542855637535741,5888,5815,5971,5902,5851.5,5936.5,0.389996072496959,0.316351293688052,157,0.0983132156786189,0.127643236128791,85,0.0116279069767442
0.195,6048,5970,6126,0.0538434250649408,0.321092337879649,0.951510924168851,0.161867846895535,6025,5970,5970,6057,5997.5,6013.5,0.46247686275184,0.380124110197467,157,0.0777832148945404,0.21973246882105,16,0.0588235294117647
0.2,6203,6125,6281,0.0796102172227009,0.216378227530221,0.949651035353801,0.000538254313119921,6219,6281,6219,6281,6250,6250,0.47074796118195,0.448673280186617,157,0.134674110584376,0.141317686272613,0,1
0.205,6358,6280,6436,0.0858928540423341,0.60133832700785,0.913211275232573,-0.0692619270474654,6436,6280,6280,6436,6358,6358,0.394341500706682,0.375462548332066,157,0.148545640799487,0.429593663498903,0,1
0.21,6513,6435,6591,0.05721979063961,0.339472730774964,1.00014889710427,0.0663603160252845,6511,6591,6489,6435,6551,6462,0.406388163433402,0.49057751589683,157,0.0852379442431997,0.233496559517437,89,0.0111111111111111
0.215,6668,6590,6746,0.0600847027151244,0.182285671181695,0.898724318713121,-0.0190650551983764,6590,6746,6630,6703,6668,6666.5,0.386868937337363,0.409460041967666,157,0.0915634275649393,0.115787598840565,1.5,0.4
0.22,6824,6746,6902,0.0990546461483184,0.380438433047986,0.936228482058439,0.035153985617081,6902,6835,6845,6902,6868.5,6873.5,0.462143288534635,0.398285223756515,157,0.177605763503483,0.264173577399398,5,0.166666666666667
0.225,6979,6901,7057,0.109735800685129,0.438309272227356,0.818733769059803,0.0186230123884159,6901,7057,7012,6937,6979,6974.5,0.386948151843768,0.349346741881647,157,0.20118884846339,0.30750994586973,4.5,0.181818181818182
0.23,7134,7056,7212,0.171813632112501,0.425003989185513,0.957331748272496,0.0658282556920273,7212,7056,7104,7056,7134,7080,0.477762210965207,0.510948528538943,157,0.338251444799122,0.297546332819016,54,0.0181818181818182
0.235,7289,7211,7367,0.170620816188126,0.0892332872518685,0.86367946824482,-0.200429670106733,7367,7211,7299,7367,7289,7333,0.528637087904129,0.415647574237959,157,0.335617808220874,0.0461056579147229,44,0.0222222222222222
0.24,7444,7366,7522,0.159300433922146,0.0961189450093825,0.93697345624217,-0.188859346974075,7366,7419,7366,7522,7392.5,7444,0.51907276297424,0.368658406322781,157,0.310623362551432,0.0512619578055081,51.5,0.019047619047619
