"comparison_name","analysis_label","dataset_key","n_features","n_lessAbs_alt_BH20","n_lessAbs_alt_BH20_HBFSS","n_weak","n_strong_alt_BH20","n_strong","n_standard","n_hbfss_total","n_hbfss_added_display","hc_p_threshold","hbfss_threshold","alpha_level","strong_alpha_level","weak_alpha_level","lfc_boundary"
"RT2_ZT8","Rem_NormEVS","Rem",24427,5510,2,2,0,0,1,21,18,0.014565731311307,1.83666770557858,0.2,0.2,0.2,1
