"percentile","center_rank_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_n_trt","center_rank_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_n"
0.005,153,0.233301485638968,0.0429049037265095,153,154,0.221210928216867,0.0343390786998853,155,154,0.454512413855835,0.0772439824263948,0.377268431429441,155
0.01,305,0.330346173387738,0.0357756677924149,153,308,0.150530303372565,0.0411961260657145,155,306,0.480876476760303,0.0769717938581294,0.403904682902174,155
0.015,458,0.143059100769266,0.0393499457174531,153,462,0.134219136382534,0.0457712883638295,155,460,0.2772782371518,0.0851212340812825,0.192157003070518,155
0.02,611,0.282654638192951,0.0133808686389267,153,616,0.151376816172034,0.0290430096251665,155,614,0.434031454364985,0.0424238782640932,0.391607576100891,155
0.025,763,0.117738815373211,0.151871771025889,153,770,0.148015998030111,0.0397334907682736,155,766,0.265754813403322,0.191605261794162,0.0741495516091597,155
0.03,916,0.123039602470466,0.149406346276269,153,924,0.0838956860776063,0.0314211219159277,155,920,0.206935288548072,0.180827468192197,0.0261078203558749,155
0.035,1069,0.0833013282330013,0.146035935775612,153,1077,0.0779057895936919,0.0998722508249489,155,1073,0.161207117826693,0.24590818660056,-0.0847010687738673,155
0.04,1221,0.220877689938064,0.129610690706343,153,1231,0.202928518085691,0.0764247551651387,155,1226,0.423806208023755,0.206035445871482,0.217770762152273,155
0.045,1374,0.108905176071791,0.196041342994692,153,1385,0.18867960702934,0.032022311271375,155,1380,0.297584783101131,0.228063654266067,0.0695211288350634,155
0.05,1527,0.176441770543611,0.336219123472534,153,1539,0.0784847889615797,0.0260038244814109,155,1533,0.25492655950519,0.362222947953945,-0.107296388448755,155
0.055,1679,0.19701546808745,0.273608557723267,153,1693,0.0672507171600427,0.0970783948030474,155,1686,0.264266185247492,0.370686952526314,-0.106420767278822,155
0.06,1832,0.157167850840362,0.27720103619182,153,1847,0.108080313965335,0.0572582458755704,155,1840,0.265248164805696,0.33445928206739,-0.0692111172616942,155
0.065,1985,0.102383378234893,0.101247084477659,153,2001,0.288697381164125,0.0790477944116159,155,1993,0.391080759399018,0.180294878889275,0.210785880509743,155
0.07,2137,0.341966225468568,0.428323101324812,153,2155,0.135547945304548,0.141397376392826,155,2146,0.477514170773116,0.569720477717637,-0.0922063069445215,155
0.075,2290,0.07026510998199,0.102124915319172,153,2309,0.359654553802179,0.0922969380263673,155,2300,0.429919663784169,0.19442185334554,0.235497810438629,155
0.08,2443,0.211922179857382,0.316980498682099,153,2463,0.116505117155859,0.0359855601040968,155,2453,0.328427297013242,0.352966058786196,-0.0245387617729547,155
0.085,2595,0.106127434939829,0.223689478823376,153,2617,0.22214433821617,0.102716810390377,155,2606,0.328271773155999,0.326406289213753,0.00186548394224567,155
0.09,2748,0.28132006656792,0.337523201739327,153,2771,0.268154710296764,0.189039271731853,155,2760,0.549474776864683,0.52656247347118,0.0229123033935033,155
0.095,2901,0.249116374253937,0.131111833368754,153,2925,0.277493587262209,0.168300607174249,155,2913,0.526609961516146,0.299412440543003,0.227197520973142,155
0.1,3054,0.0676925632022204,0.256408445420698,153,3078,0.405493490368953,0.293341888095908,155,3066,0.473186053571174,0.549750333516606,-0.076564279945432,155
0.105,3206,0.194921492879207,0.353750874924944,153,3232,0.346326151316382,0.164970259632026,155,3219,0.541247644195589,0.51872113455697,0.0225265096386194,155
0.11,3359,0.346363418151754,0.298772302583956,153,3386,0.150811239550817,0.306500977170263,155,3372,0.497174657702571,0.605273279754219,-0.108098622051648,155
0.115,3512,0.392334678632618,0.304961715411631,153,3540,0.157070083279555,0.10555194760355,155,3526,0.549404761912173,0.410513663015181,0.138891098896992,155
0.12,3664,0.113790664468611,0.216426499152338,153,3694,0.178772486187199,0.246929752861179,155,3679,0.29256315065581,0.463356252013517,-0.170793101357707,155
0.125,3817,0.254313435534746,0.369430479964976,153,3848,0.547479599427362,0.341841172304942,155,3832,0.801793034962108,0.711271652269918,0.09052138269219,155
0.13,3970,0.268575495174386,0.353830622787202,153,4002,0.673391466302738,0.0765375963632207,155,3986,0.941966961477123,0.430368219150423,0.511598742326701,155
0.135,4122,0.381681604969508,0.0967352683512788,153,4156,0.234638119589773,0.138140194676485,155,4139,0.616319724559281,0.234875463027764,0.381444261531517,155
0.14,4275,0.48271504198269,0.25388203477445,153,4310,0.545916241340629,0.246708306612778,155,4292,1.02863128332332,0.500590341387229,0.528040941936091,155
0.145,4428,0.0120119597698884,0.387388848319218,153,4464,0.341713086520682,0.389745418510407,155,4446,0.35372504629057,0.777134266829625,-0.423409220539054,155
0.15,4580,0.0452785959788044,0.219952141675732,153,4618,0.298743032585212,0.384452358711656,155,4599,0.344021628564016,0.604404500387388,-0.260382871823372,155
0.155,4733,0.151473863614617,0.153848092858826,153,4772,0.27330461163272,0.102094056342615,155,4752,0.424778475247337,0.255942149201441,0.168836326045896,155
0.16,4886,0.422146941799578,0.300696684308106,153,4926,0.387454613031365,0.149835377863046,155,4906,0.809601554830943,0.450532062171152,0.359069492659791,155
0.165,5038,0.502718396513378,0.13031296062052,153,5080,0.257972388784123,0.157952834770492,155,5059,0.760690785297502,0.288265795391012,0.47242498990649,155
