"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,153,77,229,0.104712191545016,0.0495699768947188,1.75411641374118,0.74287063688146,87,180,97,179,153,0.233301485638968,0.0429049037265095
0.01,305,229,381,0.148268544836743,0.0413332479934554,1.64088316512291,0.682597231129544,229,381,240,316,153,0.330346173387738,0.0357756677924149
0.015,458,382,534,0.0642089008605401,0.0454627730307059,1.47336327998583,0.606115870516136,444,530,420,517,153,0.143059100769266,0.0393499457174531
0.02,611,535,687,0.126863258219235,0.0154595230766841,1.38255415368842,0.547653764473788,535,687,542,625,153,0.282654638192951,0.0133808686389267
0.025,763,687,839,0.052844452978416,0.175464329874764,1.35508234418115,0.596782455028474,726,803,839,687,153,0.117738815373211,0.151871771025889
0.03,916,840,992,0.0552235935670276,0.172615913091141,1.34730238590827,0.515929568466736,992,840,992,840,153,0.123039602470466,0.149406346276269
0.035,1069,993,1145,0.0373879515340361,0.168721925315099,1.25827990836828,0.466133140383231,993,1119,993,1145,153,0.0833013282330013,0.146035935775612
0.04,1221,1145,1297,0.0991360467057059,0.149745096378162,1.2307118171855,0.536503339949016,1297,1244,1297,1244,153,0.220877689938064,0.129610690706343
0.045,1374,1298,1450,0.0488796701222909,0.22649543522113,1.25146150961584,0.493113897227592,1450,1380,1298,1450,153,0.108905176071791,0.196041342994692
0.05,1527,1451,1603,0.0791919709516775,0.388449168615622,1.25141675265033,0.581018422142477,1451,1530,1451,1603,153,0.176441770543611,0.336219123472534
0.055,1679,1603,1755,0.0884260182707481,0.316112348625538,1.22392631697115,0.53422922215987,1755,1603,1638,1709,153,0.19701546808745,0.273608557723267
0.06,1832,1756,1908,0.0705413000557664,0.320262901574359,1.22212891578305,0.53319744262275,1908,1812,1865,1798,153,0.157167850840362,0.27720103619182
0.065,1985,1909,2061,0.0459525059748153,0.116975338534887,1.1613309390415,0.401601171774195,1953,2028,2061,2015,153,0.102383378234893,0.101247084477659
0.07,2137,2061,2213,0.153483947198705,0.494861062303851,1.10141810822193,0.530490340675196,2119,2061,2129,2061,153,0.341966225468568,0.428323101324812
0.075,2290,2214,2366,0.0315369344314921,0.117989536231464,1.11951438372163,0.348844175880739,2267,2214,2366,2214,153,0.07026510998199,0.102124915319172
0.08,2443,2367,2519,0.0951165648563581,0.366221914770072,1.13499344733038,0.543591123974282,2459,2519,2444,2519,153,0.211922179857382,0.316980498682099
