"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,154,77,231,0.104494289038288,0.050173050539386,1.56218440460006,0.540825536030234,77,231,110,231,155,0.221210928216867,0.0343390786998853
0.01,308,231,385,0.0711066001866475,0.0601919269059746,1.44172754558657,0.50358621976151,231,316,236,381,155,0.150530303372565,0.0411961260657145
0.015,462,385,539,0.0634016291359538,0.0668767262046226,1.34997881802966,0.438405989102864,385,539,539,486,155,0.134219136382534,0.0457712883638295
0.02,616,539,693,0.0715064708162558,0.0424349296751583,1.27454310843651,0.470361736632787,600,539,633,693,155,0.151376816172034,0.0290430096251665
0.025,770,693,847,0.0699189077371709,0.05805486098931,1.24752996763917,0.361768249565945,693,847,847,693,155,0.148015998030111,0.0397334907682736
0.03,924,847,1001,0.0396301400691398,0.0459096049626199,1.18427426079182,0.427278878347832,847,901,1001,914,155,0.0838956860776063,0.0314211219159277
0.035,1077,1000,1154,0.0368006687607153,0.145923993241527,1.16636088806972,0.404251728660751,1144,1058,1000,1154,155,0.0779057895936919,0.0998722508249489
0.04,1231,1154,1308,0.0958581539975689,0.111664705301877,1.12898228962863,0.464183145932766,1308,1154,1308,1250,155,0.202928518085691,0.0764247551651387
0.045,1385,1308,1462,0.0891273390129517,0.0467880066279128,1.08393085900044,0.306727879970294,1407,1462,1392,1462,155,0.18867960702934,0.032022311271375
0.05,1539,1462,1616,0.0370741730029729,0.0379943565558595,1.08774607872725,0.376499355036425,1462,1535,1498,1574,155,0.0784847889615797,0.0260038244814109
0.055,1693,1616,1770,0.0317674896696981,0.141841872092858,1.05129499942098,0.270433352593451,1738,1642,1715,1770,155,0.0672507171600427,0.0970783948030474
0.06,1847,1770,1924,0.0510543292679039,0.0836603943052544,1.02425737741451,0.296714149665909,1773,1881,1817,1890,155,0.108080313965335,0.0572582458755704
0.065,2001,1924,2078,0.13637313416264,0.115497244952417,1.00257190974981,0.355972692660618,1924,2078,1924,2078,155,0.288697381164125,0.0790477944116159
0.07,2155,2078,2232,0.064029323909864,0.206596623453309,0.983899672867989,0.275760769593903,2180,2232,2181,2232,155,0.135547945304548,0.141397376392826
0.075,2309,2232,2386,0.169891456999346,0.134855654593987,0.968173631789128,0.204954678868306,2232,2386,2308,2232,155,0.359654553802179,0.0922969380263673
0.08,2463,2386,2540,0.0550339871753031,0.052578735194692,0.868329019349339,0.21457936789958,2406,2481,2394,2481,155,0.116505117155859,0.0359855601040968
0.085,2617,2540,2694,0.104935207644998,0.150080197666401,0.972281470763402,0.363102211963632,2694,2646,2694,2648,155,0.22214433821617,0.102716810390377
0.09,2771,2694,2848,0.126669310737026,0.276206505638211,0.978967854513627,0.413905843260929,2848,2694,2694,2781,155,0.268154710296764,0.189039271731853
0.095,2925,2848,3002,0.131080753321651,0.245905108385772,0.889370280951451,0.226144669887877,2949,3002,2946,3002,155,0.277493587262209,0.168300607174249
0.1,3078,3001,3155,0.191544578413495,0.428603734694951,1.02435914799482,0.477125893021746,3155,3001,3155,3001,155,0.405493490368953,0.293341888095908
0.105,3232,3155,3309,0.16359546632205,0.241039115998205,0.925403457092262,0.289654051753828,3155,3227,3155,3309,155,0.346326151316382,0.164970259632026
0.11,3386,3309,3463,0.0712393071304147,0.447830565063643,0.920632431037848,0.40456998121674,3309,3463,3309,3463,155,0.150811239550817,0.306500977170263
0.115,3540,3463,3617,0.074195822122274,0.1542226350313,0.914948261489913,0.163261372228021,3518,3591,3545,3617,155,0.157070083279555,0.10555194760355
0.12,3694,3617,3771,0.0844474728003703,0.360790662972073,0.906989027028694,0.498296904348591,3626,3734,3771,3617,155,0.178772486187199,0.246929752861179
0.125,3848,3771,3925,0.258615123431171,0.499466353317039,1.02860247236605,0.564922937011905,3771,3925,3771,3846,155,0.547479599427362,0.341841172304942
0.13,4002,3925,4079,0.318092614514826,0.111829578308046,0.841262346987584,0.0857444340900236,4079,3925,4079,3997,155,0.673391466302738,0.0765375963632207
0.135,4156,4079,4233,0.110836945016465,0.201837534128339,0.947397551322278,0.196291583999908,4079,4233,4182,4112,155,0.234638119589773,0.138140194676485
0.14,4310,4233,4387,0.257876633732211,0.360467106422702,0.983131797676064,0.268671574351574,4233,4295,4233,4304,155,0.545916241340629,0.246708306612778
0.145,4464,4387,4541,0.16141637449327,0.56945955805395,0.8719656848635,0.353742502076611,4536,4451,4541,4387,155,0.341713086520682,0.389745418510407
0.15,4618,4541,4695,0.141118438617688,0.56172583406235,0.959105322672241,0.573288328713897,4541,4695,4541,4695,155,0.298743032585212,0.384452358711656
0.155,4772,4695,4849,0.1291019901849,0.149170287689343,0.879576878882715,0.106024237038033,4822,4717,4808,4740,155,0.27330461163272,0.102094056342615
0.16,4926,4849,5003,0.183023481930448,0.218925442112564,0.861228282329179,0.138855352366541,5003,4916,4956,4884,155,0.387454613031365,0.149835377863046
0.165,5080,5003,5157,0.121859446885366,0.230785911032772,0.784168763994346,0.158530341198085,5039,5157,5072,5151,155,0.257972388784123,0.157952834770492
0.17,5233,5156,5310,0.204854031862544,0.179220148434147,0.705634112284075,0.0911666837519842,5232,5156,5156,5310,155,0.433669159858838,0.122660566091238
