"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw"
"RT8_ZT14","100020","Nrip1",-0.00033789354412522,0.00025483987664989,0.000171386346778887,0.000183840480646671
"RT8_ZT14","100055","-",-1.48079289537064e-05,0,1.31872874375366e-05,0
"RT8_ZT14","10008","Mag",6.44360732412676e-05,9.71499213763088e-06,4.7239331992327e-05,0.000297246814029003
"RT8_ZT14","100116","-",-5.42169093047374e-05,-5.69850193727652e-05,1.12508555956418e-05,-3.53389865896113e-05
"RT8_ZT14","100129","Btg3",0.00191842181481905,-0.000973342205811774,0.00181079047725939,0.00138541510289264
"RT8_ZT14","100144","RGD1563888",0.000102376459144425,9.90992785764801e-05,0.000165549562902308,1.6660994742164e-05
"RT8_ZT14","100145","RGD1563888",-1.65682601731551e-05,-8.35736396623777e-05,3.42238656449293e-05,0.00012317688780321
"RT8_ZT14","10017","Usf2",0.000375440439020857,-7.07291328430165e-05,0.00118434649459604,0.00213027414604863
"RT8_ZT14","10018","Usf2",-0.000133399784202292,-6.85561978681577e-05,0.000191960541735929,0.000133628145116421
"RT8_ZT14","100191","-",-0.000193270638319453,5.72680957410389e-05,-1.22459847570605e-05,4.18521246783872e-05
"RT8_ZT14","100193","LOC680960",8.63106576279352e-05,0.000285378352964496,0.000128093845045055,0.000254167245098674
"RT8_ZT14","100197","-",0.000243735515115678,6.02577651441045e-05,0.000181188128908967,-2.76514731486852e-05
"RT8_ZT14","100213","-",7.05186642512895e-06,3.8792681948218e-05,1.64673856259717e-05,-1.39033029245102e-05
"RT8_ZT14","100223","LOC103693510",-0.000117755679660051,-0.000140347882210318,-2.29728057028321e-05,-1.79214004050886e-06
"RT8_ZT14","100241","-",-0.000148578200500565,5.39400275098143e-06,-3.51435972590434e-05,4.87972163439375e-06
"RT8_ZT14","100261","-",-7.13307681994036e-05,5.89763616458599e-05,1.10476654335432e-05,4.68939344209391e-05
"RT8_ZT14","100285","Ncam2",0,5.2961372871665e-05,0,9.0315069138066e-05
"RT8_ZT14","100286","Ncam2",8.87976648922836e-05,8.82085040619481e-05,7.38112442096778e-05,8.7402809478553e-05
"RT8_ZT14","100301","Ncam2",-0.000287873502496935,-0.000310493399805546,6.38694781795423e-06,-7.95877821706522e-05
"RT8_ZT14","100329","-",-0.000171327824011953,0.000154669538375397,-1.03501099097677e-05,0.000236169786896201
"RT8_ZT14","100340","-",-3.04142212371643e-05,-4.58374820903444e-05,4.403177290982e-05,0.000289272386145544
"RT8_ZT14","10037","Lsr",-0.000160579181445807,-0.000383959732238094,0.000282831319976333,0.000252573642253889
"RT8_ZT14","100384","-",-2.33490499501035e-05,-8.8307126728281e-05,1.98630976319364e-05,2.07192982786137e-06
"RT8_ZT14","100391","-",8.22519716750892e-05,0.000101225006855537,7.18056083646764e-05,6.51305561149497e-05
"RT8_ZT14","100405","LOC120095602",0.000512961349227808,4.00068378688722e-05,0.000447833236654265,-6.39486604965005e-05
"RT8_ZT14","10041","Fxyd5",0.00030184419534813,0.000702577323412236,0.000538212030324659,0.000919204863339198
"RT8_ZT14","100410","Mrpl39",0.000378434798959329,-3.32086564686994e-06,0.000492912056584137,0.000646486992476674
"RT8_ZT14","100426","Atp5pf",-0.00480338102743498,0.00781169814963955,0.000306427320391467,0.0102500982609714
"RT8_ZT14","100439","App",-0.0160687467769074,-0.0230421970476376,0.0309567313153419,0.0490987506254832
"RT8_ZT14","10044","Fxyd7",0.000926544619389041,-0.00770462931124517,0.00513915012174757,0.00792438856306626
"RT8_ZT14","100441","App",-0.000201651603068987,0.000201302996218793,-6.6054360324523e-05,0.000241721133340982
"RT8_ZT14","100445","App",-0.000349344610485019,-5.64272280365213e-05,0.00011071114965219,0.001073889490413
"RT8_ZT14","100446","App",-0.000536334852708757,0.000919086108277099,0.000894842010524316,0.00312375246236528
"RT8_ZT14","100497","App",-9.59157051281125e-05,-9.02385629483126e-05,2.32184569897545e-05,8.81789021419202e-05
"RT8_ZT14","10050","Fxyd1",-0.00763470100539579,0.00672302794413383,-0.00167892210529433,0.0150962930924415
"RT8_ZT14","100518","App",0.000678783735518061,-0.000205944831366286,0.000546587604650218,-0.000165103309665403
"RT8_ZT14","100524","App",-5.67801495087162e-05,-0.000143337551613383,-1.59914605742908e-05,6.77114577865635e-05
"RT8_ZT14","100600","Cyyr1",-0.00012034052769494,0.000176726349314311,1.40851067135002e-05,0.000196558861925416
"RT8_ZT14","10061","Fxyd3",7.04237783145078e-05,0.000268022525862337,0.000115724285173966,0.000423299490940179
"RT8_ZT14","100638","Adamts1",-7.12244382257784e-05,-3.86580759736555e-06,2.33423728281595e-06,9.03412758373081e-06
"RT8_ZT14","10064","Scn1b",0.00312057699087245,-0.000698322903628401,0.00304475060996399,0.0020872891185507
"RT8_ZT14","100675","-",-5.57367581552067e-06,1.25000528905377e-05,1.10158876686727e-05,-5.87285027922614e-05
"RT8_ZT14","100724","Ltn1",-6.77511865293147e-05,0.000344561780183769,0.000114780328398569,0.000637406186542498
"RT8_ZT14","100725","Ltn1",1.26006233785371e-05,1.64177030007244e-05,0.000237180423766935,0.000423640096257383
"RT8_ZT14","100742","Rwdd2b",-0.000564551420906046,0.000119021763506635,0.000135589695629035,0.00109386674106338
"RT8_ZT14","100746","-",0.000273485190116175,-0.000140401608157116,0.000253803094303272,7.77474955680301e-05
"RT8_ZT14","100752","Usp16",-0.000211722577654916,-0.000151264093611979,2.84967063881375e-05,0.000128735358903171
"RT8_ZT14","100754","Cct8",7.53006051150549e-05,0.000182274213065179,0.000128350111723397,0.00040898775464439
"RT8_ZT14","100757","Cct8",0.00514627421507392,-0.00236512243582635,0.00567485099938747,0.0050795381631095
"RT8_ZT14","100775","LOC120095604",-0.000582930144698493,-0.00110936296948549,-5.07540614345877e-05,7.24976859602861e-05
"RT8_ZT14","100777","-",-0.000189248123974194,8.98315555596619e-05,-5.52341102143615e-05,0.00020615565222757
"RT8_ZT14","100788","Grik1",0.000198752757050999,0.000184682692759331,0.000273017086733999,0.000492344555407094
"RT8_ZT14","10080","Gramd1a",0.00189616843830359,-0.00567706189283677,0.00280305978657378,0.00175479419669406
"RT8_ZT14","100850","Grik1",0.00171808969612279,-0.000525570982152327,0.00130325192574628,-0.00012564659257778
"RT8_ZT14","100951","Tiam1",0.00840081926240911,-0.0143837396322587,0.00911695734787078,0.00567326943737365
"RT8_ZT14","101021","Scaf4",-2.49242446365141e-06,5.95022949048815e-05,7.00058847452285e-05,7.37154547842289e-05
"RT8_ZT14","101025","Scaf4",8.25720603816268e-05,-5.88155875848229e-05,5.91135042220499e-05,7.0343927658724e-05
"RT8_ZT14","101040","Scaf4",-4.45894065241654e-06,-0.000103330935187492,8.81271013493811e-06,2.86603387542438e-05
"RT8_ZT14","101077","Mis18a",-0.000112254974705184,0.000260259839731504,-3.84776578654887e-05,0.000439622510781337
"RT8_ZT14","101079","Urb1",-0.000327236489847489,0.000364622206745097,0.000161581774616818,0.000499876936147685
"RT8_ZT14","101100","Cfap298",-0.00147093838575841,0.00188371522011406,0.00131655782083238,0.00742525906123254
"RT8_ZT14","101105","Cfap298",0.000461704437561312,-0.00104019494507472,0.000590928107715257,-9.79568075817391e-05
"RT8_ZT14","101115","Synj1",0.000867669240855463,-0.00297403667266075,0.00375864762514926,0.00526540092211897
"RT8_ZT14","101162","Synj1",-0.00017496141674542,-3.43275285694951e-05,-3.77639748548499e-05,6.36082244266551e-05
"RT8_ZT14","101178","Paxbp1",-0.000113186416305684,-5.49305109361263e-05,0.000121355361171447,0.000208683597130348
"RT8_ZT14","101181","Paxbp1",-7.48305743519134e-06,-2.79346070829285e-05,2.73013859351522e-06,0.000131539221329196
"RT8_ZT14","101201","RGD1562726",0.000253811498323582,-0.000180026638919967,0.000203738086076362,3.03372147185684e-06
"RT8_ZT14","10121","-",-7.19664258694437e-07,-0.00017756735891382,2.31703473915651e-05,4.6893200315105e-05
"RT8_ZT14","101235","LOC120095612",0.000417168488068328,-0.000723669686405022,0.000337023009364319,3.79460435526829e-06
"RT8_ZT14","101313","LOC120095616",-0.000439511293572558,-0.000580871375415638,9.66827263253331e-06,0.000310096300060515
"RT8_ZT14","101322","LOC120095616",-5.78491250754858e-05,-6.82339693450834e-06,7.29981428369065e-05,0.000188476148939425
"RT8_ZT14","101348","Tmem50b",-0.0016870291188695,0.00174774270339703,0.00157397316210053,0.00799005512096795
"RT8_ZT14","101349","Tmem50b",8.56475122544547e-06,0.000382540578842589,0.000159089462391648,0.000766269454923763
"RT8_ZT14","101361","Son",-0.000256702164705619,0.000305237742848037,-1.71868534878977e-05,0.000334837377372473
"RT8_ZT14","101369","Gart",5.10250610675372e-05,4.82110912483024e-05,0.000107085095912933,0.000342574764438518
"RT8_ZT14","101372","Gart",1.14947441108648e-05,-0.00017072476968393,0.000119801220870388,0.000852296980289581
"RT8_ZT14","101373","Gart",-3.7418324901728e-05,0.000141682348932817,-1.28258859551629e-05,0.00046766525409458
"RT8_ZT14","101375","Gart",0.000139570605807554,-0.000955648842555069,0.000372868724423515,-0.000240769775859645
"RT8_ZT14","101376","Gart",-5.07914299857927e-05,8.5981711354823e-05,-1.45338801939874e-05,0.000199318676417194
"RT8_ZT14","101389","Donson",-3.37278242742881e-05,-0.000430624311063365,0.000131223488863257,-6.48505970802392e-05
"RT8_ZT14","101396","Cryzl1",-0.000317351230182677,3.33849611463509e-05,-9.21922683705689e-06,0.000106138760075894
"RT8_ZT14","101400","Cryzl1",-0.00041549407134981,0.000787028254157104,0.000128657005716927,0.000903149133565012
"RT8_ZT14","10141","Uba2",0.000189390609437225,2.91045983543458e-05,0.000331296190831905,0.000677350930670022
"RT8_ZT14","101442","Atp5po",0.000583641795095501,-0.00582635137263027,0.0153815504096796,0.0176157164414243
"RT8_ZT14","101444","Atp5po",-1.18257609411484e-05,0.000262257518621653,0.000163433961713142,0.000337540305714907
"RT8_ZT14","101445","Atp5po",0.00021420698132032,-0.000438644854441696,0.000407054345896975,0.000974360139023134
"RT8_ZT14","101465","LOC120095623",0.000105851631113106,-0.000160490446672179,9.26174933121423e-05,1.00527471976719e-06
"RT8_ZT14","101480","LOC103693540",-4.20704212888765e-05,2.3231133045063e-05,0.000181313744531139,4.49880220817433e-05
"RT8_ZT14","101497","Rcan1",0.000844582388389757,-0.000604292267518042,0.000856707173949461,0.000809591630448045
"RT8_ZT14","101499","Rcan1",-0.000402787394883324,0.000541613546587579,-1.29699424347418e-05,0.000843794780959618
"RT8_ZT14","101525","Runx1",0.000207527559525333,8.33165079174971e-06,0.000136701934045295,9.47999297221102e-05
"RT8_ZT14","10154","Pdcd2l",0.000164490766153173,-0.000297585849360711,0.000247816878336149,0.000233959005685515
"RT8_ZT14","101561","Setd4",-0.00024876313486577,0.000350510528972047,0.000142978443361462,0.00112501193725574
