"feature_id","gene_symbol","rank","abs_loading","variance","nb1","nb2","log_variance","log_nb1","log_nb2","log_alpha_mu"
"320904","-",1,0.0289211318564718,386404.8,298.6,386106.2,12.8646433915598,5.70244825164306,12.8638703300971,7.16476285503437
"329429","Mdk",2,0.0288211979228063,14306,99,14207,9.56850420696633,4.60517018598809,9.56156046523195,4.96637022973749
"257905","Adgrl1",3,0.0265262817852913,41502.8,92.6,41410.2,10.6335402682919,4.53903038348355,10.6313066546274,6.10299336462708
"320902","LOC108352829",4,0.0259017855930683,10361.3,53.6,10307.7,9.24592949889541,4.00003388275086,9.24074347788723,5.25909739966313
"190379","Vwa8",5,0.0236246879901466,132047.3,192.6,131854.7,11.790923043731,5.26579417484248,11.7894634217913,6.52884033835015
"485900","Smarcc2",6,0.0221666534158666,1902.3,39.6,1862.7,7.55134450069374,3.70376806660769,7.53031903808662,3.85095320877852
"386526","LOC120102252",7,0.0219003785552403,1153.7,28.8,1124.9,7.05159584895781,3.39450839351136,7.02633799480908,3.66507403465688
"58773","Pgm5",8,0.0213545137851843,882.8,21.4,861.4,6.78423079269664,3.10906095886099,6.75971920015473,3.6951680505922
"68989","Vdac1",9,0.0210700152331454,2886.2,31.8,2854.4,7.96804245332858,3.4904285153901,7.95696721735512,4.49715065259956
"60050","Plce1",10,0.0209629903151435,1251.2,18.2,1233,7.13265728331121,2.95491027903374,7.11801620446533,4.21578390908159
"579569","-",11,0.0209301214351185,15176.7,58.8,15117.9,9.62758252431852,4.09100566095659,9.62370089576427,5.5494928962941
"360822","LOC120102190",12,0.0208706815298051,5710.3,61.4,5648.9,8.65020194749007,4.13356527537538,8.63939312486881,4.52180627976729
"138767","-",13,0.0208305330671571,1350.8,23.4,1327.4,7.20919231666625,3.19458313229916,7.19173048950259,4.03824139834817
"71210","Vamp2",14,0.0203140490432916,1141.2,17.8,1123.4,7.04071150623076,2.9338568698359,7.02500483903238,4.14491662280029
"229193","-",15,0.0201949737710927,584.3,16.6,567.7,6.37212453629718,2.86789890204411,6.34335305431275,3.53219041481418
"121354","Tmem132d",16,0.0201823196555946,1178.7,17.8,1160.9,7.0730154478478,2.9338568698359,7.05781187518882,4.17775238804595
"256372","-",17,0.0201316842715013,606,16,590,6.4085287910595,2.83321334405622,6.3818160174061,3.60753381465998
"468726","-",18,0.0196696065587653,506.3,15.6,490.7,6.22910254457264,2.8094026953625,6.19786877441789,3.44856202884037
"74442","-",19,0.0196580822677129,460.7,15.2,445.5,6.13491532951294,2.78501124223834,6.10143940031655,3.37790181905863
"347068","-",20,0.0196572850021491,470.7,16.8,453.9,6.15634319029022,2.87919845729804,6.12007761457596,3.29649802305321
"128848","-",21,0.0195484103623642,3967.2,40.2,3927,8.28606787036037,3.71843825635548,8.27588566947436,4.58176405895303
"271767","-",22,0.019547315722626,602.8,14.6,588.2,6.40324301727274,2.74727091425549,6.37876568458848,3.6960454974056
"552341","-",23,0.0195365142122336,606.8,14.4,592.4,6.40984588048269,2.73436750941958,6.38586870785672,3.71695387581169
"245452","LOC100359896",24,0.0194706569737467,658.8,14.4,644.4,6.49193675879448,2.73436750941958,6.46987027961786,3.80109144472086
"540464","-",25,0.0194292607454471,452.3,14.4,437.9,6.1165541579468,2.73436750941958,6.08427159669419,3.4147623672254
"142934","Cntnap5c",26,0.019323289887891,744.3,18.6,725.7,6.61378682188765,2.97552956623647,6.58851373762259,3.66397512556494
"92006","Taf15",27,0.0193167817150459,542.7,17.2,525.5,6.29839762415187,2.90142159408275,6.26625133157403,3.4194408064976
"205087","Slc27a1",28,0.0193042844755851,527,13,514,6.26909628370626,2.63905732961526,6.24416690066374,3.67727390799363
"356876","Cdk5rap1",29,0.0192255281798988,8077.5,54,8023.5,8.99696149071688,4.00733318523247,8.99025464076121,5.00114596807514
"415341","Ptp4a2",30,0.0190739707080399,385.8,13.4,372.4,5.95790776357914,2.66722820658195,5.92265023110762,3.32471383844605
