"comparison","control_cutoff_mode","control_cutoff_rank","control_cutoff_fraction","treatment_cutoff_mode","treatment_cutoff_rank","treatment_cutoff_fraction","cutoff_range_rank_min","cutoff_range_rank_max","cutoff_range_fraction_min","cutoff_range_fraction_max"
"RT2_ZT8","fast global piecewise breakpoint",29214,0.919923166545958,"fast global piecewise breakpoint",25925,0.816355449192304,25925,29214,0.816355449192304,0.919923166545958
