"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.01,314,0.434304444398837,0.132466501497991,0.91594288850711,0.27854848683415,1099.5,1099.5,299,0.45355150911132,0.102624944468082,0.949904865695655,0.0209933793752909,1047.5,808,306,0.887855953510158,0.235091445966073,1.86584775420276,0.299541866209441,119.75,0.0082815734989648,0.652764507544085,1.56630588799332
0.02,628,0.465613868193271,0.121677275792647,0.983482976986004,0.252589441401726,1256.5,1256.5,598,0.476615103400862,0.109140016649785,1,0.0275042102808012,1197,870.5,613,0.942228971594133,0.230817292442432,1.983482976986,0.280093651682527,163.25,0.0060882800608828,0.711411679151701,1.70338932530348
0.03,942,0.444079991429253,0.118453088390834,0.937030511061226,0.244831996193694,1413.5,1077,897,0.435292868303887,0.136339112719033,0.910246300253497,0.0546855998879539,1346.5,1346.5,920,0.87937285973314,0.254792201109867,1.84727681131472,0.299517596081648,168.25,0.00590841949778434,0.624580658623273,1.54775921523308
0.04,1256,0.473270631532117,0.154859459066595,1,0.332426292226786,1570.5,1570.5,1196,0.456322064127344,0.119029442112578,0.955922632219073,0.0373871977819559,1496,1496,1226,0.929592695659461,0.273888901179173,1.95592263221907,0.369813490008742,0,1,0.655703794480287,1.58610914221033
0.05,1570,0.460555532850438,0.152351203773282,0.972571233005856,0.326391390845219,1727.5,1727.5,1496,0.46560215446395,0.183954682066585,0.976079393820604,0.102270171761486,1646,1646,1533,0.926157687314388,0.336305885839867,1.94865062682646,0.428661562606704,0,1,0.589851801474522,1.51998906421976
0.06,1884,0.389540054840992,0.104953105966083,0.819378005956378,0.212350827788118,1334.5,1285,1795,0.409744849815043,0.207293708673923,0.854754888058959,0.12559400479074,1795.5,1795.5,1840,0.799284904656035,0.312246814640007,1.67413289401534,0.337944832578858,24.75,0.0388349514563107,0.487038090016029,1.33618806143648
0.07,2198,0.237627891962474,0.0720776771699666,0.491676001946342,0.133252033024179,1609,1592,2094,0.19200968018541,0.103038234925028,0.381824588104716,0.0214064007824201,2094,2016.5,2146,0.429637572147884,0.175115912094994,0.873500590051058,0.154658433806599,47.25,0.0207253886010363,0.25452166005289,0.718842156244459
0.08,2512,0.159707494983956,0.0867595093143138,0.323587616136593,0.168576750300003,1807,3660,2393,0.148979939498263,0.154972868655649,0.288362111625877,0.0733072253518393,1953.5,2393,2452,0.30868743448222,0.241732377969963,0.61194972776247,0.241883975651843,1146.25,0.000871649596862061,0.0669550565122569,0.370065752110627
0.09,2827,0.142962756083405,0.0781508991535756,0.287466186552816,0.147864299900347,1961,1956.5,2692,0.130140696910482,0.0911242592887344,0.247442453753859,0.00950018107880442,2692,2388,2760,0.273103452993886,0.16927515844231,0.534908640306675,0.157364480979152,154.25,0.00644122383252818,0.103828294551576,0.377544159327524
0.1,3141,0.0872784955946021,0.0687210503504232,0.167345167878426,0.125175936510129,2053,4640,2991,0.0916733147791553,0.144494903781385,0.163889619359821,0.0628360815751367,2457,2991,3066,0.178951810373757,0.213215954131808,0.331234787238247,0.188012018085266,1560.5,0.00064040986231188,-0.0342641437580505,0.143222769152981
