"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT8_ZT14","NormEVS Rem","11489","Lin7b","downregulated",-0.927943806202484,3.29314538122083e-09,3.09852048919068e-05,1,1,0.466021589129784,0.513589301609515,7.68172192522343e-11,9.38572606154654,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT8_ZT14","NormEVS Rem","90088","LOC120095261","downregulated",-2.21523019548571,2.20017149579997e-07,0.0010350706801991,0.00245543846381978,1,0.99877228076809,0.998864333512861,1.2073425592618e-08,17.5405681473554,0.0181617074315576,1.74084332468905,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT8_ZT14","NormEVS Rem","115713","Mb21d2","downregulated",-0.86726954813864,1.64065204351742e-06,0.00355605152893909,1,1,0.411659351426494,0.464336343277431,1.35200851403283e-07,5.95729236892883,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT8_ZT14","NormEVS Rem","438877","-","upregulated",1.0483279390892,1.82931111096729e-06,0.00355605152893909,0.515474931113444,1,0.742262534443278,0.760197334709203,1.54096260196468e-07,7.14142786967352,0.0181617074315576,1.74084332468905,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT8_ZT14","NormEVS Rem","425210","Tmod1","upregulated",2.71432498070574,1.88970747632006e-06,0.00355605152893909,0.00149886924610838,1,0.999250565376946,0.999250565376946,1.60230811063755e-07,18.4445275982251,0.0181617074315576,1.74084332468905,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT8_ZT14","NormEVS Rem","74516","Ggnbp2","upregulated",0.970725293629791,4.24120680685592e-06,0.00665091914095122,0.729629837969469,1,0.635185081015265,0.663649143673744,4.23262276560976e-07,6.1868113028795,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT8_ZT14","NormEVS Rem","74573","Usp32","upregulated",0.581130707421602,5.62820584632254e-06,0.00715333892591481,1,1,0.00618430677490184,0.0312702296432712,5.94589920632771e-07,3.61799336357093,0.0181617074315576,1.74084332468905,FALSE,FALSE,TRUE,TRUE,TRUE,"Weak+HBFSS"
"RT8_ZT14","NormEVS Rem","503803","Ntm","upregulated",0.551640842749916,6.08212471116149e-06,0.00715333892591481,1,1,0.00206442200848114,0.0141689077887596,6.52645747667435e-07,3.41207650957465,0.0181617074315576,1.74084332468905,FALSE,FALSE,TRUE,TRUE,TRUE,"Weak+HBFSS"
"RT8_ZT14","NormEVS Rem","494613","-","upregulated",0.997152473766197,9.1249511074897e-06,0.00953962944115229,0.627312718932917,1,0.686343640533542,0.709356003648741,1.06232025109954e-06,5.95673414516126,0.0181617074315576,1.74084332468905,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT8_ZT14","NormEVS Rem","35839","Mtrf1l","upregulated",2.22080852969291,1.48994192853993e-05,0.0134290820386184,0.00888212756359999,1,0.9955589362182,0.996109729543909,1.91388966852557e-06,12.698767726296,0.0181617074315576,1.74084332468905,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
