"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31742,31742,0.00248878301765641,8.10424557978774e-09,6.17351504563598
"terminal_anchor",31744,31744,0.00248878367561612,-7.44628587216069e-09,6.17849261751276
