"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31737,31737,0.00175594210267758,6.59097597282295e-09,5.59673067818426
"terminal_anchor",31740,31740,0.00175593841747487,-9.04777778461020e-09,5.60199851069356
