"index","rank","d1_here","d2_here","var_fit_here"
25,25,0.0017737570788721,-5.84509292697788e-09,-0.491899208496278
28,28,0.00177375895466941,7.09562446901415e-09,-0.486577944151504
822,822,0.00338269036212579,-2.3521760816232e-09,1.43774398139001
2377,2377,-0.000329465473904799,-9.50840214895975e-09,3.18855955293603
2379,2379,-0.000329469841215332,5.14109161604691e-09,3.18790061273774
3410,3410,0.000465802775803438,8.27649407126866e-09,3.26203641314153
3415,3415,0.000465801035641579,-8.97255881483579e-09,3.26436545860567
3663,3663,0.000407670734986409,-6.68850843386454e-09,3.3727953577434
3667,3667,0.000407675037994451,8.84001245491763e-09,3.37442602858466
4256,4256,0.000768584304505058,7.11053727101098e-09,3.71068362791909
4259,4259,0.000768580017238413,-9.96871503472203e-09,3.71298938721115
5115,5115,0.000315656755627367,-9.85302496657202e-09,4.17741832028849
5125,5125,0.000315655541774755,9.6102544443136e-09,4.1805747195815
5380,5380,0.000347081346904643,8.75290930519649e-09,4.26518011438323
5391,5391,0.000347077419111986,-9.46705342459326e-09,4.26899817131428
6080,6080,0.000119472731810252,-3.9241216667263e-09,4.43840509972912
6082,6082,0.000119477176853464,8.36916487838881e-09,4.43864404554003
6791,6791,0.000326394754099473,2.29420951393331e-09,4.6143877392926
7387,7387,-0.000567823962269146,-7.5137706771187e-09,4.52888389773298
7388,7388,-0.00056782680329144,1.8317260875666e-09,4.52831607157141
8022,8022,0.000618672713513586,9.56621668382176e-09,4.5726079319602
8025,8025,0.000618674193734736,-8.5794025840871e-09,4.57446396593029
8580,8580,6.05038018277131e-05,-7.38273267533799e-09,4.77551249704301
8581,8581,6.05021734844012e-05,4.12604605163091e-09,4.7755729990716
9025,9025,0.000383761764169273,6.42753473948716e-09,4.8819019043503
9029,9029,0.00038375837136113,-8.12393881113684e-09,4.88343696402333
9137,9137,0.00036969898815102,-9.10881646795624e-09,4.92418151026724
9140,9140,0.000369698305247212,8.65354726249243e-09,4.92529059288556
9327,9327,0.000432140288958855,6.79553992888862e-09,4.99993242961471
9328,9328,0.000432142843299579,-1.68685847955387e-09,5.00036457188771
10336,10336,-0.00156498370653903,1.15880976816685e-08,4.5085585853548
10956,10956,0.00157394501221561,-3.40452618867805e-09,4.43173879275988
11727,11727,-0.000623878212373006,-4.5702759478296e-09,4.79024770906687
12150,12150,0.000623739931126749,-6.94572578454053e-09,4.79240982168409
12879,12879,-0.00193605760591131,3.7653391767376e-09,4.35006940702518
13535,13535,0.00212008748565484,-4.72487582096543e-09,4.4288218833076
14389,14389,-0.000564383639534692,1.24881153347559e-09,5.03517691424088
15311,15311,0.000408908206239845,8.34103520803398e-09,5.09660469734271
15312,15312,0.000408907785707764,-9.18209937111884e-09,5.09701360679894
15832,15832,-0.000578184244822946,-2.84122819058775e-09,5.06089880666077
16156,16156,-0.000117501963346758,-4.86304895942026e-09,4.94598611050967
16441,16441,-0.000247582632183156,-8.96750547261756e-09,4.8913741751093
16444,16444,-0.000247585666968733,6.9443150882239e-09,4.89063141072671
17073,17073,0.00085949426404657,6.17488749589075e-09,5.07378434569653
17074,17074,0.00085949347076318,-7.76145427594875e-09,5.0746438407253
17836,17836,-0.000479661266225832,-2.07156969077614e-09,5.23265104462877
18406,18406,0.000389133956391645,9.44331778843005e-09,5.23508322361519
18408,18408,0.000389134966788415,-8.43292101777122e-09,5.23586149849711
19158,19158,-0.000313455465702097,-8.24328060057011e-09,5.25564693970642
19166,19166,-0.000313454182759873,8.56401615650575e-09,5.25313921147365
19839,19839,0.000264231389552451,6.43783771570899e-09,5.2046944204357
19841,19841,0.000264229067377691,-8.76001247606329e-09,5.20522288595859
20569,20569,-0.000257262730147804,-7.7794027351553e-09,5.22728538534157
20571,20571,-0.000257265302114066,5.20743647399504e-09,5.22677085298036
20950,20950,6.71827808895803e-05,-4.01622527304916e-10,5.18458156117125
21608,21608,-0.000351983732684028,-8.01993538821204e-09,5.074035700051
21610,21610,-0.000351985078083252,6.67453616404234e-09,5.07333172634208
22171,22171,0.00045708555880525,-2.61026894753260e-09,5.08427303840431
23082,23082,-0.000356126079760519,-9.80847796956327e-09,5.13839385209469
