"index","rank","d1","d2","left_d1","right_d1","left_d2","right_d2","before_terminal_start","inside_terminal_block"
27,27,0.00177375401583118,2.78205200368348e-09,0.00177375339056541,0.00177375895466941,-1.5315204616472e-09,7.09562446901415e-09,TRUE,FALSE
822,822,0.00338269036212579,-2.3521760816232e-09,0.00338267641629108,0.00338267171193892,3.02438454982072e-08,-3.49481976614539e-08,TRUE,FALSE
2379,2379,-0.000329469841215332,5.14109161604691e-09,-0.000329471319933507,-0.000329461037750275,-2.18365526645481e-09,1.24658384985519e-08,TRUE,FALSE
3413,3413,0.000465812081138054,-2.07293766039371e-09,0.000465812429170426,0.000465808283295105,1.37687291682657e-09,-5.52274823761551e-09,TRUE,FALSE
3665,3665,0.000407665122229985,1.07575201052569e-09,0.000407665987543086,0.000407668139047107,-2.80637821166944e-09,4.95788223272251e-09,TRUE,FALSE
4258,4258,0.000768587139411397,-4.27563093281103e-09,0.000768588568500279,0.000768580017238413,1.41745316909993e-09,-9.96871503472203e-09,TRUE,FALSE
5121,5121,0.000315632671380507,1.82494267995970e-09,0.000315631819601797,0.000315635469487157,-1.21385261128351e-10,3.77127062104775e-09,TRUE,FALSE
5386,5386,0.000347104049876007,-1.18525218377961e-09,0.000347104406948067,0.000347102036443699,4.71108064382833e-10,-2.84161243194205e-09,TRUE,FALSE
6081,6081,0.000119471881010222,2.22252160583396e-09,0.000119472731810252,0.000119477176853464,-3.9241216667263e-09,8.36916487838881e-09,TRUE,FALSE
6792,6792,0.000326390223350412,-1.13557076376908e-08,0.000326394754099473,0.000326372042684198,2.29420951393331e-09,-2.50056247893028e-08,TRUE,FALSE
7388,7388,-0.00056782680329144,1.8317260875666e-09,-0.000567823962269146,-0.000567820298816971,-7.5137706771187e-09,1.11772228522518e-08,TRUE,FALSE
8024,8024,0.000618679748867442,-2.53086282812103e-09,0.000618679255460392,0.000618674193734736,3.51767692785569e-09,-8.5794025840871e-09,TRUE,FALSE
8581,8581,6.05021734844012e-05,4.12604605163091e-09,6.05038018277131e-05,6.05120539198163e-05,-7.38273267533799e-09,1.56348247785999e-08,TRUE,FALSE
9027,9027,0.000383767343501977,-8.48202035824852e-10,0.000383766372769819,0.000383764676365747,2.78966635183115e-09,-4.48607042348084e-09,TRUE,FALSE
9139,9139,0.000369692612093904,2.73275935234288e-09,0.000369692839728507,0.000369698305247212,-3.18802855780669e-09,8.65354726249243e-09,TRUE,FALSE
9328,9328,0.000432142843299579,-1.68685847955387e-09,0.000432140288958855,0.000432136915241896,6.79553992888862e-09,-1.01692568879963e-08,TRUE,FALSE
10336,10336,-0.00156498370653903,1.15880976816685e-08,-0.00156498297011417,-0.00156495979391881,-1.30609473931053e-08,3.62371427564424e-08,TRUE,FALSE
10956,10956,0.00157394501221561,-3.40452618867805e-09,0.00157393705337044,0.00157393024431806,1.93222165357533e-08,-2.61312689131093e-08,TRUE,FALSE
11728,11728,-0.000623866511203827,2.79726143061096e-08,-0.000623878212373006,-0.000623822267144394,-4.5702759478296e-09,6.05155045601062e-08,TRUE,FALSE
12150,12150,0.000623739931126749,-6.94572578454053e-09,0.000623730972822929,0.00062371708137136,2.48623334255557e-08,-3.87537849946368e-08,TRUE,FALSE
12879,12879,-0.00193605760591131,3.7653391767376e-09,-0.00193604348681986,-0.0019360359561415,-3.20035220830216e-08,3.95342004364966e-08,TRUE,FALSE
13535,13535,0.00212008748565484,-4.72487582096543e-09,0.00212007196328642,0.00212006251353478,3.57696126723513e-08,-4.52193643142818e-08,TRUE,FALSE
14389,14389,-0.000564383639534692,1.24881153347559e-09,-0.000564377806434297,-0.00056437530881123,-1.2915012323062e-08,1.54126353900131e-08,TRUE,FALSE
15312,15312,0.000408907785707764,-9.18209937111884e-09,0.000408908206239845,0.000408889842041103,8.34103520803398e-09,-2.67052339502716e-08,TRUE,FALSE
15833,15833,-0.000578176295242185,1.87403897106453e-08,-0.000578184244822946,-0.000578146764043524,-2.84122819058775e-09,4.03220076118784e-08,TRUE,FALSE
16156,16156,-0.000117501963346758,-4.86304895942026e-09,-0.000117507668418236,-0.000117517394516155,1.62731919144688e-08,-2.59992898333094e-08,TRUE,FALSE
16443,16443,-0.000247589959313727,1.64037490127674e-09,-0.000247588947718535,-0.000247585666968733,-3.66356528567042e-09,6.9443150882239e-09,TRUE,FALSE
17074,17074,0.00085949347076318,-7.76145427594875e-09,0.00085949426404657,0.000859478741138018,6.17488749589075e-09,-2.16977960477883e-08,TRUE,FALSE
17837,17837,-0.000479655916525948,1.27709694584729e-08,-0.000479661266225832,-0.000479635724286915,-2.07156969077614e-09,2.76135086077219e-08,TRUE,FALSE
18408,18408,0.000389134966788415,-8.43292101777122e-09,0.000389138930649732,0.000389122064807696,5.05198385329416e-10,-1.73710404208719e-08,TRUE,FALSE
19162,19162,-0.000313471631527742,1.60367777967823e-10,-0.000313470741439473,-0.000313470420703917,-1.94054431666667e-09,2.26127987260229e-09,TRUE,FALSE
19840,19840,0.000264234027927619,-1.16108738019058e-09,0.000264231389552451,0.000264229067377691,6.43783771570899e-09,-8.76001247606329e-09,TRUE,FALSE
20571,20571,-0.000257265302114066,5.20743647399504e-09,-0.000257267262840737,-0.000257256847967789,-1.28598313058011e-09,1.17008560785702e-08,TRUE,FALSE
20950,20950,6.71827808895803e-05,-4.01622527304916e-10,6.7176880208206e-05,6.71760769631513e-05,1.22029852761183e-08,-1.30062303307282e-08,TRUE,FALSE
21610,21610,-0.000351985078083252,6.67453616404234e-09,-0.000351988079001528,-0.0003519747299292,-6.72699612084852e-10,1.40217719401695e-08,TRUE,FALSE
22171,22171,0.00045708555880525,-2.61026894753260e-09,0.000457080820391481,0.000457075599853586,1.20870964847844e-08,-1.73076343798496e-08,TRUE,FALSE
23084,23084,-0.000356131764153541,4.12408494779145e-09,-0.00035613240509776,-0.000356124156927864,-2.84219651088595e-09,1.10903664064688e-08,TRUE,FALSE
23616,23616,-5.39426157826849e-05,-5.83535986697372e-09,-5.39403300680473e-05,-5.39520007877812e-05,1.26393059179005e-09,-1.29346503257125e-08,TRUE,FALSE
24288,24288,-0.000794603233614257,6.12137341784958e-09,-0.000794602294629505,-0.000794590051882669,-7.99934292239849e-09,2.02420897580977e-08,TRUE,FALSE
24814,24814,0.000208913740186436,-1.11789809844546e-09,0.000208908012552468,0.000208905776756271,1.25731660342914e-08,-1.48089622312306e-08,TRUE,FALSE
25504,25504,-0.000454746950561348,6.69541058956082e-09,-0.000454748265547609,-0.00045473487472643,-4.06543806725873e-09,1.74562592463803e-08,TRUE,FALSE
26004,26004,8.27491466612735e-05,-5.14967633070155e-10,8.27447229985705e-05,8.27436930633043e-05,9.36229303912302e-09,-1.03922283052633e-08,TRUE,FALSE
26537,26537,-0.000213648355685427,1.21077448787085e-09,-0.000213647003097881,-0.000213644581548905,-3.91594958059673e-09,6.33749855633845e-09,TRUE,FALSE
26885,26885,-6.89673104355967e-05,-2.67681861871531e-09,-6.89682529035648e-05,-6.89736065408022e-05,4.56175455498977e-09,-9.91539179242039e-09,TRUE,FALSE
27358,27358,-0.000285976895685741,3.8505762408865e-09,-0.000285977274840596,-0.000285969573688114,-3.09226652969006e-09,1.07934190114631e-08,TRUE,FALSE
28103,28103,6.64284717699879e-05,-1.5244927176399e-09,6.6427080041928e-05,6.64240310564927e-05,4.30794883739213e-09,-7.35693427267192e-09,TRUE,FALSE
28646,28646,-0.000255085362389424,1.598859911284e-09,-0.000255084066370814,-0.000255080868650992,-4.1908971308713e-09,7.38861695343928e-09,TRUE,FALSE
29592,29592,0.000306699435143939,-2.42597231818165e-09,0.000306700341998478,0.000306695490053842,6.12263240800296e-10,-5.4642078771636e-09,FALSE,TRUE
29632,29632,0.000306286508696458,4.3877546558555e-10,0.000306286380129244,0.000306287257680176,-1.81641038465616e-10,1.05919196963453e-09,FALSE,TRUE
