"index","rank","d1","d2","left_d1","right_d1","left_d2","right_d2","before_terminal_start","inside_terminal_block"
22,22,-0.000213483873381394,-1.00494653228507e-11,-0.000213483875468576,-0.000213483895567507,1.42238301984282e-11,-3.43227608441296e-11,TRUE,FALSE
164,164,-0.000213713845010507,1.38422661286034e-10,-0.000213713795832034,-0.000213713518986711,-2.36779608818305e-10,5.13624931390372e-10,TRUE,FALSE
1948,1948,0.00462997413247436,-1.23885273465633e-08,0.00462997361690294,0.00462994883984824,1.34196701867601e-08,-3.8196724879887e-08,TRUE,FALSE
3197,3197,-0.000349897726641278,4.53300544202537e-09,-0.000349896999645042,-0.000349887933634158,-5.98699791383914e-09,1.50530087978945e-08,TRUE,FALSE
3642,3642,-0.000106793811750256,-3.8340890727133e-09,-0.00010679277192764,-0.000106800440105786,1.75444384009072e-09,-9.42262198551735e-09,TRUE,FALSE
3929,3929,-0.000188240286112589,5.41297271981149e-10,-0.000188238111086765,-0.000188237028492221,-4.89134892014942e-09,5.9739434641142e-09,TRUE,FALSE
4404,4404,7.47975870623206e-05,-7.29521390720686e-09,7.48003956151004e-05,7.4785805187286e-05,1.67810834766517e-09,-1.62685361620868e-08,TRUE,FALSE
4934,4934,-0.000289390685632649,2.11916347580696e-09,-0.000289386458178453,-0.000289382219851501,-1.05740718686151e-08,1.48123988202402e-08,TRUE,FALSE
5505,5505,0.000403985808284649,-5.65810355746919e-09,0.000403987915355903,0.000403976599148788,1.44396104880147e-09,-1.27601681637398e-08,TRUE,FALSE
6275,6275,-0.000368273029465765,4.08395131882775e-10,-0.000368271374016136,-0.000368270557225872,-3.71929438896188e-09,4.53608465273107e-09,TRUE,FALSE
6400,6400,-0.000356430522208046,-1.5067822401981e-09,-0.000356430229279573,-0.000356433242844054,9.2092529563654e-10,-3.93448977603274e-09,TRUE,FALSE
6682,6682,-0.000410372164330428,2.98637791332938e-10,-0.000410369463834533,-0.00041036886655895,-5.69962958096761e-09,6.29690516363353e-09,TRUE,FALSE
7005,7005,-0.000229448560715527,-5.15967502525342e-09,-0.000229450315184042,-0.000229460634534093,8.66861205475033e-09,-1.89879621052573e-08,TRUE,FALSE
7417,7417,-0.000643023952521312,7.26285534677199e-09,-0.000643020652849018,-0.000643006127138325,-1.38621999338442e-08,2.83879106274069e-08,TRUE,FALSE
7937,7937,0.000572952719615642,-9.22178166054603e-09,0.000572954541742216,0.000572936098178894,5.57752851470601e-09,-2.40210918358111e-08,TRUE,FALSE
8497,8497,-0.000181169786327527,5.46417410433308e-09,-0.000181171307126995,-0.000181160378778787,-2.42257516674197e-09,1.33509233754082e-08,TRUE,FALSE
8729,8729,-5.58164002134323e-05,-1.52871711684915e-09,-5.58204943650242e-05,-5.5823551799258e-05,9.71702030072809e-09,-1.27744545344463e-08,TRUE,FALSE
9087,9087,-0.000352418954471183,5.84343848932367e-09,-0.000352419551227876,-0.000352407864350897,-4.64992510257784e-09,1.63368020812252e-08,TRUE,FALSE
