"comparison","total_features","control_mode","control_cutoff_center_rank","control_terminal_start_rank","control_cutoff_range_rank_min","control_cutoff_range_rank_max","control_center_nb_support","control_nb_support_threshold","control_pre_evs_remainder_size","control_pre_evs_leading_edge_size","treatment_mode","treatment_cutoff_center_rank","treatment_terminal_start_rank","treatment_cutoff_range_rank_min","treatment_cutoff_range_rank_max","treatment_center_nb_support","treatment_nb_support_threshold","treatment_pre_evs_remainder_size","treatment_pre_evs_leading_edge_size"
"RT0_ZT6",31757,"terminal_start = second of final two d2 zero-crossings before sustained rise; cutoff_center = first of those two zeros",28251,28493,28073,28493,0.461936850032243,0.32335579502257,28250,3507,"terminal_start = second of final two d2 zero-crossings before sustained rise; cutoff_center = first of those two zeros",25574,26034,24292,26034,0.427876213063605,0.299513349144523,25573,6184
