"index","rank","d1_here","d2_here","d1_left","d1_right","role"
28251,28251,0.000123039613986159,-5.81572362791972e-10,0.000123039142626227,0.000123037979481502,"cutoff_center"
28493,28493,9.38990929516477e-05,1.76484051467954e-10,9.38998571965786e-05,9.39002101646816e-05,"terminal_start"
