"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"672",0,0,0,0,0,0,0,0,0,-0.779572623614149,0.00259084872410813,-1.59476164378634e-07
2,"926",0,0,0,0,0,0,0,0,0,-0.776981853579716,0.00259069239316395,-1.53185723980695e-07
3,"1110",0,0,0,0,0,0,0,0,0,-0.774391236731007,0.00259054235266017,-1.46895283582755e-07
4,"4605",0,0,0,0,0,0,0,0,0,-0.771800766777582,0.00259039860259679,-1.40604843184816e-07
5,"6569",0,0,0,0,0,0,0,0,0,-0.769210437429001,0.0025902611429738,-1.34314402786876e-07
6,"6683",0,0,0,0,0,0,0,0,0,-0.766620242394822,0.00259012997379121,-1.28023962388936e-07
7,"7324",0,0,0,0,0,0,0,0,0,-0.764030175384605,0.00259000509504902,-1.21733521990997e-07
8,"7942",0,0,0,0,0,0,0,0,0,-0.76144023010791,0.00258988650674723,-1.15443081593057e-07
9,"7955",0,0,0,0,0,0,0,0,0,-0.758850400274297,0.00258977420888584,-1.09152641195118e-07
10,"8482",0,0,0,0,0,0,0,0,0,-0.756260679593325,0.00258966820146484,-1.02862200797178e-07
11,"8739",0,0,0,0,0,0,0,0,0,-0.753671061774554,0.00258956848448424,-9.65717603992385e-08
12,"8841",0,0,0,0,0,0,0,0,0,-0.751081540527543,0.00258947505794404,-9.02813200012989e-08
13,"9271",0,0,0,0,0,0,0,0,0,-0.748492109561852,0.00258938792184424,-8.39908796033593e-08
14,"9936",0,0,0,0,0,0,0,0,0,-0.745902762587041,0.00258930707618484,-7.77004392054197e-08
15,"10986",0,0,0,0,0,0,0,0,0,-0.743313493312669,0.00258923252096583,-7.14099988074801e-08
16,"10988",0,0,0,0,0,0,0,0,0,-0.740724295448296,0.00258916425618722,-6.51195584095405e-08
17,"11527",0,0,0,0,0,0,0,0,0,-0.738135162703481,0.00258910228184901,-5.88291180116009e-08
18,"12220",0,0,0,0,0,0,0,0,0,-0.735546088787784,0.0025890465979512,-5.25386776136613e-08
19,"16357",0,0,0,0,0,0,0,0,0,-0.732957067410765,0.00258899720449378,-4.62482372157217e-08
20,"16970",0,0,0,0,0,0,0,0,0,-0.730368092281983,0.00258895410147677,-3.99577968177821e-08
21,"17644",0,0,0,0,0,0,0,0,0,-0.727779157110998,0.00258891728890015,-3.36673564198425e-08
22,"18903",0,0,0,0,0,0,0,0,0,-0.72519025560737,0.00258888676676393,-2.73769160219029e-08
23,"19175",0,0,0,0,0,0,0,0,0,-0.722601381480657,0.0025888625350681,-2.10864756239633e-08
24,"19850",0,0,0,0,0,0,0,0,0,-0.72001252844042,0.00258884459381268,-1.47960352260237e-08
25,"21012",0,0,0,0,0,0,0,0,0,-0.717423690196218,0.00258883294299765,-8.50559482808411e-09
26,"21102",0,0,0,0,0,0,0,0,0,-0.714834860457611,0.00258882758262302,-2.2151544301445e-09
27,"22472",0,0,0,0,0,0,0,0,0,-0.712246032934158,0.00258882851268879,4.07528596779511e-09
28,"22831",0,0,0,0,0,0,0,0,0,-0.70965720133542,0.00258883573319496,1.03657263657347e-08
29,"23669",0,0,0,0,0,0,0,0,0,-0.707068359370955,0.00258884924414152,1.66561667636743e-08
30,"24206",0,0,0,0,0,0,0,0,0,-0.704479500750324,0.00258886904552849,2.29466071616139e-08
31,"24210",0,0,0,0,0,0,0,0,0,-0.701890619183085,0.00258889513735585,2.92370475595535e-08
32,"24797",0,0,0,0,0,0,0,0,0,-0.699301708378798,0.0025889275196236,3.55274879574931e-08
33,"24864",0,0,0,0,0,0,0,0,0,-0.696712762047024,0.00258896619233176,4.18179283554327e-08
34,"24944",0,0,0,0,0,0,0,0,0,-0.694123773897321,0.00258901115548032,4.81083687533723e-08
35,"25630",0,0,0,0,0,0,0,0,0,-0.69153473763925,0.00258906240906927,5.43988091513119e-08
36,"25923",0,0,0,0,0,0,0,0,0,-0.688945646982369,0.00258911995309862,6.06892495492515e-08
37,"26562",0,0,0,0,0,0,0,0,0,-0.686356495636239,0.00258918378756837,6.69796899471911e-08
38,"26603",0,0,0,0,0,0,0,0,0,-0.683767277310419,0.00258925391247851,7.32701303451307e-08
39,"26618",0,0,0,0,0,0,0,0,0,-0.681177985714469,0.00258933032782906,7.95605707430703e-08
40,"27115",0,0,0,0,0,0,0,0,0,-0.678588614557948,0.00258941303362,8.58510111410027e-08
41,"27331",0,0,0,0,0,0,0,0,0,-0.675999157550415,0.00258950202985134,9.21414515389495e-08
42,"30241",0,0,0,0,0,0,0,0,0,-0.673409608401431,0.00258959731652308,9.84318919368891e-08
43,"31694",0,0,0,0,0,0,0,0,0,-0.670819960820556,0.00258969889363521,1.04722332334829e-07
44,"32791",0,0,0,0,0,0,0,0,0,-0.668230208517348,0.00258980676118775,1.11012772732768e-07
45,"33631",0,0,0,0,0,0,0,0,0,-0.665640345201367,0.00258992091918068,1.17303213130708e-07
46,"35074",0,0,0,0,0,0,0,0,0,-0.663050364582173,0.00259004136761401,1.23593653528648e-07
47,"35207",0,0,0,0,0,0,0,0,0,-0.660460260369325,0.00259016810648774,1.29884093926587e-07
48,"35811",0,0,0,0,0,0,0,0,0,-0.657870026272384,0.00259030113580186,1.36174534324527e-07
49,"36051",0,0,0,0,0,0,0,0,0,-0.655279656000908,0.00259044045555638,1.42464974722466e-07
50,"36548",0,0,0,0,0,0,0,0,0,-0.652689143264458,0.00259058606575131,1.48755415120406e-07
51,"36995",0,0,0,0,0,0,0,0,0,-0.650098481772592,0.00259073796638663,1.55045855518345e-07
52,"37354",0,0,0,0,0,0,0,0,0,-0.647507665234871,0.00259089615746234,1.61336295916285e-07
53,"38230",0,0,0,0,0,0,0,0,0,-0.644916687360854,0.00259106063897846,1.67626736314225e-07
54,"38721",0,0,0,0,0,0,0,0,0,-0.6423255418601,0.00259123141093497,1.73917176712164e-07
55,"39382",0,0,0,0,0,0,0,0,0,-0.63973422244217,0.00259140847333188,1.80207617110104e-07
56,"39984",0,0,0,0,0,0,0,0,0,-0.637142722816623,0.00259159182616919,1.86498057508038e-07
57,"40007",0,0,0,0,0,0,0,0,0,-0.634551036693019,0.0025917814694469,1.92788497905983e-07
58,"42137",0,0,0,0,0,0,0,0,0,-0.631959157780916,0.002591977403165,1.99078938303923e-07
59,"42185",0,0,0,0,0,0,0,0,0,-0.629367079789875,0.00259217962732351,2.05369378701862e-07
60,"42356",0,0,0,0,0,0,0,0,0,-0.626774796429455,0.00259238814192241,2.11659819099802e-07
61,"43370",0,0,0,0,0,0,0,0,0,-0.624182301409217,0.00259260294696171,2.17950259497741e-07
62,"44033",0,0,0,0,0,0,0,0,0,-0.621589588438719,0.0025928240424414,2.24240699895681e-07
63,"44053",0,0,0,0,0,0,0,0,0,-0.61899665122752,0.0025930514283615,2.30531140293621e-07
64,"45323",0,0,0,0,0,0,0,0,0,-0.616403483485182,0.00259328510472199,2.3682158069156e-07
65,"45864",0,0,0,0,0,0,0,0,0,-0.613810078921263,0.00259352507152288,2.431120210895e-07
66,"45865",0,0,0,0,0,0,0,0,0,-0.611216431245323,0.00259377132876417,2.49402461487439e-07
67,"46451",0,0,0,0,0,0,0,0,0,-0.608622534166921,0.00259402387644585,2.55692901885379e-07
68,"49195",0,0,0,0,0,0,0,0,0,-0.606028381395618,0.00259428271456794,2.61983342283319e-07
69,"51143",0,0,0,0,0,0,0,0,0,-0.603433966640972,0.00259454784313042,2.68273782681258e-07
70,"51725",0,0,0,0,0,0,0,0,0,-0.600839283612543,0.0025948192621333,2.74564223079198e-07
71,"51791",0,0,0,0,0,0,0,0,0,-0.598244326019892,0.00259509697157658,2.80854663477138e-07
72,"53096",0,0,0,0,0,0,0,0,0,-0.595649087572577,0.00259538097146026,2.87145103875077e-07
73,"53920",0,0,0,0,0,0,0,0,0,-0.593053561980158,0.00259567126178433,2.93435544273017e-07
74,"56090",0,0,0,0,0,0,0,0,0,-0.590457742952195,0.0025959678425488,2.99725984670956e-07
75,"56131",0,0,0,0,0,0,0,0,0,-0.587861624198247,0.00259627071375367,3.06016425068896e-07
76,"57412",0,0,0,0,0,0,0,0,0,-0.585265199427874,0.00259657987539894,3.12306865466835e-07
77,"58526",0,0,0,0,0,0,0,0,0,-0.582668462350636,0.00259689532748461,3.18597305864775e-07
78,"58912",0,0,0,0,0,0,0,0,0,-0.580071406676091,0.00259721707001067,3.24887746262715e-07
79,"59575",0,0,0,0,0,0,0,0,0,-0.577474026113801,0.00259754510297713,3.31178186660654e-07
80,"60651",0,0,0,0,0,0,0,0,0,-0.574876314373323,0.00259787942638399,3.37468627058594e-07
81,"61768",0,0,0,0,0,0,0,0,0,-0.572278265164219,0.00259822004023125,3.43759067456533e-07
82,"61884",0,0,0,0,0,0,0,0,0,-0.569679872196047,0.0025985669445189,3.50049507854473e-07
83,"62248",0,0,0,0,0,0,0,0,0,-0.567081129178368,0.00259892013924696,3.56339948252413e-07
84,"62250",0,0,0,0,0,0,0,0,0,-0.56448202982074,0.00259927962441541,3.62630388650352e-07
85,"62844",0,0,0,0,0,0,0,0,0,-0.561882567832724,0.00259964540002426,3.68920829048292e-07
86,"64861",0,0,0,0,0,0,0,0,0,-0.559282736923878,0.00260001746607351,3.75211269446231e-07
87,"64932",0,0,0,0,0,0,0,0,0,-0.556682530803763,0.00260039582256315,3.81501709844171e-07
88,"65617",0,0,0,0,0,0,0,0,0,-0.554081943181938,0.00260078046949319,3.87792150242111e-07
