"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT8_ZT14","treatment",26480,26758,27644,26480,27644,5278,5278,2.26176309847379,2.28238238567653,0.0206192872027358,3.67503324410548,4.15731936138349,0.482286117278007,1.49298627322841,1.88732642140508,0.394340148176672,1.79175946922805,2.12010221985735,0.328342750629291,26479,5278,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
