"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"1576",0,0,0,0,0,0,0,0,0,-0.854563778434959,0.00348800242472492,-1.6859866620842e-07
2,"4318",0,0,0,0,0,0,0,0,0,-0.851075859195402,0.00348783716855358,-1.61913676467462e-07
3,"7312",0,0,0,0,0,0,0,0,0,-0.847588101869521,0.00348767859737198,-1.55228686726504e-07
4,"7955",0,0,0,0,0,0,0,0,0,-0.844100499772328,0.00348752671118013,-1.48543696985546e-07
5,"8860",0,0,0,0,0,0,0,0,0,-0.840613046218831,0.00348738150997801,-1.41858707244588e-07
6,"10440",0,0,0,0,0,0,0,0,0,-0.837125734524042,0.00348724299376564,-1.3517371750363e-07
7,"10986",0,0,0,0,0,0,0,0,0,-0.83363855800297,0.00348711116254301,-1.28488727762672e-07
8,"11556",0,0,0,0,0,0,0,0,0,-0.830151509970626,0.00348698601631011,-1.21803738021713e-07
9,"12336",0,0,0,0,0,0,0,0,0,-0.82666458374202,0.00348686755506696,-1.15118748280755e-07
10,"13454",0,0,0,0,0,0,0,0,0,-0.823177772632163,0.00348675577881355,-1.08433758539797e-07
11,"15724",0,0,0,0,0,0,0,0,0,-0.819691069956063,0.00348665068754988,-1.01748768798839e-07
12,"15997",0,0,0,0,0,0,0,0,0,-0.816204469028733,0.00348655228127595,-9.5063779057881e-08
13,"16357",0,0,0,0,0,0,0,0,0,-0.812717963165181,0.00348646055999177,-8.83787893169229e-08
14,"16970",0,0,0,0,0,0,0,0,0,-0.809231545680419,0.00348637552369732,-8.16937995759648e-08
15,"19175",0,0,0,0,0,0,0,0,0,-0.805745209889456,0.00348629717239261,-7.50088098350066e-08
16,"21269",0,0,0,0,0,0,0,0,0,-0.802258949107304,0.00348622550607765,-6.83238200940485e-08
17,"22152",0,0,0,0,0,0,0,0,0,-0.798772756648971,0.00348616052475243,-6.16388303530904e-08
18,"22345",0,0,0,0,0,0,0,0,0,-0.795286625829469,0.00348610222841695,-5.49538406121323e-08
19,"22963",0,0,0,0,0,0,0,0,0,-0.791800549963807,0.0034860506170712,-4.82688508711742e-08
20,"23810",0,0,0,0,0,0,0,0,0,-0.788314522366997,0.0034860056907152,-4.15838611302161e-08
21,"25630",0,0,0,0,0,0,0,0,0,-0.784828536354047,0.00348596744934894,-3.4898871389258e-08
22,"26275",0,0,0,0,0,0,0,0,0,-0.781342585239969,0.00348593589297242,-2.82138816482999e-08
23,"26562",0,0,0,0,0,0,0,0,0,-0.777856662339772,0.00348591102158564,-2.15288919073418e-08
24,"27482",0,0,0,0,0,0,0,0,0,-0.774370760968468,0.00348589283518861,-1.48439021663836e-08
25,"27833",0,0,0,0,0,0,0,0,0,-0.770884874441065,0.00348588133378131,-8.15891242542556e-09
26,"29101",0,0,0,0,0,0,0,0,0,-0.767398996072575,0.00348587651736376,-1.47392268446746e-09
27,"29706",0,0,0,0,0,0,0,0,0,-0.763913119178008,0.00348587838593594,5.21106705649067e-09
28,"31694",0,0,0,0,0,0,0,0,0,-0.760427237072373,0.00348588693949787,1.18960567974488e-08
29,"32675",0,0,0,0,0,0,0,0,0,-0.756941343070682,0.00348590217804954,1.85810465384069e-08
30,"33459",0,0,0,0,0,0,0,0,0,-0.753455430487945,0.00348592410159095,2.5266036279365e-08
31,"33486",0,0,0,0,0,0,0,0,0,-0.74996949263917,0.0034859527101221,3.19510260203231e-08
32,"36051",0,0,0,0,0,0,0,0,0,-0.74648352283937,0.00348598800364299,3.86360157612812e-08
33,"36548",0,0,0,0,0,0,0,0,0,-0.742997514403555,0.00348602998215362,4.53210055022393e-08
34,"36977",0,0,0,0,0,0,0,0,0,-0.739511460646733,0.00348607864565399,5.20059952431974e-08
35,"37462",0,0,0,0,0,0,0,0,0,-0.736025354883917,0.00348613399414411,5.86909849841556e-08
36,"37691",0,0,0,0,0,0,0,0,0,-0.732539190430115,0.00348619602762396,6.53759747251137e-08
37,"39507",0,0,0,0,0,0,0,0,0,-0.729052960600339,0.00348626474609356,7.20609644660718e-08
38,"39788",0,0,0,0,0,0,0,0,0,-0.725566658709598,0.00348634014955289,7.87459542070298e-08
39,"40899",0,0,0,0,0,0,0,0,0,-0.722080278072903,0.00348642223800197,8.5430943947988e-08
40,"41100",0,0,0,0,0,0,0,0,0,-0.718593812005264,0.00348651101144079,9.21159336889389e-08
41,"42185",0,0,0,0,0,0,0,0,0,-0.715107253821692,0.00348660646986935,9.88009234299042e-08
42,"43370",0,0,0,0,0,0,0,0,0,-0.711620596837196,0.00348670861328765,1.05485913170862e-07
43,"44219",0,0,0,0,0,0,0,0,0,-0.708133834366786,0.00348681744169569,1.1217090291182e-07
44,"45075",0,0,0,0,0,0,0,0,0,-0.704646959725474,0.00348693295509347,1.18855892652779e-07
45,"45864",0,0,0,0,0,0,0,0,0,-0.70115996622827,0.003487055153481,1.25540882393737e-07
46,"45865",0,0,0,0,0,0,0,0,0,-0.697672847190183,0.00348718403685826,1.32225872134695e-07
47,"45958",0,0,0,0,0,0,0,0,0,-0.694185595926223,0.00348731960522527,1.38910861875653e-07
48,"49195",0,0,0,0,0,0,0,0,0,-0.690698205751402,0.00348746185858201,1.45595851616614e-07
49,"50824",0,0,0,0,0,0,0,0,0,-0.687210669980729,0.0034876107969285,1.52280841357569e-07
50,"51714",0,0,0,0,0,0,0,0,0,-0.683722981929215,0.00348776642026473,1.58965831098527e-07
51,"51791",0,0,0,0,0,0,0,0,0,-0.68023513491187,0.0034879287285907,1.65650820839485e-07
52,"53397",0,0,0,0,0,0,0,0,0,-0.676747122243704,0.00348809772190641,1.72335810580443e-07
53,"54669",0,0,0,0,0,0,0,0,0,-0.673258937239727,0.00348827340021186,1.79020800321402e-07
54,"55782",0,0,0,0,0,0,0,0,0,-0.66977057321495,0.00348845576350705,1.8570579006236e-07
55,"55993",0,0,0,0,0,0,0,0,0,-0.666282023484383,0.00348864481179198,1.92390779803318e-07
56,"56261",0,0,0,0,0,0,0,0,0,-0.662793281363036,0.00348884054506665,1.9907576954427e-07
57,"56270",0,0,0,0,0,0,0,0,0,-0.65930434016592,0.00348904296333107,2.05760759285234e-07
58,"56449",0,0,0,0,0,0,0,0,0,-0.655815193208044,0.00348925206658523,2.12445749026192e-07
59,"56878",0,0,0,0,0,0,0,0,0,-0.65232583380442,0.00348946785482912,2.1913073876715e-07
60,"57412",0,0,0,0,0,0,0,0,0,-0.648836255270056,0.00348969032806276,2.25815728508108e-07
61,"57516",0,0,0,0,0,0,0,0,0,-0.645346450919964,0.00348991948628614,2.32500718249066e-07
62,"57965",0,0,0,0,0,0,0,0,0,-0.641856414069154,0.00349015532949926,2.39185707990025e-07
63,"58752",0,0,0,0,0,0,0,0,0,-0.638366138032636,0.00349039785770212,2.45870697730983e-07
64,"59804",0,0,0,0,0,0,0,0,0,-0.63487561612542,0.00349064707089472,2.52555687471941e-07
65,"61705",0,0,0,0,0,0,0,0,0,-0.631384841662516,0.00349090296907706,2.59240677212899e-07
66,"61982",0,0,0,0,0,0,0,0,0,-0.627893807958936,0.00349116555224914,2.65925666953857e-07
67,"62368",0,0,0,0,0,0,0,0,0,-0.624402508329688,0.00349143482041097,2.72610656694815e-07
68,"62913",0,0,0,0,0,0,0,0,0,-0.620910936089784,0.00349171077356254,2.79295646435773e-07
69,"63160",0,0,0,0,0,0,0,0,0,-0.617419084554233,0.00349199341170384,2.85980636176731e-07
70,"65889",0,0,0,0,0,0,0,0,0,-0.613926947038046,0.00349228273483489,2.92665625917689e-07
71,"67386",0,0,0,0,0,0,0,0,0,-0.610434516856233,0.00349257874295568,2.99350615658648e-07
72,"67764",0,0,0,0,0,0,0,0,0,-0.606941787323805,0.00349288143606621,3.06035605399606e-07
73,"67942",0,0,0,0,0,0,0,0,0,-0.603448751755771,0.00349319081416648,3.12720595140564e-07
74,"69012",0,0,0,0,0,0,0,0,0,-0.599955403467142,0.00349350687725649,3.19405584881522e-07
75,"70034",0,0,0,0,0,0,0,0,0,-0.596461735772928,0.00349382962533624,3.2609057462248e-07
76,"70282",0,0,0,0,0,0,0,0,0,-0.59296774198814,0.00349415905840573,3.32775564363438e-07
77,"71698",0,0,0,0,0,0,0,0,0,-0.589473415427787,0.00349449517646497,3.39460554104396e-07
78,"71934",0,0,0,0,0,0,0,0,0,-0.58597874940688,0.00349483797951394,3.46145543845354e-07
79,"72399",0,0,0,0,0,0,0,0,0,-0.582483737240429,0.00349518746755266,3.52830533586312e-07
80,"73097",0,0,0,0,0,0,0,0,0,-0.578988372243444,0.00349554364058111,3.5951552332727e-07
81,"73210",0,0,0,0,0,0,0,0,0,-0.575492647730937,0.00349590649859931,3.66200513068229e-07
82,"73234",0,0,0,0,0,0,0,0,0,-0.571996557017916,0.00349627604160725,3.72885502809187e-07
83,"73566",0,0,0,0,0,0,0,0,0,-0.568500093419392,0.00349665226960493,3.79570492550145e-07
84,"75200",0,0,0,0,0,0,0,0,0,-0.565003250250376,0.00349703518259235,3.86255482291103e-07
85,"76292",0,0,0,0,0,0,0,0,0,-0.561506020825878,0.00349742478056951,3.92940472032061e-07
86,"77109",0,0,0,0,0,0,0,0,0,-0.558008398460907,0.00349782106353641,3.99625461773019e-07
87,"77485",0,0,0,0,0,0,0,0,0,-0.554510376470475,0.00349822403149306,4.06310451513977e-07
88,"78938",0,0,0,0,0,0,0,0,0,-0.551011948169591,0.00349863368443944,4.12995441254935e-07
89,"79008",0,0,0,0,0,0,0,0,0,-0.547513106873266,0.00349905002237557,4.19680430995894e-07
90,"79685",0,0,0,0,0,0,0,0,0,-0.54401384589651,0.00349947304530143,4.26365420736851e-07
91,"80913",0,0,0,0,0,0,0,0,0,-0.540514158554334,0.00349990275321704,4.3305041047781e-07
92,"82296",0,0,0,0,0,0,0,0,0,-0.537014038161746,0.00350033914612239,4.39735400218768e-07
93,"82661",0,0,0,0,0,0,0,0,0,-0.533513478033759,0.00350078222401748,4.46420389959726e-07
94,"82756",0,0,0,0,0,0,0,0,0,-0.530012471485381,0.00350123198690231,4.53105379700684e-07
95,"83973",0,0,0,0,0,0,0,0,0,-0.526511011831624,0.00350168843477688,4.59790369441642e-07
96,"84038",0,0,0,0,0,0,0,0,0,-0.523009092387498,0.00350215156764119,4.664753591826e-07
97,"84540",0,0,0,0,0,0,0,0,0,-0.519506706468012,0.00350262138549525,4.73160348923558e-07
98,"85840",0,0,0,0,0,0,0,0,0,-0.516003847388177,0.00350309788833904,4.79845338664516e-07
99,"86690",0,0,0,0,0,0,0,0,0,-0.512500508463004,0.00350358107617257,4.86530328405475e-07
100,"86782",0,0,0,0,0,0,0,0,0,-0.508996683007502,0.00350407094899585,4.93215318146433e-07
101,"87222",0,0,0,0,0,0,0,0,0,-0.505492364336682,0.00350456750680887,4.99900307887391e-07
102,"87275",0,0,0,0,0,0,0,0,0,-0.501987545765555,0.00350507074961163,5.06585297628349e-07
103,"89120",0,0,0,0,0,0,0,0,0,-0.498482220609129,0.00350558067740412,5.13270287369307e-07
104,"89318",0,0,0,0,0,0,0,0,0,-0.494976382182416,0.00350609729018636,5.19955277110265e-07
105,"89852",0,0,0,0,0,0,0,0,0,-0.491470023800427,0.00350662058795835,5.26640266851223e-07
106,"89941",0,0,0,0,0,0,0,0,0,-0.48796313877817,0.00350715057072007,5.33325256592181e-07
107,"92470",0,0,0,0,0,0,0,0,0,-0.484455720430657,0.00350768723847153,5.4001024633314e-07
108,"92712",0,0,0,0,0,0,0,0,0,-0.480947762072897,0.00350823059121273,5.46695236074098e-07
109,"92801",0,0,0,0,0,0,0,0,0,-0.477439257019901,0.00350878062894368,5.53380225815056e-07
110,"92913",0,0,0,0,0,0,0,0,0,-0.47393019858668,0.00350933735166436,5.60065215556014e-07
111,"93993",0,0,0,0,0,0,0,0,0,-0.470420580088242,0.00350990075937479,5.66750205296972e-07
112,"94816",0,0,0,0,0,0,0,0,0,-0.4669103948396,0.00351047085207496,5.7343519503793e-07
113,"95063",0,0,0,0,0,0,0,0,0,-0.463399636155763,0.00351104762976487,5.80120184778888e-07
114,"95448",0,0,0,0,0,0,0,0,0,-0.459888297351741,0.00351163109244452,5.86805174519846e-07
115,"97129",0,0,0,0,0,0,0,0,0,-0.456376371742544,0.0035122212401139,5.93490164260804e-07
116,"99495",0,0,0,0,0,0,0,0,0,-0.452863852643183,0.00351281807277304,6.00175154001763e-07
117,"100055",0,0,0,0,0,0,0,0,0,-0.449350733368668,0.00351342159042191,6.06860143742721e-07
118,"101737",0,0,0,0,0,0,0,0,0,-0.445837007234009,0.00351403179306052,6.13545133483679e-07
119,"102854",0,0,0,0,0,0,0,0,0,-0.442322667554217,0.00351464868068888,6.20230123224637e-07
120,"103403",0,0,0,0,0,0,0,0,0,-0.438807707644301,0.00351527225330697,6.26915112965595e-07
121,"103455",0,0,0,0,0,0,0,0,0,-0.435292120819273,0.00351590251091481,6.33600102706553e-07
122,"104291",0,0,0,0,0,0,0,0,0,-0.431775900394142,0.00351653945351238,6.40285092447511e-07
123,"105790",0,0,0,0,0,0,0,0,0,-0.428259039683918,0.0035171830810997,6.46970082188469e-07
124,"106460",0,0,0,0,0,0,0,0,0,-0.424741532003612,0.00351783339367676,6.53655071929427e-07
125,"107554",0,0,0,0,0,0,0,0,0,-0.421223370668235,0.00351849039124356,6.60340061670385e-07
126,"107697",0,0,0,0,0,0,0,0,0,-0.417704548992795,0.0035191540738001,6.67025051411344e-07
127,"108286",0,0,0,0,0,0,0,0,0,-0.414185060292305,0.00351982444134638,6.73710041152302e-07
128,"108699",0,0,0,0,0,0,0,0,0,-0.410664897881773,0.00352050149388241,6.8039503089326e-07
129,"109152",0,0,0,0,0,0,0,0,0,-0.40714405507621,0.00352118523140817,6.87080020634218e-07
130,"109875",0,0,0,0,0,0,0,0,0,-0.403622525190626,0.00352187565392367,6.93765010375176e-07
131,"111191",0,0,0,0,0,0,0,0,0,-0.400100301540033,0.00352257276142892,7.00450000116134e-07
132,"112593",0,0,0,0,0,0,0,0,0,-0.396577377439439,0.00352327655392391,7.07134989857092e-07
133,"112799",0,0,0,0,0,0,0,0,0,-0.393053746203855,0.00352398703140863,7.1381997959805e-07
134,"112945",0,0,0,0,0,0,0,0,0,-0.389529401148292,0.0035247041938831,7.20504969339008e-07
135,"113059",0,0,0,0,0,0,0,0,0,-0.386004335587759,0.00352542804134731,7.27189959079966e-07
136,"115370",0,0,0,0,0,0,0,0,0,-0.382478542837267,0.00352615857380126,7.33874948820924e-07
137,"116399",0,0,0,0,0,0,0,0,0,-0.378952016211826,0.00352689579124495,7.40559938561883e-07
138,"116697",0,0,0,0,0,0,0,0,0,-0.375424749026447,0.00352763969367839,7.47244928302841e-07
139,"117125",0,0,0,0,0,0,0,0,0,-0.37189673459614,0.00352839028110156,7.53929918043799e-07
140,"117756",0,0,0,0,0,0,0,0,0,-0.368367966235914,0.00352914755351447,7.60614907784757e-07
141,"121324",0,0,0,0,0,0,0,0,0,-0.364838437260781,0.00352991151091713,7.67299897525715e-07
