"comparison","total_features","control_mode","control_cutoff_center_rank","control_terminal_start_rank","control_cutoff_range_rank_min","control_cutoff_range_rank_max","control_center_nb_support","control_nb_support_threshold","control_pre_evs_remainder_size","control_pre_evs_leading_edge_size","control_left_median_log_nb2","control_right_median_log_nb2","control_right_left_log_nb2_diff","control_left_median_nb_gap","control_right_median_nb_gap","control_right_left_nb_gap_diff","control_left_median_log_alpha_mu","control_right_median_log_alpha_mu","control_right_left_log_alpha_mu_diff","control_right_side_more_nb2","control_right_side_more_nb_gap","control_right_side_more_alpha_mu","treatment_mode","treatment_cutoff_center_rank","treatment_terminal_start_rank","treatment_cutoff_range_rank_min","treatment_cutoff_range_rank_max","treatment_center_nb_support","treatment_nb_support_threshold","treatment_pre_evs_remainder_size","treatment_pre_evs_leading_edge_size","treatment_left_median_log_nb2","treatment_right_median_log_nb2","treatment_right_left_log_nb2_diff","treatment_left_median_nb_gap","treatment_right_median_nb_gap","treatment_right_left_nb_gap_diff","treatment_left_median_log_alpha_mu","treatment_right_median_log_alpha_mu","treatment_right_left_log_alpha_mu_diff","treatment_right_side_more_nb2","treatment_right_side_more_nb_gap","treatment_right_side_more_alpha_mu"
"RT0_ZT6",31757,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",28251,28493,28075,28493,0.498702933036379,0.349092053125465,28250,3507,3.6988297849671,3.92197333628131,0.22314355131421,1.6094379124341,1.78379129957888,0.174353387144778,1.79175946922806,1.93221130469715,0.140451835469096,TRUE,TRUE,TRUE,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",25574,26034,25509,26034,0.459016273587662,0.321311391511364,25573,6184,3.06339092202781,3.40119738166216,0.337806459634349,1.28785428830664,1.52146913948814,0.233614851181505,1.50812600189258,1.68175857401373,0.173632572121143,TRUE,TRUE,TRUE
"RT2_ZT8",31757,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",23381,24576,23284,24576,0.45962236171944,0.321735653203608,23380,8377,3.06805293513362,3.14415227867226,0.0760993435386474,1.00685216947417,1.37520367442573,0.368351504951565,1.20865628281888,1.57239664075375,0.363740357934867,TRUE,TRUE,TRUE,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",21205,25957,21190,22115,0.308038204773547,0.215626743341483,21204,10553,2.9704144655697,3.38439026334577,0.413975797776073,1.08189629067618,1.49165487677772,0.409758586101536,1.32175583998232,1.66098407255729,0.339228232574971,TRUE,TRUE,TRUE
"RT4_ZT10",31757,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",21513,25090,21301,22821,0.439697261694368,0.307788083186058,21512,10245,2.70805020110221,2.84490938381941,0.136859182717197,0.804844147209383,1.16179119028964,0.356947043080258,1.09861228866811,1.37054600415175,0.271933715483642,TRUE,TRUE,TRUE,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",22667,25231,16951,25231,0.742893534146917,0.520025473902842,22666,9091,4.60517018598809,4.61709875685337,0.0119285708652734,2.1035390932589,2.11021320034659,0.00667410708769367,2.19722457733622,2.19558925399549,-0.00163532334073091,TRUE,TRUE,FALSE
"RT8_ZT14",31757,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",24891,26520,24825,25460,0.710008200448113,0.497005740313679,24890,6867,3.75419892023458,3.75419892023458,0,1.32447323295882,1.71182526261251,0.387352029653691,1.49298548635732,1.88481049041459,0.391825004057269,FALSE,TRUE,TRUE,"terminal_start = later pre-terminal d2 zero before sustained rise; cutoff_center = earlier scored pre-terminal d2 zero satisfying NB and trough support",26885,28646,26772,28646,0.498276929941951,0.348793850959365,26884,4873,3.55534806148941,3.94545778151438,0.39010972002497,1.49165487677772,1.76706685663768,0.275411979859966,1.64463077351317,1.89049430991374,0.24586353640057,TRUE,TRUE,TRUE
