"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.01,308,1,1539,0.27342970225957,0.0622463135526015,770,1014,0.356258587976723,0.56619943764621,0.855608458322089,0.0567105356684258,244,0.00408163265306122,0.916400626643576
0.02,616,1,1847,0.31547493114022,0.0855828015468082,924,1072,0.353555300329955,0.565440279690202,0.997758455366398,0.109821843349443,148,0.00671140939597315,1.11429170811181
0.03,924,1,2155,0.312916233180768,0.110085004570224,1078,1131.5,0.360106025244754,0.573955011118709,0.989107797085865,0.165586191607948,53.5,0.018348623853211,1.17304261254702
0.04,1231,1,2462,0.316137936832275,0.0984064565146748,1231.5,2182,0.359259898217627,0.577052615662718,1,0.139007086851492,950.5,0.00105097214923805,1.14005805900073
0.05,1539,308,2770,0.0948782633330106,0.080154843446418,1539,1539,0.356739479865849,0.591908515357117,0.251946944486256,0.0974684012710522,0,1,1.34941534575731
0.06,1847,616,3078,0.0861050330353333,0.0772343597512465,1847,1971,0.359043006417731,0.598845283873688,0.222285679841368,0.0908216981274535,124,0.008,0.321107377968821
0.07,2155,924,3386,0.0742307819635368,0.0851598272606448,2155,2112,0.366964178303204,0.619082493083507,0.182140226963692,0.108859199893445,43,0.0227272727272727,0.31372669958441
0.08,2463,1232,3694,0.0526519777154112,0.0958602686774608,2483.5,2463,0.365559393061356,0.629496648747002,0.109184815808766,0.133212240357473,20.5,0.0465116279069767,0.288908684073216
0.09,2771,1540,4002,0.0421962877573765,0.0713640966147135,2771,2799,0.369834550900929,0.637348691146686,0.0738353520004045,0.0774616179092846,28,0.0344827586206897,0.185779728530379
0.1,3078,1847,4309,0.0548599526375946,0.0467452511296879,3078,3262,0.37785434626484,0.658619289805029,0.116649720555824,0.0214318040987742,184,0.00540540540540541,0.143486930060003
0.11,3386,2155,4617,0.0407449762244505,0.0851085059058733,3386,3128.5,0.37676678107841,0.663703398137607,0.0689286375976498,0.108742398073714,257.5,0.00386847195357834,0.181539507624942
0.12,3694,2463,4925,0.0216723658363582,0.0382371930266483,3694,3274.5,0.381360768716243,0.672510530300071,0.00444637450923831,0.00206838952710924,419.5,0.00237812128418549,0.00889288532053304
0.13,4002,2771,5233,0.0718015865010664,0.136027755345898,3835.5,4002,0.387566874183069,0.679519295519154,0.17392740146593,0.224629069819992,166.5,0.00597014925373134,0.404526620539653
0.14,4310,3079,5541,0.0728890506076261,0.122254788627646,3907.5,5118.5,0.394307780689044,0.689271329026788,0.177603990312005,0.19328329605853,1211,0.000825082508250825,0.371712368878785
0.15,4618,3387,5849,0.0715454885087085,0.126161051334173,4073,5140,0.400167273466818,0.697128259611348,0.173061564132518,0.202173524979897,1067,0.000936329588014981,0.37617141870043
0.16,4926,3695,6157,0.0725816582365421,0.116891111452307,5075,4609.5,0.40248074130588,0.703167922474412,0.176564732688623,0.181076150371836,465.5,0.00214362272240086,0.35978450578286
0.17,5233,4002,6464,0.0819418227773259,0.131203682887102,4371.5,5105,0.404417816256269,0.708496991740403,0.208210353303118,0.213650005759528,733.5,0.00136147038801906,0.423221829450665
