"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score"
0.01,305,1.10544276945222,0.928794497464429,0.17347869988003,0.00316957210776545,308,0.916400626643576,0.855608458322089,0.0567105356684258,0.00408163265306122,306,2.0218433960958
0.02,611,2.23448119458358,1,0.234481194583581,1,616,1.11429170811181,0.997758455366398,0.109821843349443,0.00671140939597315,614,3.3487729026954
0.03,916,1.08730688381122,0.927426129093305,0.158451162151794,0.00142959256611866,924,1.17304261254702,0.989107797085865,0.165586191607948,0.018348623853211,920,2.26034949635824
0.04,1221,1.20346985715163,0.998345720335624,0.204001172189388,0.00112296462661426,1231,1.14005805900073,1,0.139007086851492,0.00105097214923805,1226,2.34352791615236
0.05,1527,0.371468566564192,0.340662100393778,0.027473132837081,0.00333333333333333,1539,1.34941534575731,0.251946944486256,0.0974684012710522,1,1533,1.7208839123215
0.06,1832,1.18980331264571,0.134562549659763,0.0552407629859432,1,1847,0.321107377968821,0.222285679841368,0.0908216981274535,0.008,1840,1.51091069061453
0.07,2137,0.267841067723314,0.108624080448798,0.144065472123,0.0151515151515152,2155,0.31372669958441,0.182140226963692,0.108859199893445,0.0227272727272727,2146,0.581567767307724
0.08,2443,0.201217010235423,0.0797491980259463,0.109839905232732,0.0116279069767442,2463,0.288908684073216,0.109184815808766,0.133212240357473,0.0465116279069767,2453,0.490125694308639
0.09,2748,0.334657562364188,0.108337331005981,0.220717990461849,0.00560224089635854,2771,0.185779728530379,0.0738353520004045,0.0774616179092846,0.0344827586206897,2760,0.520437290894566
0.1,3053,0.27426599340715,0.122784664587654,0.141481328819496,0.01,3078,0.143486930060003,0.116649720555824,0.0214318040987742,0.00540540540540541,3066,0.417752923467153
0.11,3359,0.1988136644572,0.0538600236738453,0.140734231500655,0.00421940928270042,3386,0.181539507624942,0.0689286375976498,0.108742398073714,0.00386847195357834,3372,0.380353172082142
0.12,3664,0.895129959006244,0.350529457823963,0.528071575562446,0.0165289256198347,3694,0.00889288532053304,0.00444637450923831,0.00206838952710924,0.00237812128418549,3679,0.904022844326777
0.13,3970,0.516484034756373,0.219725540345172,0.286954572842573,0.00980392156862745,4002,0.404526620539653,0.17392740146593,0.224629069819992,0.00597014925373134,3986,0.921010655296026
0.14,4275,0.294192954239668,0.117088955098496,0.14431711389527,0.0327868852459016,4310,0.371712368878785,0.177603990312005,0.19328329605853,0.000825082508250825,4292,0.665905323118453
0.15,4580,0.416431317043655,0.125230706227291,0.211200610816364,0.08,4618,0.37617141870043,0.173061564132518,0.202173524979897,0.000936329588014981,4599,0.792602735744085
0.16,4886,0.217759714400439,0.119153265516197,0.0953961760110477,0.00321027287319422,4926,0.35978450578286,0.176564732688623,0.181076150371836,0.00214362272240086,4906,0.577544220183299
0.17,5191,0.303316102523557,0.107952601296138,0.179234468969355,0.0161290322580645,5233,0.423221829450665,0.208210353303118,0.213650005759528,0.00136147038801906,5212,0.726537931974222
0.18,5496,0.215044574185617,0.0964995165167797,0.116754547373403,0.0017905102954342,5541,0.284246166382954,0.130456831995063,0.141289334387891,0.0125,5518,0.49929074056857
0.19,5802,1.05807570488508,0.0356756568153162,0.0224000480697618,1,5849,0.290644342083089,0.117189506367991,0.171474637695296,0.00198019801980198,5826,1.34872004696817
0.2,6107,0.249846614910493,0.0676486852662241,0.167705176021081,0.0144927536231884,6157,0.514942745590231,0.230719414555814,0.283214249298797,0.00100908173562059,6132,0.764789360500724
0.21,6412,1.05513307742979,0.0134901273474604,0.0416429500823313,1,6465,0.192713590764362,0.118747153823048,0.072403936941314,0.0015625,6438,1.24784666819415
0.22,6718,0.175705079647897,0.0437348138759408,0.122837845680632,0.0091324200913242,6773,0.110162462515887,0.0745645715876008,0.0347402579951818,0.000857632933104631,6746,0.285867542163784
0.23,7023,0.335702649487255,0.0483907834393776,0.286296122015374,0.00101574403250381,7081,0.195022895859989,0.0879522514756239,0.106127692946364,0.000942951438000943,7052,0.530725545347245
0.24,7328,1.10102682449399,0.00423887531332849,0.0967879491806615,1,7388,0.217353689405512,0.120127394950986,0.0963627365961498,0.000863557858376511,7358,1.3183805138995
0.25,7634,0.0212765957446809,0,0,0.0212765957446809,7696,0.141867216708259,0.0954681028780955,0.0435296733710528,0.00286944045911047,7665,0.16314381245294
0.26,7939,0.268795289362134,0.100706432907717,0.166377992468104,0.00171086398631309,8004,0.115097050709324,0.0722511800254854,0.0415044890607671,0.00134138162307176,7972,0.383892340071459
0.27,8244,0.232658959588921,0.0794432423476898,0.150308740497045,0.00290697674418605,8312,0.0959264600050426,0.0555966870876778,0.0359629606902906,0.00436681222707424,8278,0.328585419593964
0.28,8550,0.202725157854224,0.0601745293394263,0.140896368796022,0.00165425971877585,8620,0.117370809297953,0.0717297600909999,0.0402062665982574,0.00543478260869565,8585,0.320095967152177
0.29,8855,0.27235278412769,0.0755154809724663,0.194656278073436,0.00218102508178844,8928,0.120924755302571,0.0586080117485828,0.0529270721924854,0.00938967136150235,8892,0.393277539430261
0.3,9160,0.418666613093038,0.107161778214793,0.310623000663078,0.000881834215167548,9236,0.0629986643799707,0,0.0598687739261365,0.00312989045383412,9198,0.481665277473009
0.31,9466,0.405965563648828,0.099664791016684,0.302956291026793,0.00334448160535117,9543,0.0511536519883673,0.0239190984363906,0.0248044198946255,0.00243013365735115,9504,0.457119215637196
0.32,9771,0.403416213808038,0.108351377289057,0.294156158645287,0.000908677873693776,9851,0.301458374791983,0.0990654949730904,0.19369722764498,0.00869565217391304,9811,0.704874588600021
0.33,10077,1.0163831657787,0.260035679149774,0.755316558793873,0.00103092783505155,10159,1.49333671132665,0.190336559166554,0.3030001521601,1,10118,2.50971987710535
0.34,10382,0.648327647822787,0.235071326620887,0.396449598512824,0.0168067226890756,10467,0.485948562938682,0.126925055559442,0.358051217636897,0.000972289742343218,10424,1.13427621076147
0.35,10687,1.57069983232569,0.129574472828118,0.441125359497568,1,10775,0.0470684489410005,0.0124836489200121,0.0321981651761196,0.00238663484486874,10731,1.61776828126669
0.36,10993,0.257978936601599,0.0965269154609368,0.155041764730406,0.00641025641025641,11083,0.0457770005025025,0.0331983841503012,0,0.0125786163522013,11038,0.303755937104102
0.37,11298,0.10741783927884,0.00406021315478278,0.100736394145027,0.00262123197903014,11390,0.0752072575415296,0.0719106880159003,0.00138452363652799,0.00191204588910134,11344,0.18262509682037
0.38,11603,0.905402399883863,0.160832476681823,0.743461275751929,0.00110864745011086,11698,0.122747561593318,0.042789623195043,0.0778415362818728,0.00211640211640212,11650,1.02814996147718
0.39,11909,0.328960851687506,0.0892024916722138,0.238136299999071,0.0016220600162206,12006,0.0891219649420318,0.0457200017396145,0.0407423887343322,0.00265957446808511,11958,0.418082816629537
0.4,12214,0.422358147805756,0.0993370424556765,0.306760942748453,0.016260162601626,12314,0.355891815154189,0.0675180746082087,0.286006876640655,0.00236686390532544,12264,0.778249962959945
0.41,12519,2.25654879929674,0.256548799296741,1,1,12622,0.507102460124914,0.040867926160616,0.066234533964298,0.4,12570,2.76365125942165
0.42,12825,1.46584912587367,0.201294372824573,0.264554753049094,1,12930,0.620969489208287,0.125451474677633,0.476826425745607,0.0186915887850467,12878,2.08681861508195
0.43,13130,1.92933984145223,0.177082068861355,0.752257772590876,1,13238,0.685445133725587,0.131972714204242,0.516435382484307,0.037037037037037,13184,2.61478497517782
0.44,13435,0.324152969225187,0.107324769125334,0.215447937850026,0.00138026224982747,13545,0.504614982330824,0.130817399769195,0.35054176860814,0.0232558139534884,13490,0.828767951556011
0.45,13741,1.06929538170108,0.121047378224584,0.929017234245729,0.0192307692307692,13853,0.529537501215287,0.129456702562568,0.399088735160656,0.000992063492063492,13797,1.59883288291637
0.46,14046,0.421916822524504,0.0536559962391034,0.361411511216908,0.00684931506849315,14161,0.366585043907491,0.0728361534631219,0.291985222014034,0.0017636684303351,14104,0.788501866431995
0.47,14351,0.942735885407977,0.25308907700059,0.667424586185165,0.0222222222222222,14469,0.76582966813041,0.327852900147626,0.435467357694202,0.00250941028858218,14410,1.70856555353839
0.48,14657,0.506079373251782,0.118327305465001,0.385292043186536,0.002460024600246,14777,2.56065991751964,0.560659917519642,1,1,14717,3.06673929077142
0.49,14962,0.55120255028361,0.122490488773808,0.414527664346681,0.0141843971631206,15085,0.928916147634278,0.26446740877419,0.539448738860088,0.125,15024,1.48011869791789
