"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.02,611,2.23448119458358,1,0.234481194583581,1,616,1.11429170811181,0.997758455366398,0.109821843349443,0.00671140939597315,614,3.3487729026954,614,"combined_fourier_candidate_1",0.00395007767328288,0.980528952876261,TRUE,"combined_fourier_max"
