"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","padj_strong_effect","padj_weak_effect","deseq2_strong_call","deseq2_weak_call","HBFSS_only_call","overlap_call","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT2_ZT8_remainder_dataset","66229","Atp6v0e1",32.8237109450725,0.847977698913319,"upregulated",0.0648974856390362,0.0044637734267814,0.99996240310207,5.95072989884038e-05,0.0442855979305793,3.58307020627512,0.0121262931708246,1.91627193627157,0.856717218714803,1,FALSE,TRUE,"intermediate",1.5965429398704,0.56149463539709,2.84338057609638,TRUE,FALSE,1,0.856717218714803,FALSE,FALSE,TRUE,FALSE,125.027459451814,23.8000654239033,28.2716949328372,12.6978912105851,56.5429378864997,11.0408607774242,22.6057614547715,15.1068919880814,19.7463269994257,13.3972193253833,0.385674369923912,0.264723856310246,0.339610201631006,9,FALSE,1.63284322587704e-05,4.22542976173408
"RT2_ZT8_remainder_dataset","42414","Dbp",189.475484678803,-0.781374564146752,"downregulated",0.00701740060884174,8.8394888685819e-05,0.673966828785027,3.10344410170416e-08,0.000233466345907575,5.86668217876494,0.0121262931708246,1.91627193627157,0.387116067441586,1,FALSE,TRUE,"intermediate",-0.923789808704856,0.235635437118287,-3.92041969579101,FALSE,FALSE,1,0.387116067441586,FALSE,FALSE,TRUE,FALSE,196.255224230423,136.3926826216,113.086779731349,115.868257296589,89.9125405736142,285.835617904426,240.525301878769,219.352071666941,198.321805950753,299.204564933561,0.0525930129897667,0.0756134891370006,0.0607696784894238,9,FALSE,0.171361477990101,7.5081560725889
"RT2_ZT8_remainder_dataset","522218","Cryab",197.061595419877,0.618258991072516,"upregulated",0.0378204025465929,0.00119552370077669,0.99996240310207,4.76919241765295e-06,0.0110393077962159,3.29009932118097,0.0121262931708246,1.91627193627157,0.274214159801689,1,FALSE,TRUE,"intermediate",0.829691305476396,0.256081837486944,3.23994592361005,FALSE,FALSE,1,0.274214159801689,FALSE,FALSE,TRUE,FALSE,306.885582290817,293.839269272037,270.277403557923,133.327857711143,255.833620601212,154.572050883939,123.879572772148,193.972493126965,99.5901709536251,138.437933028961,0.0730393674416092,0.0740880851250445,0.0733769779720552,6,FALSE,1.63284322587704e-05,5.32155515518427
"RT2_ZT8_remainder_dataset","249916","Mt2A",288.624231572326,0.663584220598392,"upregulated",0.000738517122063167,3.9518843203033e-05,0.401748560002033,6.49186082668507e-09,6.5116087189044e-05,5.43318260243771,0.0121262931708246,1.91627193627157,0.13955307276544,1,FALSE,TRUE,"intermediate",0.768471857993967,0.186963617882815,4.11027485826484,FALSE,FALSE,1,0.13955307276544,FALSE,FALSE,TRUE,FALSE,413.727229458731,455.862791580918,360.746827343002,257.132297014348,329.988293239244,174.200247821582,226.961845005906,227.207655500744,202.614485733237,237.800643025554,0.0266976988560846,0.0620014828614298,0.0383455596948499,9,FALSE,0.396045671215002,8.1876307992048
"RT2_ZT8_remainder_dataset","130629","Hspb8",51.3911584326422,0.541208369922672,"upregulated",0.0648974856390362,0.00445154440496247,0.99996240310207,5.91966731173788e-05,0.0442119145500303,2.28806808687031,0.0121262931708246,1.91627193627157,0.470622521889843,1,FALSE,TRUE,"intermediate",0.966980870276139,0.339976887881602,2.84425472655333,FALSE,FALSE,1,0.470622521889843,FALSE,FALSE,TRUE,FALSE,103.810678453931,82.3848418519731,62.1977288522418,52.3788012436634,38.931203134967,40.4831561838887,37.0734487858253,42.2992975666278,30.9072944338836,23.4451338194208,0.0836665213007436,0.182082612552098,0.117771387583949,9,FALSE,1.63284322587704e-05,4.22770270015823
"RT2_ZT8_remainder_dataset","11646","Sphk2",46.5157226873324,0.540785879517653,"upregulated",0.0648974856390362,0.00446943595477897,0.99996240310207,5.9651391106641e-05,0.044319600002258,2.28448474215093,0.0121262931708246,1.91627193627157,0.48622724240221,1,FALSE,TRUE,"intermediate",0.980738319452893,0.344968839600268,2.84297654416939,FALSE,FALSE,1,0.48622724240221,FALSE,FALSE,TRUE,FALSE,88.6558348840137,41.1924209259866,66.7212000414957,44.4426192370477,66.7392053742291,23.3084838634511,41.5946010767796,20.5453731037906,31.7658303903804,40.19165797615,0.077690278991914,0.197395108411521,0.119563560354652,9,FALSE,1.63284322587704e-05,4.22437942386467
"RT2_ZT8_remainder_dataset","341454","-",54.7942537163611,-0.913706916342661,"downregulated",0.0583047176397209,0.00178315858159189,0.99996240310207,1.02798613565991e-05,0.0186945579794769,4.55758174170516,0.0121262931708246,1.91627193627157,0.756294033950267,1,FALSE,TRUE,"intermediate",-1.28215042880409,0.410398970811144,-3.12415605299875,TRUE,FALSE,1,0.756294033950267,FALSE,FALSE,TRUE,FALSE,50.7687259592215,19.2231297654604,27.1408271355237,15.8723640132313,45.4197369907948,51.5240169613129,41.5946010767796,109.978173673232,78.1267720412059,108.294189546849,0.184346382403248,0.173009184231665,0.179902252404571,9,FALSE,1.63284322587704e-05,4.98801274258491
"RT2_ZT8_remainder_dataset","242233","Ercc3",21.2660653256476,0.659414716315626,"upregulated",0.167757895729903,0.00459483208241366,0.99996240310207,6.28843991230532e-05,0.0450540643501473,2.7705026315045,0.0121262931708246,1.91627193627157,0.72066072081151,1,FALSE,TRUE,"intermediate",1.25563719532231,0.443038980340643,2.83414609332316,TRUE,FALSE,1,0.72066072081151,FALSE,FALSE,TRUE,FALSE,40.1603354602797,37.5308723992322,22.6173559462697,23.808546019847,25.0272020153359,14.7211477032322,6.32961320733603,9.06413519284881,18.8877910429289,14.5136542691653,0.0653442261023549,0.389036493062995,0.181427701533081,7,FALSE,1.63284322587704e-05,4.20145708452527
"RT2_ZT8_remainder_dataset","440688","Khk",2.93576631405829,5.52813603467817,"upregulated",0.00786461526820064,0.000266875472152462,0.99996240310207,2.64238400715655e-07,0.00159025319849441,36.3641013237163,0.0121262931708246,1.91627193627157,NA,1,FALSE,TRUE,"intermediate",5.12627602974296,1.40619398487965,3.64549705436386,TRUE,TRUE,1,NA,FALSE,FALSE,TRUE,FALSE,8.33516396345428,3.66154852675436,4.52347118925395,6.34894560529253,6.48853385582783,0,0,0,0,0,1e-08,2.59339206898028,1.2854645526262,8,FALSE,1.63284322587704e-05,6.57800406784551
"RT2_ZT8_remainder_dataset","1473","Adgrg6",5.00835850749292,3.25695700671648,"upregulated",0.018173535735505,0.000695313219738451,0.99996240310207,1.67974158338247e-06,0.00638927158132748,18.8081369874878,0.0121262931708246,1.91627193627157,NA,1,FALSE,TRUE,"intermediate",4.12230887711363,1.21551097237107,3.39142053902841,TRUE,TRUE,1,NA,FALSE,FALSE,TRUE,FALSE,9.85064832044597,14.6461941070174,7.91607458119441,4.7617092039694,10.1962674877294,0,2.71269137457258,0,0,0,0.0360401594392625,1.53507038746409,0.910822238396323,9,FALSE,1.63284322587704e-05,5.77475752633569
