"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.01,305,1,1526,0.287850188109603,0.0705181661554733,763.5,449,0.281770933917664,0.434676053022448,0.928794497464429,0.17347869988003,314.5,0.00316957210776545,1.10544276945222
0.02,611,1,1832,0.309319539187437,0.0886479108343732,916.5,916.5,0.281734286534114,0.443296382519524,1,0.234481194583581,0,1,2.23448119458358
0.03,916,1,2137,0.287437607902774,0.0660520304098872,1069,370.5,0.285207814283924,0.450870420213998,0.927426129093305,0.158451162151794,698.5,0.00142959256611866,1.08730688381122
0.04,1221,1,2442,0.308820753143793,0.0795893464838614,1221.5,332,0.28464209996599,0.456592595790633,0.998345720335624,0.204001172189388,889.5,0.00112296462661426,1.20346985715163
0.05,1527,306,2748,0.110520902263325,0.0271257825316511,1527,1826,0.284393881991624,0.471915273456686,0.340662100393778,0.027473132837081,299,0.00333333333333333,0.371468566564192
0.06,1832,611,3053,0.0483793056994623,0.0353782326549358,1832,1832,0.290794693599835,0.483711639606863,0.134562549659763,0.0552407629859432,0,1,1.18980331264571
0.07,2137,916,3358,0.040558532274914,0.0617766497304698,2137,2072,0.297334993800277,0.499605572814167,0.108624080448798,0.144065472123,65,0.0151515151515152,0.267841067723314
0.08,2443,1222,3664,0.031852393479563,0.0516049216359621,2443,2528,0.303074563817144,0.515736659889279,0.0797491980259463,0.109839905232732,85,0.0116279069767442,0.201217010235423
0.09,2748,1527,3969,0.0404720737255041,0.084557530958875,2570.5,2748,0.307154120939357,0.529079479043693,0.108337331005981,0.220717990461849,177.5,0.00560224089635854,0.334657562364188
0.1,3053,1832,4274,0.0448281257967409,0.0610086506751214,3053,3152,0.315006784700024,0.541531421509824,0.122784664587654,0.141481328819496,99,0.01,0.27426599340715
0.11,3359,2138,4580,0.0240464830725287,0.0607866157615215,3359,3123,0.32045946690827,0.551963204191279,0.0538600236738453,0.140734231500655,236,0.00421940928270042,0.1988136644572
0.12,3664,2443,4885,0.113496034146894,0.175902025165175,3604.5,3664,0.330964003099067,0.564903833999604,0.350529457823963,0.528071575562446,59.5,0.0165289256198347,0.895129959006244
0.13,3970,2749,5191,0.0740570143140461,0.104242829614301,3970,4071,0.339543223341846,0.584002451138228,0.219725540345172,0.286954572842573,101,0.00980392156862745,0.516484034756373
0.14,4275,3054,5496,0.0431107980298455,0.0618514368535862,4275,4245.5,0.345676070381677,0.602885193417719,0.117088955098496,0.14431711389527,29.5,0.0327868852459016,0.294192954239668
0.15,4580,3359,5801,0.0455656379951295,0.0817289964239628,4568.5,4580,0.352465614380187,0.613429172371721,0.125230706227291,0.211200610816364,11.5,0.08,0.416431317043655
0.16,4886,3665,6107,0.043733213482487,0.0473122918956071,4886,5196.5,0.359598713662137,0.629025038415804,0.119153265516197,0.0953961760110477,310.5,0.00321027287319422,0.217759714400439
0.17,5191,3970,6412,0.0403560728980883,0.0722287621651491,5191,5130,0.361823622144192,0.63157424120671,0.107952601296138,0.179234468969355,61,0.0161290322580645,0.303316102523557
0.18,5496,4275,6717,0.0369028243527332,0.0536599309788672,5686.5,5129,0.365517712794167,0.644314472402616,0.0964995165167797,0.116754547373403,557.5,0.0017905102954342,0.215044574185617
0.19,5802,4581,7023,0.0185636686507237,0.0256180781006624,5802,5802,0.372771906302725,0.659065364429359,0.0356756568153162,0.0224000480697618,0,1,1.05807570488508
0.2,6107,4886,7328,0.0282039372871429,0.0688022934855282,6107,6039,0.373993792813319,0.669014357541306,0.0676486852662241,0.167705176021081,68,0.0144927536231884,0.249846614910493
0.21,6412,5191,7633,0.0118744535755952,0.0313370065160385,6412,6412,0.376246516537383,0.670418095175626,0.0134901273474604,0.0416429500823313,0,1,1.05513307742979
0.22,6718,5497,7939,0.0209936054697149,0.0554678676157474,6609.5,6718,0.377228612385028,0.671792968750101,0.0437348138759408,0.122837845680632,108.5,0.0091324200913242,0.175705079647897
0.23,7023,5802,8244,0.0223974386231317,0.104047140152112,7023,8006.5,0.377316294801594,0.679685813860569,0.0483907834393776,0.286296122015374,983.5,0.00101574403250381,0.335702649487255
0.24,7328,6107,8549,0.00908508518751192,0.0477259223928296,7328,7328,0.379372923983918,0.681282823577795,0.00423887531332849,0.0967879491806615,0,1,1.10102682449399
0.25,7634,6413,8855,0.0078070111758644,0.0189608560596066,7634,7588,0.38289927485172,0.692976368588412,0,0,46,0.0212765957446809,0.0212765957446809
