"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,151,0.315933766797052,0.259967587508466,0.756226358983725,0,7628.5,7301.5,153,0.387306353314393,0.304910153751979,0.738317052472705,0.017394273115196,7741,7741,152,0.703240120111445,0.564877741260445,1.49454341145643,0.017394273115196,163.5,0.0060790273556231,0.138362378851,1.47714913834123
0.01,302,0.313367199128433,0.26449926199091,0.746527475545382,0.0166938217925361,7704,7302,307,0.392958227784654,0.33286331142185,0.75629602344469,0.100732196403704,7818,7818,304,0.706325426913087,0.59736257341276,1.50282349899007,0.11742601819624,201,0.00495049504950495,0.108962853500328,1.38539748079383
0.015,453,0.323773656171956,0.26606437369852,0.785852763986172,0.0224593938859142,7779.5,7283,460,0.388332399113198,0.355828066561511,0.741580969201517,0.169197985663399,7894.5,7894.5,456,0.712106055285153,0.621892440260031,1.52743373318769,0.191657379549313,248.25,0.00401203610832497,0.0902136150251229,1.33577635363838
0.02,604,0.334814024569512,0.281671284086206,0.827573560017967,0.0799522658372169,7855,7855,613,0.384350620057964,0.311293506833416,0.728914677614967,0.0364252318250106,7971,7971,608,0.719164644627476,0.592964790919622,1.55648823763293,0.116377497662228,0,1,0.126199853707853,1.44011073997071
0.025,755,0.346109474168942,0.262587866510016,0.870258290441419,0.00965260652945365,7930.5,7333,766,0.391286469188312,0.318965901352326,0.75097805337406,0.0592992639256941,8047.5,8047.5,760,0.737395943357254,0.581553767862342,1.62123634381548,0.0689518704551477,298.75,0.00333611342785655,0.155842175494912,1.55228447336033
0.03,906,0.343182702538457,0.264363994558347,0.859198220901153,0.0161955224503629,8006,7346.5,920,0.384474752715283,0.325099926312991,0.729309551466882,0.0775868902346427,8124.5,8124.5,913,0.72765745525374,0.589463920871338,1.58850777236804,0.0937824126850055,329.75,0.00302343159486017,0.138193534382402,1.49472535968303
0.035,1057,0.34360512764325,0.263511615886582,0.860794536440739,0.0130555225008237,8081.5,7263,1073,0.379571505446607,0.340262180639587,0.71371201107991,0.122790756033054,8201,8201,1065,0.723176633089856,0.603773796526169,1.57450654752065,0.135846278533877,409.25,0.0024375380865326,0.119402836563688,1.43866026898677
0.04,1208,0.344923119530011,0.266138905610389,0.865775137513009,0.0227339551897814,8157,7170,1226,0.384274867699416,0.366901087750354,0.728673704560353,0.202210448917326,8277.5,8277.5,1217,0.729197987229427,0.633039993360743,1.59444884207336,0.224944404107108,493.5,0.00202224469160768,0.0961579938686834,1.36950443796625
0.045,1359,0.34766267362448,0.274486984462302,0.87612772480699,0.0534866805242638,8232.5,7186.5,1380,0.387336413924193,0.388103751140767,0.738412677178073,0.265422840018558,8354.5,8354.5,1370,0.734999087548673,0.662590735603069,1.61454040198506,0.318909520542822,523,0.00190839694656489,0.0724083519456041,1.29563088144224
0.05,1510,0.342450771554034,0.269433501069714,0.856432303840158,0.0348706145393323,8308,7091.5,1533,0.374545066804913,0.332861717450274,0.697722591126054,0.100727444229282,8431,8431,1522,0.716995838358946,0.602295218519988,1.55415489496621,0.135598058768614,608.25,0.00164136233073451,0.114700619838958,1.4185568361976
0.055,1662,0.339382453390911,0.272637002011308,0.844837339647419,0.0466716991137825,8384,7088.5,1686,0.369854374968056,0.299075776799021,0.682801203041956,0,8507.5,8507.5,1674,0.709236828358967,0.571712778810329,1.52763854268938,0.0466716991137825,647.75,0.00154142581888247,0.137524049548638,1.48096684357559
0.06,1813,0.326924850087743,0.268624282789958,0.797760909972161,0.031889609216501,8459.5,7148.5,1839,0.375386940800656,0.334539072668225,0.700400645674359,0.105728213807161,8584,8584,1826,0.702311790888399,0.603163355458183,1.49816155564652,0.137617823023662,655.5,0.00152322924600152,0.0991484354302152,1.36054373262286
0.065,1964,0.33267224904731,0.267444321375843,0.819479937007395,0.027542857117334,8535,7264.5,1993,0.369919570436769,0.333157987966089,0.683008593960787,0.101610727964565,8661,8661,1978,0.70259181948408,0.600602309341932,1.50248853096818,0.129153585081899,635.25,0.00157170923379175,0.101989510142147,1.37333494588628
0.07,2115,0.330003460085516,0.267936893357688,0.809394766303167,0.0293573980594869,8610.5,7353,2146,0.368665969314014,0.301631114227821,0.679020809321363,0.0076183348275945,8737.5,8737.5,2130,0.698669429399531,0.569568007585509,1.48841557562453,0.0369757328870814,628.75,0.00158793171893609,0.129101421814022,1.45143984273745
0.075,2266,0.328417346685345,0.269276818464652,0.803400952395065,0.03429342579883,8686,7154.5,2299,0.380208308000656,0.34218120777172,0.715737720372355,0.128512032241454,8814,8814,2282,0.708625654686001,0.611458026236373,1.51913867276742,0.162805458040284,765.75,0.0013042060645582,0.0971676284496288,1.35633321472714
0.08,2417,0.333636600630928,0.275427708424998,0.823124155594516,0.0569521276233573,8761.5,7033.5,2452,0.389659211314678,0.354052487585707,0.745801642923342,0.163904377469799,8890.5,8890.5,2434,0.723295811945605,0.629480196010705,1.56892579851786,0.220856505093156,864,0.00115606936416185,0.0938156159349003,1.3480692934247
0.085,2568,0.333945620090816,0.29313200845529,0.824291918969036,0.122171381745048,8837,8837,2606,0.402492396272465,0.37040273750415,0.786624817791822,0.212650064434525,8967.5,8967.5,2587,0.736438016363281,0.66353474595944,1.61091673676086,0.334821446179573,0,1,0.0729032704038413,1.27609529058128
